酒店ID,Google地点ID,Google地图要素ID,Google_CID,酒店名称,Google原始类别,住宿类型,酒店星级,评分,评价数量,价格范围,完整地址,纬度,经度,曼谷区代码,曼谷区中文名,曼谷区英文名,曼谷区泰文名,行政范围核验,营业状态,营业时间,入住时间,退房时间,电话,官方网站,位置代码,无障碍信息,设施与服务,图片链接,Google地图链接,发现查询,数据来源,采集时间,酒店中文名,酒店英文名,酒店泰文名,官网主域名,热度等级,整理批次ID,记录哈希
ChIJH2h86IGe4jARyjZ6wppSlkQ,ChIJH2h86IGe4jARyjZ6wppSlkQ,0x30e29e81e87c681f:0x4496529ac27a36ca,4942228465726928586,曼谷亚洲酒店,hotel,宾馆,,4.0,7109,,"296 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.751345899999999,100.5310997,1037,拉差贴威县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 2 217 0808,http://www.asiahotel.co.th/asia_bangkok/,7P52QG2J+GC,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAGbwPTnAk5L2fbhNQADf61!2e10!4m2!3m1!1s0x30e29e81e87c681f:0x4496529ac27a36ca,https://maps.google.com/?cid=4942228465726928586&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷亚洲酒店,,โรงแรมเอเชีย กรุงเทพฯ,asiahotel.co.th,S,20260907-003922-csv-f52bd5d0,9430e3eebf4daa51b3532a19a28f8c3cc7216b65837595263bacb1863517c263
ChIJSVunAABjHTERGK4GdnUtbXs,ChIJSVunAABjHTERGK4GdnUtbXs,0x311d630000a75b49:0x7b6d2d757606ae18,8893814821641170456,曼谷洲际酒店,hotel,宾馆,,4.6,7085,,"973 Thanon Phloen Chit, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330",13.745097,100.54134719999999,1007,巴吞旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 656 0444,https://www.ihg.com/redirect?path=hd&localeCode=en&brandCode=IC&regionCode=TH&hotelCode=BKKHB&cm_mmc=GoogleMaps-_-IC-_-TH-_-BKKHB,7P52PGWR+2G,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhDa-tAg-srAd5FWQH2yh6no!2e10!4m2!3m1!1s0x311d630000a75b49:0x7b6d2d757606ae18,https://maps.google.com/?cid=8893814821641170456&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷洲际酒店,,อินเตอร์คอนติเนนตัล กรุงเทพฯ,ihg.com,S,20260907-003922-csv-f52bd5d0,418da61355f9d0ff414b1501564b304eb2a2a537a8f40887a9afaffe5a0ca43e
ChIJBZzqkTSf4jARU9hgwC1mlvA,ChIJBZzqkTSf4jARU9hgwC1mlvA,0x30e29f3491ea9c05:0xf096662dc060d853,17336156162296436819,JC Kevin 酒店,,5 星级酒店,,4.4,7030,,"36 Naradhiwas Rajanagarindra Rd, Yan Nawa, Sathon, Bangkok 10120泰国",13.7163412,100.5315907,1028,沙吞县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 210 9000,jckevin.com,: PG8J+GJ 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/JC+Kevin+%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29f3491ea9c05:0xf096662dc060d853!5m2!4m1!1i2!8m2!3d13.7163412!4d100.5315907!16s%2Fm%2F03d0fdt!19sChIJBZzqkTSf4jARU9hgwC1mlvA?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:24:34,JC Kevin 酒店,,,,S,20260907-003922-csv-f52bd5d0,3045459dbc0d5b43bd6aafbee53e2e4672c717e2107feeda8e93c31788299df9
ChIJrfU90s2e4jARs0XZP2DZ4jM,ChIJrfU90s2e4jARs0XZP2DZ4jM,0x30e29ecdd23df5ad:0x33e2d9603fd945b3,3738789648082224563,曼谷暹罗凯宾斯基酒店,hotel,宾馆,,4.7,6976,,"991, 9 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan, Krung Thep Maha Nakhon 10330",13.748401099999999,100.5348436,1007,巴吞旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 162 9000,https://www.kempinski.com/en/siam-hotel?utm_medium=organic&utm_source=google&utm_campaign=KIBKK1&utm_content=gmb&source=S308962248,7P52PGXM+9W,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICGkfPxRQ!2e10!4m2!3m1!1s0x30e29ecdd23df5ad:0x33e2d9603fd945b3,https://maps.google.com/?cid=3738789648082224563&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷暹罗凯宾斯基酒店,,โรงแรมสยามเคมปินสกี้ กรุงเทพฯ,kempinski.com,S,20260907-003922-csv-f52bd5d0,3406d871a354f1e92b7019ee8c2873b0200c7f3e7b0cdf6f2cb9ee904f6c0946
ChIJs6CnycSY4jAR5cqJZjPOsgs,ChIJs6CnycSY4jAR5cqJZjPOsgs,0x30e298c4c9a7a0b3:0xbb2ce336689cae5,842962800430664421,曼谷文华东方酒店,hotel,宾馆,,4.7,6702,,"48 Oriental Ave, Khwaeng Bang Rak, Khet Bang Rak, Krung Thep Maha Nakhon 10500",13.7236158,100.51431679999999,1004,挽叻县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 659 9000,https://www.mandarinoriental.com/en/bangkok/chao-phraya-river?src=loc.yext.mobkk.ggl,7P52PGF7+CP,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC854rz7QE!2e10!4m2!3m1!1s0x30e298c4c9a7a0b3:0xbb2ce336689cae5,https://maps.google.com/?cid=842962800430664421&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷文华东方酒店,,โรงแรมแมนดาริน โอเรียนเต็ล กรุงเทพฯ,mandarinoriental.com,S,20260907-003922-csv-f52bd5d0,04f0b8b5ae6437ff15ac121bbdcd693bf5e65df01e095cd0aedd321b6513f9c8
ChIJ_VRiedCe4jAROVhWzyN8hJ4,ChIJ_VRiedCe4jAROVhWzyN8hJ4,0x30e29ed0796254fd:0x9e847c23cf565839,11422391048162662457,曼谷爱侣湾君悦酒店,hotel,宾馆,,4.6,6287,,"494 Thanon Ratchadamri, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330",13.7433304,100.5406026,1007,巴吞旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 254 1234,https://www.hyatt.com/grand-hyatt/en-US/bangh-grand-hyatt-erawan-bangkok?src=corp_lclb_google_seo_bangh&utm_source=google&utm_medium=organic&utm_campaign=lmr,7P52PGVR+86,,适合儿童|适合团体|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhC06CXZtsAvN4GIlPQlmp88!2e10!4m2!3m1!1s0x30e29ed0796254fd:0x9e847c23cf565839,https://maps.google.com/?cid=11422391048162662457&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷爱侣湾君悦酒店,,แกรนด์ ไฮแอท เอราวัณ กรุงเทพฯ,hyatt.com,S,20260907-003922-csv-f52bd5d0,8d712c783cd7b0883a48cfc98c65c14ef6b845d0d42cb6821419be89df4796d0
ChIJF41Gxqyf4jARbUM2nainGDo,ChIJF41Gxqyf4jARbUM2nainGDo,0x30e29facc6468d17:0x3a18a7a89d36436d,4186280196274799469,Grande Centre Point Sukhumvit 55,,5 星级酒店,,4.6,5748,,"300 Thong Lo, Khlong Tan Nuea, Watthana, Bangkok 10110泰国",13.7317388,100.5824466,1039,宛他那县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 020 8000,grandecentrepointsukhumvit55.com,: PHJJ+MX 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/Grande+Centre+Point+Sukhumvit+55/data=!4m10!3m9!1s0x30e29facc6468d17:0x3a18a7a89d36436d!5m2!4m1!1i2!8m2!3d13.7317388!4d100.5824466!16s%2Fg%2F11c0qgz9sn!19sChIJF41Gxqyf4jARbUM2nainGDo?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:24:57,,Grande Centre Point Sukhumvit 55,,,S,20260907-003922-csv-f52bd5d0,17b44fba9bd5afe68bcbd2b157f41dce1536c4cb63b60f55f347a096d8776bff
ChIJcZl8ESiZ4jARrDpFbQREPVs,ChIJcZl8ESiZ4jARrDpFbQREPVs,0x30e29928117c9971:0x5b3d44046d453aac,6574485816834603692,"Mandarin Hotel Bangkok, managed by Centre Point",hotel,4 星级酒店,,4.4,5655,,"662 Rama IV Rd, Maha Phruttharam, Bang Rak, Bangkok 10500泰国",13.7331462,100.5271574,1004,挽叻县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 238 0230,mandarin-bkk.com,: PGMG+7V 曼谷 泰国曼谷都会区,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhDchupS2pWDhrDIh-AEsixQ!2e10!4m2!3m1!1s0x30e29928117c9971:0x5b3d44046d453aac,"https://www.google.com/maps/place/Mandarin+Hotel+Bangkok,+managed+by+Centre+Point/data=!4m10!3m9!1s0x30e29928117c9971:0x5b3d44046d453aac!5m2!4m1!1i2!8m2!3d13.7331462!4d100.5271574!16s%2Fg%2F12156cpt!19sChIJcZl8ESiZ4jARrDpFbQREPVs?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1",,Maps网页历史批次 | Places历史批次A,2026-08-28 00:26:10,,"Mandarin Hotel Bangkok, managed by Centre Point",โรงแรมแมนดาริน กรุงเทพฯ บริหารโดยเซ็นเตอร์พอยท์,,S,20260907-003922-csv-f52bd5d0,f9e6c7a4e4a799d0b2542e3a773f1f06f5e33baf60ac04ce1e3090e4197f4b1d
ChIJdVXvpd-Z4jARDoA7i2g1dyY,ChIJdVXvpd-Z4jARDoA7i2g1dyY,0x30e299dfa5ef5575:0x267735688b3b800e,2771742818798632974,The Salil Hotel Riverside - Bangkok,,5 星级酒店,,4.8,5343,,"2052/7-9 Soi Charoen Krung 72/1, Wat Phraya Krai, Bang Kho Laem, Bangkok 10120泰国",13.7079304,100.5073545,1031,曼柯廉县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 844 8787,thesalilriverside.com,: PG54+5W 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/The+Salil+Hotel+Riverside+-+Bangkok/data=!4m10!3m9!1s0x30e299dfa5ef5575:0x267735688b3b800e!5m2!4m1!1i2!8m2!3d13.7079304!4d100.5073545!16s%2Fg%2F11rqz9bdd3!19sChIJdVXvpd-Z4jARDoA7i2g1dyY?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:25:27,,The Salil Hotel Riverside - Bangkok,,,S,20260907-003922-csv-f52bd5d0,8fde91ef8a7277c54bc2f54f0eb39b43ce2cd3d2a414ca996c752b4a8bda386f
ChIJ_zP3fy-Z4jARWYaBArPXGAg,ChIJ_zP3fy-Z4jARWYaBArPXGAg,0x30e2992f7ff733ff:0x818d7b302818659,583453315585640025,The Twin Towers Hotel,hotel,宾馆,,4.2,5275,,"88 Thanon Rama VI, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330",13.7456436,100.52027520000001,1007,巴吞旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 2 216 9555,http://www.thetwintowershotel.com/,7P52PGWC+74,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICLiIyfRg!2e10!4m2!3m1!1s0x30e2992f7ff733ff:0x818d7b302818659,https://maps.google.com/?cid=583453315585640025&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,,The Twin Towers Hotel,โรงแรมเดอะทวินทาวเวอร์,thetwintowershotel.com,S,20260907-003922-csv-f52bd5d0,0307e699f5ca6fc878b9e0d1a8ea2eaf232fb6443546b6c06fae562c3fe4542c
ChIJMckScdqe4jARnCUZdPKRjF8,ChIJMckScdqe4jARnCUZdPKRjF8,0x30e29eda7112c931:0x5f8c91f27419259c,6885038400858563996,曼谷叻南里路中心点酒店,,5 星级酒店,,4.5,4903,,"153, 2 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330泰国",13.7417243,100.5410489,1007,巴吞旺县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 091 9000,grandecentrepointratchadamri.com,: PGRR+MC 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E5%8F%BB%E5%8D%97%E9%87%8C%E8%B7%AF%E4%B8%AD%E5%BF%83%E7%82%B9%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29eda7112c931:0x5f8c91f27419259c!5m2!4m1!1i2!8m2!3d13.7417243!4d100.5410489!16s%2Fg%2F11bbsxyg13!19sChIJMckScdqe4jARnCUZdPKRjF8?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:25:46,曼谷叻南里路中心点酒店,,,,S,20260907-003922-csv-f52bd5d0,a3841cdb5c90f76e667be200b4e1d0424cc559beb3ba0298a239aa5ec18d08c6
ChIJP83yBsae4jARWiFRw2oJrJo,ChIJP83yBsae4jARWiFRw2oJrJo,0x30e29ec606f2cd3f:0x9aac096ac351215a,11145293531983192410,Centara Watergate Pavilion Hotel Bangkok,,4 星级酒店,,4.5,4457,,"567 Ratchaprarop Rd, Makkasan, Ratchathewi, Bangkok 10400泰国",13.7513927,100.542261,1037,拉差贴威县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 625 1234,centarahotelsresorts.com,: QG2R+HW 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/Centara+Watergate+Pavilion+Hotel+Bangkok/data=!4m10!3m9!1s0x30e29ec606f2cd3f:0x9aac096ac351215a!5m2!4m1!1i2!8m2!3d13.7513927!4d100.542261!16s%2Fg%2F1pp2t_3jh!19sChIJP83yBsae4jARWiFRw2oJrJo?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:25:11,,Centara Watergate Pavilion Hotel Bangkok,,,S,20260907-003922-csv-f52bd5d0,68e735fdd65f92537462ee6b3ec9e0f8b5bccb1a2b99d16dd926acad28a8a366
ChIJ6z-CdSGZ4jARojKsdCG8GME,ChIJ6z-CdSGZ4jARojKsdCG8GME,0x30e2992175823feb:0xc118bc2174ac32a2,13914077900638532258,曼谷大华大酒店,hotel,宾馆,,4.2,4398,,"215 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.7428723,100.5070361,1013,三攀他旺县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 224 9977,http://www.grandchina.com/,7P52PGV4+4R,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIABIhAB6r88G3Cb5LLLvkKnoP2T!2e10!4m2!3m1!1s0x30e2992175823feb:0xc118bc2174ac32a2,https://maps.google.com/?cid=13914077900638532258&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,Places历史批次A | Places历史批次B,2026-08-28T03:27:46.071Z,曼谷大华大酒店,,โรงแรมแกรนด์ ไชน่า,grandchina.com,S,20260907-003922-csv-f52bd5d0,2b714d9c6d9452117d6cf65fe09588d7eacf8d8eb3b9ac389047c1f54ed4f0c0
ChIJxxAJDtGY4jARZztX61p9WAM,ChIJxxAJDtGY4jARZztX61p9WAM,0x30e298d10e0910c7:0x3587d5aeb573b67,241080409513212775,曼谷素里翁路万豪酒店,hotel,宾馆,,4.7,4233,,"262 Surawong Rd, Khwaeng Si Phraya, Khet Bang Rak, Krung Thep Maha Nakhon 10500",13.7273198,100.52224799999999,1004,挽叻县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 088 5666,https://www.marriott.com/en-us/hotels/bkkwo-bangkok-marriott-hotel-the-surawongse/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,7P52PGGC+WV,,适合儿童|有洗手间|无障碍入口|无障碍停车|无障碍洗手间,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIC67O_7Mw!2e10!4m2!3m1!1s0x30e298d10e0910c7:0x3587d5aeb573b67,https://maps.google.com/?cid=241080409513212775&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷素里翁路万豪酒店,,โรงแรมแบงค็อกแมริออท ถนนสุรวงศ์,marriott.com,S,20260907-003922-csv-f52bd5d0,08ddc107096744d9a2769c6559c1b10563aaa5143a39b37d90bc0fc8b3ef7b0a
ChIJpR0RSsSY4jARHHwN3-qBOdk,ChIJpR0RSsSY4jARHHwN3-qBOdk,0x30e298c44a111da5:0xd93981eadf0d7c1c,15652684825667402780,Grande Centre Point Terminal 21,,5 星级酒店,,4.5,4211,,"2 Soi Sukhumvit 19, Khlong Toei Nuea, Watthana, Bangkok 10110泰国",13.7382434,100.5606127,1039,宛他那县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 056 9000,grandecentrepointterminal21.com,: PHQ6+76 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/Grande+Centre+Point+Terminal+21/data=!4m10!3m9!1s0x30e298c44a111da5:0xd93981eadf0d7c1c!5m2!4m1!1i2!8m2!3d13.7382434!4d100.5606127!16s%2Fg%2F1tcx9b8x!19sChIJpR0RSsSY4jARHHwN3-qBOdk?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:26:07,,Grande Centre Point Terminal 21,,,S,20260907-003922-csv-f52bd5d0,670b194c9d6f7b384c49cd9d305b8754b200672cd087c94d71e2d198d5444985
ChIJxe-mTmyZ4jARWrqTyaeZmwY,ChIJxe-mTmyZ4jARWrqTyaeZmwY,0x30e2996c4ea6efc5:0x69b99a7c993ba5a,476143131538209370,Nouvo City Hotel - โรงแรมนูโว ซิตี,hotel,酒店,,4.3,3997,,"2 Soi Samsen 2, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.7627875,100.4994304,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,+66 2 282 7500,https://www.nouvocityhotel.com/,7P52QF7X+4Q,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICiwMT2iwE!2e10!4m2!3m1!1s0x30e2996c4ea6efc5:0x69b99a7c993ba5a,https://maps.google.com/?cid=476143131538209370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-27T17:23:54.784Z,,,Nouvo City Hotel - โรงแรมนูโว ซิตี,nouvocityhotel.com,S,20260907-003922-csv-f52bd5d0,efb506d490576873672a65de3cc6852ecd8b88b275849e6cebdbf3718aab653a
ChIJG5ujYw2Z4jARmh5CJglDVYw,ChIJG5ujYw2Z4jARmh5CJglDVYw,0x30e2990d63a39b1b:0x8c55430926421e9a,10112062244905950874,Royal Rattanakosin Hotel,hotel,宾馆,,3.8,3923,,"2 Thanon Ratchadamnoen Klang, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757082299999999,100.49562639999999,1001,拍那空县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 222 9111,http://www.rattanakosinhotel.com/,7P52QF4W+R7,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgIDOkKrkzwE!2e10!4m2!3m1!1s0x30e2990d63a39b1b:0x8c55430926421e9a,https://maps.google.com/?cid=10112062244905950874&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A | Places历史批次B,2026-08-28T04:43:33.938Z,,Royal Rattanakosin Hotel,โรงแรมรัตนโกสินทร์,rattanakosinhotel.com,S,20260907-003922-csv-f52bd5d0,204abd51bafc9e282527282ccef342d7fb5d6b71a45416234487db1b4396c022
ChIJTc3SMqmf4jARV8gjCgcYgPg,ChIJTc3SMqmf4jARV8gjCgcYgPg,0x30e29fa932d2cd4d:0xf88018070a23c857,17906338536939046999,素坤逸57号萨利酒店,,5 星级酒店,,4.7,3881,,"24 Soi Sukhumvit 57 Klong Tun Nue, Watthana, Bangkok 10110泰国",13.7248271,100.5802849,1039,宛他那县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 072 2882,thesalilhotels.com,: PHFJ+W4 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/%E7%B4%A0%E5%9D%A4%E9%80%B857%E5%8F%B7%E8%90%A8%E5%88%A9%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e29fa932d2cd4d:0xf88018070a23c857!5m2!4m1!1i2!8m2!3d13.7248271!4d100.5802849!16s%2Fg%2F11c2y5mpj1!19sChIJTc3SMqmf4jARV8gjCgcYgPg?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:25:29,素坤逸57号萨利酒店,,,,S,20260907-003922-csv-f52bd5d0,b24324f859ebe98b3f31f73a7e129bad510359144c35c55c389bae97c76a15e9
ChIJVZ_3_9ae4jARRqpJm6YHcKM,ChIJVZ_3_9ae4jARRqpJm6YHcKM,0x30e29ed6fff79f55:0xa37007a69b49aa46,11776921437725108806,Siam@Siam Design Hotel Bangkok,,5 星级酒店,,4.4,3827,,"Opposite National Stadium 865 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330泰国",13.7474361,100.5269722,1007,巴吞旺县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 217 3000,siamatsiam.com,: PGWG+XQ 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/Siam@Siam+Design+Hotel+Bangkok/data=!4m10!3m9!1s0x30e29ed6fff79f55:0xa37007a69b49aa46!5m2!4m1!1i2!8m2!3d13.7474361!4d100.5269722!16s%2Fg%2F1tk3d9v1!19sChIJVZ_3_9ae4jARRqpJm6YHcKM?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:24:31,,Siam@Siam Design Hotel Bangkok,,,S,20260907-003922-csv-f52bd5d0,834a100c188c092b4b886c72f7094a83eea4a3f33f25f68fb06ff1c70b4dd7c0
ChIJgf1Rnb-Y4jARaZXmSa-m7sU,ChIJgf1Rnb-Y4jARaZXmSa-m7sU,0x30e298bf9d51fd81:0xc5eea6af49e69569,14262520341718275433,曼谷湄南河四季酒店,,5 星级酒店,,4.8,3610,,"300/1 ถ. เจริญกรุง Yan Nawa, Sathon, Bangkok 10120泰国",13.7117681,100.5106625,1028,沙吞县,,,曼谷行政区内（本地2019简化边界）,,,,,+66 2 032 0888,fourseasons.com,: PG66+P7 曼谷 泰国曼谷都会区,,,,https://www.google.com/maps/place/%E6%9B%BC%E8%B0%B7%E6%B9%84%E5%8D%97%E6%B2%B3%E5%9B%9B%E5%AD%A3%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x30e298bf9d51fd81:0xc5eea6af49e69569!5m2!4m1!1i2!8m2!3d13.7117681!4d100.5106625!16s%2Fg%2F11dxk8ngl6!19sChIJgf1Rnb-Y4jARaZXmSa-m7sU?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1,,Maps网页历史批次,2026-08-28 00:24:22,曼谷湄南河四季酒店,,,,S,20260907-003922-csv-f52bd5d0,dc3d36dcf55b463464b1585106122fd7c54a0b84cfa6f92fd49a7e77af43c59f
ChIJAfeapOef4jARP742CpyjQgA,ChIJAfeapOef4jARP742CpyjQgA,0x30e29fe7a49af701:0x42a39c0a36be3f,18757239044488767,曼谷拍耶泰颐思殿酒店,hotel,宾馆,,4.8,3534,,"The Unicorn Building, 18 Phaya Thai Rd, Khwaeng Thung Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.7566875,100.5330625,1037,拉差贴威县,,,曼谷行政区内（本地2019简化边界）,OPERATIONAL,,,,+66 2 483 2899,https://www.eastinhotelsresidences.com/eastingrandhotelphayathai,7P52QG4M+M6,,适合儿童|无障碍入口|无障碍停车,https://www.google.com/maps/place//data=!3m4!1e2!3m2!1sCIHM0ogKEICAgICxwaa7YQ!2e10!4m2!3m1!1s0x30e29fe7a49af701:0x42a39c0a36be3f,https://maps.google.com/?cid=18757239044488767&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA,,Places历史批次A,2026-08-27T16:12:37.380Z,曼谷拍耶泰颐思殿酒店,,เยสิเดียน บางกอก พญาไท,eastinhotelsresidences.com,S,20260907-003922-csv-f52bd5d0,673e64d60737db75e8238a30513894e0233d78311d0f307d0fc2df1cfb66613c
