Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJOzBYlhiZ4jARc0ZqTL3RkY8,景点,ก.๓๔,ก.๓๔,buddhist_temple,佛教寺庙,,,"2 Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.74642,100.492779,拍那空县,大皇宫区,,+66 93 035 1282,,,,https://maps.google.com/?cid=10345280430007797363&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJwdeCNhmZ4jARZWKfHvcCsOw,景点,กุฎิสงฆ์คณะ 10,กุฎิสงฆ์คณะ 10,buddhist_temple,佛教寺庙,,,"255/10 ถนน จักรวรรดิ Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741896,100.503135,三攀他旺县,差甲瓦區,,+66 87 070 0042,,有洗手间,,https://maps.google.com/?cid=17055135049246007909&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJyfnOF02Z4jARfpC7GZFS5xo,景点,กุฎิหลวงพ่อผล พระอาจาารย์อึ่ง,กุฎิหลวงพ่อผล พระอาจาารย์อึ่ง,buddhist_temple,佛教寺庙,,,"กุฎิหลวงพ่อผล พระอาจารย์อึ่ง Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.747109,100.510025,邦巴沙都拍县,Wat Thep Sirin,,,,有洗手间,,https://maps.google.com/?cid=1938608947761746046&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJEycyLLuZ4jARAEbcIqB8qRk,景点,กุฏิ บุณยะรัตเวช,กุฏิ บุณยะรัตเวช,buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759365,100.499902,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=1849146149233772032&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsS5edACZ4jARSkdUw0e9pqo,景点,กุฏิพระครูประสาทพุทธปริต (จเรพล ฐิตาจาโร),กุฏิพระครูประสาทพุทธปริต (จเรพล ฐิตาจาโร),buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760002,100.499547,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12296723948499126090&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJLexz4LqZ4jARtC1b0lSTOwI,景点,กุฏิพระธรรมโกศาจารย์,กุฏิพระธรรมโกศาจารย์,buddhist_temple,佛教寺庙,,,"กุฏิพระธรรมโกศาจารย์ 3 วัดมหาธาตุยุวราชรังสฤษฎิ์ คณะ 1 พระบรมมหาราชวัง Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75478,100.489903,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=160884204217511348&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJWSK7bwCZ4jARw_1Ql1ilIO0,景点,คณะ 7 วัดสระเกศ,คณะ 7 วัดสระเกศ,buddhist_temple,佛教寺庙,,,"QG34+6PV เวัสระเหขต Banglamphu Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.753122,100.506783,邦巴沙都拍县,班巴区,,,,有洗手间,,https://maps.google.com/?cid=17086838786158034371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJpYEQKByZ4jARp2mHe3vXISs,景点,คณะ ๔ พระมหาวิฑูรย์ กิตติปาโล,คณะ ๔ พระมหาวิฑูรย์ กิตติปาโล,buddhist_temple,佛教寺庙,,,"165 ซอย วัดสามพระยา Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766044,100.500041,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=3108002143215774119&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJe1vxMgCZ4jAR-nfi5OOEGtQ,景点,คณะ2 วัดสระเกศ,คณะ2 วัดสระเกศ,buddhist_temple,佛教寺庙,,,"344 Boriphat Rd, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.752815,100.50612,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=15283674399767689210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJecp4dACZ4jAR8kymkEG3hDc,景点,คณะกุฎิ วัดบวรฯ,คณะกุฎิ วัดบวรฯ,buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75988,100.499497,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=4000523861239418098&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJCzoUfhaZ4jARRU9Q6iAvHhs,景点,คณะบัญจบเบญจมา วัดบวรฯ,คณะบัญจบเบญจมา วัดบวรฯ,buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759418,100.500413,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=1954051106741964613&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_84iWACZ4jARl0WuYE-MPSk,景点,คณะสูง (ลออ),คณะสูง (ลออ),buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759222,100.500067,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=2971685601686734231&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsRVBUACZ4jARw7CuoppJHKk,景点,คณะเขียวบวร,คณะเขียวบวร,buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759752,100.500608,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12185695620260868291&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYdNuMwCZ4jARM0NIwdTbfCo,景点,คณะเขียวรังษี,คณะเขียวรังษี,buddhist_temple,佛教寺庙,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758888,100.501367,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=3061563553527382835&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJVwkLDwCZ4jARWCIQfyOVLU4,景点,จุดทิ้ง,จุดทิ้ง,buddhist_temple,佛教寺庙,,,"QF4V+88R, Thanon Ratchadamnoen Klang, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755869,100.49328,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=5633322688598516312&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJW8b0WACZ4jAR6mQzoP7ftQ0,景点,จุดเช่าวัตถุมงคลวัดสุทัศน์,จุดเช่าวัตถุมงคลวัดสุทัศน์,buddhist_temple,佛教寺庙,,,"QG22+9PX Benjamarachalai School, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.750979,100.501865,拍那空县,巴杜披,,,,有洗手间,,https://maps.google.com/?cid=987941977980101866&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLRldCgCZ4jARbdnw_bt7wPE,景点,ซอยวัดอินทรวิหาร,ซอยวัดอินทรวิหาร,buddhist_temple,佛教寺庙,,,"QG93+7CX ซ. วัดอินทรวิหาร Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.768228,100.503613,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=17420059406018599277&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQ2dyOACZ4jARbl0qW2QAITw,景点,ซุ้มประตูตลาดบ้านหม้อ,ซุ้มประตูตลาดบ้านหม้อ,historical_landmark,古迹地标,,,"125 Thanon Ban Mo, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745583,100.49749,拍那空县,三王府区,,,,适合儿童,,https://maps.google.com/?cid=4332744747533360494&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJY1zVWgCZ4jAR8s5MrfSF8Do,景点,ซุ้มประตูทางเข้า-ออก ตลาดบ้านหม้อ,ซุ้มประตูทางเข้า-ออก ตลาดบ้านหม้อ,historical_landmark,古迹地标,,,"113, 115 Thanon Ban Mo, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745866,100.497575,拍那空县,三王府区,,,,适合儿童,,https://maps.google.com/?cid=4247041734536384242&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJBdNxXQCZ4jARwA4I9WZsnUE,景点,ตำหนัก สมเด็จพระนางเจ้าสุขุมาลมารศรีพระราชเทวี,ตำหนัก สมเด็จพระนางเจ้าสุขุมาลมารศรีพระราชเทวี,castle,城堡,,,"พระที่นั่งบรมราชสถิตยมโหฬาร 200 Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749337,100.491327,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=4728054373262298816&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJb5UNKgCZ4jAROmf4yAehpto,景点,ตำหนักพิพิธภัณฑ์ (ท่านผู้หญิงตุ่น) วัดมกุฎฯ,ตำหนักพิพิธภัณฑ์ (ท่านผู้หญิงตุ่น) วัดมกุฎฯ,buddhist_temple,佛教寺庙,,,"330 Prachathipatai Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764495,100.506242,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=15755457401210824506&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJL7X98QmZ4jARLR_uYuG7nJk,景点,ติรุมารัย แกเลอเรีย Thirumalai Galleria,ติรุมารัย แกเลอเรีย Thirumalai Galleria,buddhist_temple,佛教寺庙,,,"อาคารตลาดพาหุรัด อาคาร D ห้อง D131 , D138 ถนน ตรีเพชร แขวง Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744513,100.499617,拍那空县,三王府区,,+66 85 995 6495,https://www.facebook.com/thirumalaigalleria/,有洗手间|无障碍停车,,https://maps.google.com/?cid=11068928560871644973&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJmxPdNk2Z4jAReh5znjlnlKk,景点,ตึกมนุษยนาควิทยาทาน,ตึกมนุษยนาควิทยาทาน,museum,博物馆,,,"248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759759,100.501127,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12219505186132139642&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ826HXQCZ4jAR-301XBXq3Bk,景点,ต้นยูงทอง (ต้นหางนกยูงฝรั่ง) ที่พระบาทสมเด็จพระเจ้าอยู่หัว รัชกาลที่ 9 ทรงปลูก,ต้นยูงทอง (ต้นหางนกยูงฝรั่ง) ที่พระบาทสมเด็จพระเจ้าอยู่หัว รัชกาลที่ 9 ทรงปลูก,historical_landmark,历史地标,,,"2 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.757193,100.49203,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=1863621723286765051&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJvYbxGQCZ4jARLisjy76Y5Qw,景点,ต้นโพธิ์ด้านประตูหลังวัดสามพระยา,ต้นโพธิ์ด้านประตูหลังวัดสามพระยา,buddhist_temple,佛教寺庙,,,"QF8X+G5Q, Wat Sam Phraya, Phra Nakhon, Bangkok 10200",13.766346,100.497995,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=929316843341163310&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJe2tMZwCZ4jARKRqGmqFbU54,景点,ที่จอดรถใกล้วัดราชบพิตร,ที่จอดรถใกล้วัดราชบพิตร,buddhist_temple,佛教寺庙,,,"PFWW+WGC Mon Bridge (สะพานมอญ กรุงเทพฯ ถ. เจริญกรุง Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747651,100.496096,拍那空县,大皇宫区,,,,有洗手间,,https://maps.google.com/?cid=11408563030699940393&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJjUdRRgCZ4jAR_dyXSKXl6MQ,景点,น้ำพุวัดเทวราชกุญชร วรวิหาร เขตดุสิต กรุงเทพมหานคร,น้ำพุวัดเทวราชกุญชร วรวิหาร เขตดุสิต กรุงเทพมหานคร,buddhist_temple,佛教寺庙,,,"90 ซ. วัดเทวราชกุญชร Khwaeng Wachira Phayaban, Khet Dusit, Krung Thep Maha Nakhon 10300",13.771985,100.501639,都实县,Wachira Phayaban,,,,,,https://maps.google.com/?cid=14188843124081024253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJuaVj-JaZ4jARuB4qLoshq-o,景点,บจก. เค แอนด์ เอ็น แลนด์แคป,บจก. เค แอนด์ เอ็น แลนด์แคป,botanical_garden,植物园,,,"เลขที่ 901/1252 ซอย จรัญสนิทวงศ์3 Charan Sanit Wong Rd, Khwaeng Wat Tha Phra, Khet Bangkok Yai, Krung Thep Maha Nakhon 10600",13.733849,100.46957,曼谷艾县,Wat Tha Phra,星期一: 09:00–17:00 | 星期二: 09:00–17:00 | 星期三: 09:00–17:00 | 星期四: 09:00–17:00 | 星期五: 09:00–17:00 | 星期六: 09:00–17:00 | 星期日: 休息,+66 92 119 0581,,,,https://maps.google.com/?cid=16909646107551342264&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJlyOm8sWe4jARTZbRrslunsk,景点,บริษัทมอง อควาเรียม จำกัด,บริษัทมอง อควาเรียม จำกัด,aquarium,水族馆,,,"302 ถนนเพชรบุรี Khwaeng Thung Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.75391,100.538815,拉差贴威县,Thanon Phaya Thai,,+66 81 948 7879,,,,https://maps.google.com/?cid=14528171260444251725&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJqwwLdc2Z4jARnbjYAFAqDFw,景点,บ้านบานเย็น,บ้านบานเย็น,historical_landmark,历史地标,,,"54 ซอย เทเวศร์ 1 Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.767355,100.504206,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=6632722874309851293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJTRsxZwCZ4jARvvHgzl06fBs,景点,บ้านพระยาศุภกรณ์บรรณสาร,บ้านพระยาศุภกรณ์บรรณสาร,historical_landmark,历史地标,,,"35/3 Lan Luang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.757519,100.514055,都实县,Wat Sommanat,,,,,,https://maps.google.com/?cid=1980522110713393598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJt8LgIQCZ4jARYoSDF3Kbbtc,景点,บ้านพระราม8,บ้านพระราม8,historical_landmark,历史地标,,,"1153 ซอย อรุณอัมรินทร์ Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.766975,100.488068,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=15523515879915750498&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0aTpFD-Z4jARdvCzbTbl4Ac,景点,บ้านเต้นรำ,บ้านเต้นรำ,museum,博物馆,,,"133 Lan Luang Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.756824,100.511098,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=567705574980186230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ6bSpQQCZ4jARpY3tRTeTJ9I,景点,พระตำหนัก สมเด็จพระบรมราชมาตามหัยยิกาเธอ กรมพระยาสุดารัตนราชประยูร,พระตำหนัก สมเด็จพระบรมราชมาตามหัยยิกาเธอ กรมพระยาสุดารัตนราชประยูร,castle,城堡,,,"PFXR+FG9, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200",13.748779,100.490686,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=15143234137662262693&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJs5T4XgCZ4jARU2HbHEZthCg,景点,พระตำหนักบดินทรวชิรภักดิ์,พระตำหนักบดินทรวชิรภักดิ์,historical_landmark,历史地标,,,"Dusit, Dusit District, Bangkok 10300",13.772441,100.510595,都实县,Dusit,,,,,,https://maps.google.com/?cid=2919578606342201683&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJzaGzMQCZ4jARZTs2hXC2X0o,景点,พระที่นั่งบรมราชสถิตมโหฬาร,พระที่นั่งบรมราชสถิตมโหฬาร,castle,城堡,,,"พระที่นั่งบรมราชสถิตยมโหฬาร 200 Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749446,100.491352,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=5359202675981695845&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJy1CrRQCZ4jARQF3Wt-Z-tAk,景点,พระที่นั่งสนามจันทร์,พระที่นั่งสนามจันทร์,castle,城堡,,,"หมู่พระมหามณเฑียร Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.750393,100.492043,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=699323371541126464&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJGUzbVACZ4jARgLtLfJhSrig,景点,พระบรมสารีริกธาตุ วัดคฤหบดี,พระบรมสารีริกธาตุ วัดคฤหบดี,buddhist_temple,佛教寺庙,,,"222 จรัญสนิทวงศ์ Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.771615,100.496652,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=2931371222338616192&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJB6-RIwCZ4jAR3VCABEd_hYA,景点,พระพุทธรูปประจำสกุลวรรณโกวิท,พระพุทธรูปประจำสกุลวรรณโกวิท,buddhist_temple,佛教寺庙,,,"วัดโพธิ์, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746122,100.493524,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=9260948151752216797&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJyzcYsFeZ4jARtKjH2yQbYNE,景点,พระมาใส่กรอบใหญ่,พระมาใส่กรอบใหญ่,buddhist_temple,佛教寺庙,,,"3 Thanon Maha Rat, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755286,100.48985,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=15087088596811229364&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJt83ORQCZ4jARXySmCztkkrs,景点,พระอุโบสถ,พระอุโบสถ,buddhist_temple,佛教寺庙,,,"พระอุโบสถ 248 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760625,100.50002,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=13515975636453565535&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYU7h1XSZ4jARYui8ZpaDKfI,景点,พลับพลาสยามินทราศิริราชานุสรณีย์,พลับพลาสยามินทราศิริราชานุสรณีย์,park,公园,,,"QF5P+VWC, Siriraj, Bangkok Noi, Bangkok 10700",13.759686,100.487253,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=17449622913215686754&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC4V3AgCZ4jARYZsOhrC-K0k,景点,พิพิธภัณฑ์นวดไทย (พระวิหารขาว),พิพิธภัณฑ์นวดไทย (พระวิหารขาว),museum,博物馆,,,"PFWR+FVC, Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.74613,100.492142,拍那空县,大皇宫区,星期一: 08:00–17:00 | 星期二: 08:00–17:00 | 星期三: 08:00–17:00 | 星期四: 08:00–17:00 | 星期五: 08:00–17:00 | 星期六: 08:00–17:00 | 星期日: 08:00–17:00,,,,,https://maps.google.com/?cid=5272517454139923297&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJXRf1MgCZ4jAR8pkgiBW2DJU,景点,พิพิธภัณฑ์วัดบวรนิเวศวิหาร,พิพิธภัณฑ์วัดบวรนิเวศวิหาร,museum,博物馆,,,"พิพิธภัณฑ์วัดบวรนิเวศวิหาร อาคาร ภปร Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760029,100.500779,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=10740159414966196722&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ2R4cfgCZ4jARpypPHdZaC6g,景点,พิพิธภัณฑ์โบราณวัตถุพระมหาเจดีย์สี่รัชกาล พระวิหารทิศตะวันตก,พิพิธภัณฑ์โบราณวัตถุพระมหาเจดีย์สี่รัชกาล พระวิหารทิศตะวันตก,museum,博物馆,,,"2 Thanon Sanam Chai, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746427,100.492867,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=12108871898776939175&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJSe_ak0yZ4jAR7gWwHeHzBUo,景点,ยุ กรอบพระท่าพระจันทร์,ยุ กรอบพระท่าพระจันทร์,museum,博物馆,,,"Krung Thep Maha Nakhon, Phra Nakhon, Krung Thep Maha Nakhon, Tha Maharaj邮政编码: 10200",13.755632,100.48868,曼谷蓮縣,大皇宫区,,,,,,https://maps.google.com/?cid=5333937481881486830&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJJUQ_OAGZ4jAR2r3ttjYyH4s,景点,รับซิ้อเหรียญจีนโบราณทุกชนิดราคาสูงครับ,รับซิ้อเหรียญจีนโบราณทุกชนิดราคาสูงครับ,museum,博物馆,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 61 212 0321,https://www.facebook.com/ByCoin/,,,https://maps.google.com/?cid=10024786506128670170&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJoSpE1TyZ4jAR7kLyg8AAAsA,景点,ร่ำรวยเงินทอง,ร่ำรวยเงินทอง,buddhist_temple,佛教寺庙,,,"222 ศรีวรจักร ถ. หลวง Khwaeng Wat Thepsirin, แขวงป้อมปราบฯ Krung Thep Maha Nakhon 10100",13.746891,100.510352,邦巴沙都拍县,Pom Prap,,+66 2 217 8444,,有洗手间|无障碍停车,,https://maps.google.com/?cid=13835621832082997998&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
