泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）,泰国村级样例（ADM4/村）
TH,4,村,60010202,600102,6001,60,,บ่อดินสอพอง,,村级暂无可靠中文标准名,กลางแดด,เมืองนครสวรรค์,นครสวรรค์,,,未匹配公开点位,498,549,1047,596,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,60010203,600102,6001,60,,กลางแดด,,村级暂无可靠中文标准名,กลางแดด,เมืองนครสวรรค์,นครสวรรค์,15.6574637,100.1017633,历史点位匹配；上线前抽样复核,252,266,518,301,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,60010204,600102,6001,60,,กลางแดด,,村级暂无可靠中文标准名,กลางแดด,เมืองนครสวรรค์,นครสวรรค์,,,未匹配公开点位,124,135,259,101,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,60010205,600102,6001,60,,กลางแดด,,村级暂无可靠中文标准名,กลางแดด,เมืองนครสวรรค์,นครสวรรค์,15.6897594,100.1495231,历史点位匹配；上线前抽样复核,191,231,422,159,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,61010201,610102,6101,61,,เกาะลูกมอญ,,村级暂无可靠中文标准名,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,15.3457976,100.0619206,历史点位匹配；上线前抽样复核,472,434,906,496,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,61010202,610102,6101,61,,ภูมิธรรม,,村级暂无可靠中文标准名,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,15.3575886,100.0535958,历史点位匹配；上线前抽样复核,427,538,965,549,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,61010203,610102,6101,61,,วังยาง,,村级暂无可靠中文标准名,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,15.3731667,100.0080219,历史点位匹配；上线前抽样复核,1071,1210,2281,1444,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,61010204,610102,6101,61,,ท่าทอง,,村级暂无可靠中文标准名,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,15.3432213,100.0330299,历史点位匹配；上线前抽样复核,437,487,924,318,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,61010205,610102,6101,61,,พันตุ่น,,村级暂无可靠中文标准名,น้ำซึม,เมืองอุทัยธานี,อุทัยธานี,,,未匹配公开点位,325,371,696,288,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,62010201,620102,6201,62,,วังพระธาตุ,,村级暂无可靠中文标准名,ไตรตรึงษ์,เมืองกำแพงเพชร,กำแพงเพชร,16.3688405,99.554677,历史点位匹配；上线前抽样复核,461,536,997,437,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,62010202,620102,6201,62,,ท้ายเกาะ,,村级暂无可靠中文标准名,ไตรตรึงษ์,เมืองกำแพงเพชร,กำแพงเพชร,16.3574104,99.5894241,历史点位匹配；上线前抽样复核,324,346,670,288,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,62010203,620102,6201,62,,หนองหลวง,,村级暂无可靠中文标准名,ไตรตรึงษ์,เมืองกำแพงเพชร,กำแพงเพชร,16.3517541,99.5758237,历史点位匹配；上线前抽样复核,376,379,755,259,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,62010204,620102,6201,62,,วังพระธาตุ,,村级暂无可靠中文标准名,ไตรตรึงษ์,เมืองกำแพงเพชร,กำแพงเพชร,16.3666567,99.572263,历史点位匹配；上线前抽样复核,489,479,968,354,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,62010205,620102,6201,62,,บ่อเจริญ,,村级暂无可靠中文标准名,ไตรตรึงษ์,เมืองกำแพงเพชร,กำแพงเพชร,16.3060234,99.5034621,历史点位匹配；上线前抽样复核,252,271,523,210,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,63010501,630105,6301,63,,หนองตับ,,村级暂无可靠中文标准名,หนองบัวเหนือ,เมืองตาก,ตาก,,,未匹配公开点位,551,517,1068,410,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,63010502,630105,6301,63,,เด่น,,村级暂无可靠中文标准名,หนองบัวเหนือ,เมืองตาก,ตาก,,,未匹配公开点位,193,204,397,168,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,63010503,630105,6301,63,,ปากห้วยไม้งาม,,村级暂无可靠中文标准名,หนองบัวเหนือ,เมืองตาก,ตาก,,,未匹配公开点位,453,492,945,337,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,63010504,630105,6301,63,,หนองบัวเหนือ,,村级暂无可靠中文标准名,หนองบัวเหนือ,เมืองตาก,ตาก,,,未匹配公开点位,211,218,429,145,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,63010505,630105,6301,63,,วังม่วง,,村级暂无可靠中文标准名,หนองบัวเหนือ,เมืองตาก,ตาก,,,未匹配公开点位,119,120,239,113,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,64010101,640101,6401,64,,หมู่ที่ 1,,村级暂无可靠中文标准名,ธานี,เมืองสุโขทัย,สุโขทัย,17.0298751,99.8205562,历史点位匹配；上线前抽样复核,387,436,823,340,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,64010104,640101,6401,64,,หมู่ที่ 4,,村级暂无可靠中文标准名,ธานี,เมืองสุโขทัย,สุโขทัย,,,未匹配公开点位,1537,1809,3346,1655,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,64010105,640101,6401,64,,หมู่ที่ 5,,村级暂无可靠中文标准名,ธานี,เมืองสุโขทัย,สุโขทัย,,,未匹配公开点位,16,23,39,6,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,64010107,640101,6401,64,,หมู่ที่ 7,,村级暂无可靠中文标准名,ธานี,เมืองสุโขทัย,สุโขทัย,,,未匹配公开点位,751,843,1594,717,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,64010201,640102,6401,64,,ป่า,,村级暂无可靠中文标准名,บ้านสวน,เมืองสุโขทัย,สุโขทัย,17.0161896,99.8726603,历史点位匹配；上线前抽样复核,578,639,1217,465,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,65010201,650102,6501,65,,วังยาง,,村级暂无可靠中文标准名,วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก,16.6463078,100.2619441,历史点位匹配；上线前抽样复核,290,319,609,224,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,65010202,650102,6501,65,,ปากพิง,,村级暂无可靠中文标准名,วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก,16.6563004,100.2535712,历史点位匹配；上线前抽样复核,266,273,539,202,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,65010203,650102,6501,65,,ปากดอน,,村级暂无可靠中文标准名,วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก,16.6552364,100.2798165,历史点位匹配；上线前抽样复核,239,255,494,214,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,65010204,650102,6501,65,,ปากดอน,,村级暂无可靠中文标准名,วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก,16.6615337,100.2845463,历史点位匹配；上线前抽样复核,216,261,477,214,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,65010205,650102,6501,65,,วังน้ำคู้,,村级暂无可靠中文标准名,วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก,16.6696326,100.2902262,历史点位匹配；上线前抽样复核,398,437,835,413,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,66010201,660102,6601,66,,ดาน,,村级暂无可靠中文标准名,ไผ่ขวาง,เมืองพิจิตร,พิจิตร,,,未匹配公开点位,142,141,283,103,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,66010202,660102,6601,66,,ดาน,,村级暂无可靠中文标准名,ไผ่ขวาง,เมืองพิจิตร,พิจิตร,,,未匹配公开点位,288,332,620,229,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,66010203,660102,6601,66,,ดาน,,村级暂无可靠中文标准名,ไผ่ขวาง,เมืองพิจิตร,พิจิตร,,,未匹配公开点位,143,131,274,88,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,66010204,660102,6601,66,,ดาน,,村级暂无可靠中文标准名,ไผ่ขวาง,เมืองพิจิตร,พิจิตร,,,未匹配公开点位,155,194,349,125,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,66010205,660102,6601,66,,หาดสูง,,村级暂无可靠中文标准名,ไผ่ขวาง,เมืองพิจิตร,พิจิตร,,,未匹配公开点位,140,153,293,137,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,67010201,670102,6701,67,,วังโค้ง,,村级暂无可靠中文标准名,ตะเบาะ,เมืองเพชรบูรณ์,เพชรบูรณ์,16.3497676,101.2492894,历史点位匹配；上线前抽样复核,392,428,820,295,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,67010202,670102,6701,67,,ห้วยตูม,,村级暂无可靠中文标准名,ตะเบาะ,เมืองเพชรบูรณ์,เพชรบูรณ์,16.3419417,101.2629088,历史点位匹配；上线前抽样复核,287,306,593,226,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,67010203,670102,6701,67,,ตะเบาะน้อย,,村级暂无可靠中文标准名,ตะเบาะ,เมืองเพชรบูรณ์,เพชรบูรณ์,16.3318844,101.2089884,历史点位匹配；上线前抽样复核,334,354,688,274,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,67010204,670102,6701,67,,ตะเบาะ,,村级暂无可靠中文标准名,ตะเบาะ,เมืองเพชรบูรณ์,เพชรบูรณ์,16.3346692,101.2247904,历史点位匹配；上线前抽样复核,431,458,889,364,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,67010205,670102,6701,67,,ห้วยไคร้,,村级暂无可靠中文标准名,ตะเบาะ,เมืองเพชรบูรณ์,เพชรบูรณ์,16.3074106,101.2501371,历史点位匹配；上线前抽样复核,546,542,1088,314,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,70010202,700102,7001,70,,เจดีย์หัก,,村级暂无可靠中文标准名,เจดีย์หัก,เมืองราชบุรี,ราชบุรี,13.5477627,99.796524,历史点位匹配；上线前抽样复核,397,419,816,589,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,70010203,700102,7001,70,,อรัญญิก,,村级暂无可靠中文标准名,เจดีย์หัก,เมืองราชบุรี,ราชบุรี,13.5495886,99.7909852,历史点位匹配；上线前抽样复核,1769,2032,3801,1875,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,70010204,700102,7001,70,,หนองจอก,,村级暂无可靠中文标准名,เจดีย์หัก,เมืองราชบุรี,ราชบุรี,13.5676715,99.7910449,历史点位匹配；上线前抽样复核,438,456,894,337,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,70010205,700102,7001,70,,รางไม้แดง,,村级暂无可靠中文标准名,เจดีย์หัก,เมืองราชบุรี,ราชบุรี,,,未匹配公开点位,978,1031,2009,814,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,70010206,700102,7001,70,,ทุ่งปอ,,村级暂无可靠中文标准名,เจดีย์หัก,เมืองราชบุรี,ราชบุรี,13.556845,99.7836157,历史点位匹配；上线前抽样复核,548,607,1155,438,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,71010301,710103,7101,71,,ลิ้นช้าง,,村级暂无可靠中文标准名,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,14.0427064,99.5304478,历史点位匹配；上线前抽样复核,402,466,868,434,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,71010302,710103,7101,71,,เขาแหลม,,村级暂无可靠中文标准名,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,14.0146404,99.547052,历史点位匹配；上线前抽样复核,465,479,944,504,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,71010303,710103,7101,71,,ทุ่งนา,,村级暂无可靠中文标准名,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,14.0236177,99.5748551,历史点位匹配；上线前抽样复核,1814,1973,3787,2138,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,71010304,710103,7101,71,,วังสารภี,,村级暂无可靠中文标准名,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,14.0303432,99.5546032,历史点位匹配；上线前抽样复核,1487,1699,3186,1707,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,71010305,710103,7101,71,,หัวนา,,村级暂无可靠中文标准名,ปากแพรก,เมืองกาญจนบุรี,กาญจนบุรี,14.0376344,99.5286893,历史点位匹配；上线前抽样复核,829,982,1811,1244,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,72010201,720102,7201,72,,ค่ายเก่า,,村级暂无可靠中文标准名,รั้วใหญ่,เมืองสุพรรณบุรี,สุพรรณบุรี,14.4832568,100.090175,历史点位匹配；上线前抽样复核,1118,1309,2427,915,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,72010202,720102,7201,72,,สารภี,,村级暂无可靠中文标准名,รั้วใหญ่,เมืองสุพรรณบุรี,สุพรรณบุรี,,,未匹配公开点位,595,699,1294,444,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,72010203,720102,7201,72,,กุฎีทอง,,村级暂无可靠中文标准名,รั้วใหญ่,เมืองสุพรรณบุรี,สุพรรณบุรี,14.4419382,100.0875293,历史点位匹配；上线前抽样复核,1359,1556,2915,1754,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,72010204,720102,7201,72,,ท้ายสนามบิน,,村级暂无可靠中文标准名,รั้วใหญ่,เมืองสุพรรณบุรี,สุพรรณบุรี,14.4457766,100.0853835,历史点位匹配；上线前抽样复核,1546,1581,3127,1626,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,72010205,720102,7201,72,,คันคลอง,,村级暂无可靠中文标准名,รั้วใหญ่,เมืองสุพรรณบุรี,สุพรรณบุรี,14.4492862,100.112849,历史点位匹配；上线前抽样复核,443,536,979,504,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,73010201,730102,7301,73,,บางแขม,,村级暂无可靠中文标准名,บางแขม,เมืองนครปฐม,นครปฐม,13.7657199,100.0257233,历史点位匹配；上线前抽样复核,362,406,768,240,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,73010202,730102,7301,73,,บางคู,,村级暂无可靠中文标准名,บางแขม,เมืองนครปฐม,นครปฐม,13.7701782,100.0405421,历史点位匹配；上线前抽样复核,425,468,893,262,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,73010203,730102,7301,73,,บางทองหลาง,,村级暂无可靠中文标准名,บางแขม,เมืองนครปฐม,นครปฐม,13.7783904,100.0225346,历史点位匹配；上线前抽样复核,261,303,564,199,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,73010204,730102,7301,73,,บางแขม,,村级暂无可靠中文标准名,บางแขม,เมืองนครปฐม,นครปฐม,,,未匹配公开点位,413,472,885,364,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,73010205,730102,7301,73,,ดอนเสาเกียด,,村级暂无可靠中文标准名,บางแขม,เมืองนครปฐม,นครปฐม,13.7295222,100.0338891,历史点位匹配；上线前抽样复核,299,345,644,230,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,74010401,740104,7401,74,,ศาลเจ้าพ่อขุนโขน,,村级暂无可靠中文标准名,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,,,未匹配公开点位,393,407,800,251,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,74010402,740104,7401,74,,ท้ายวัดใหญ่,,村级暂无可靠中文标准名,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,13.4656058,100.1969425,历史点位匹配；上线前抽样复核,1090,1224,2314,1178,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,74010403,740104,7401,74,,คลองหลวง,,村级暂无可靠中文标准名,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,13.4973264,100.1804016,历史点位匹配；上线前抽样复核,730,773,1503,626,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,74010404,740104,7401,74,,ใหม่,,村级暂无可靠中文标准名,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,13.4960372,100.196588,历史点位匹配；上线前抽样复核,105,107,212,107,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,74010405,740104,7401,74,,ใหม่ท้องคุ้ง,,村级暂无可靠中文标准名,บ้านบ่อ,เมืองสมุทรสาคร,สมุทรสาคร,13.4836381,100.2071939,历史点位匹配；上线前抽样复核,350,422,772,280,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,75010201,750102,7501,75,,บางนางจีน,,村级暂无可靠中文标准名,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,13.4079377,99.9641559,历史点位匹配；上线前抽样复核,400,371,771,276,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,75010202,750102,7501,75,,โพงพาง,,村级暂无可靠中文标准名,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,13.4079588,99.9586145,历史点位匹配；上线前抽样复核,265,276,541,196,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,75010203,750102,7501,75,,นางพิมพ์,,村级暂无可靠中文标准名,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,13.4088148,99.971223,历史点位匹配；上线前抽样复核,438,424,862,309,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,75010204,750102,7501,75,,คลองบ่อ,,村级暂无可靠中文标准名,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,13.391723,99.9483916,历史点位匹配；上线前抽样复核,430,496,926,327,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,75010205,750102,7501,75,,คลองจั่น,,村级暂无可靠中文标准名,บางขันแตก,เมืองสมุทรสงคราม,สมุทรสงคราม,13.3742918,99.9479356,历史点位匹配；上线前抽样复核,328,363,691,226,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,76010301,760103,7601,76,,วัดใหม่,,村级暂无可靠中文标准名,บางจาน,เมืองเพชรบุรี,เพชรบุรี,,,未匹配公开点位,490,517,1007,353,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,76010302,760103,7601,76,,หนองเป็ดน้ำ,,村级暂无可靠中文标准名,บางจาน,เมืองเพชรบุรี,เพชรบุรี,13.1298741,100.0210535,历史点位匹配；上线前抽样复核,273,321,594,183,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,76010303,760103,7601,76,,วัดโลกา,,村级暂无可靠中文标准名,บางจาน,เมืองเพชรบุรี,เพชรบุรี,,,未匹配公开点位,230,236,466,184,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,76010304,760103,7601,76,,วัดท่าขวิด,,村级暂无可靠中文标准名,บางจาน,เมืองเพชรบุรี,เพชรบุรี,13.1239264,99.9934805,历史点位匹配；上线前抽样复核,127,135,262,97,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,76010305,760103,7601,76,,ศาลเจ้า,,村级暂无可靠中文标准名,บางจาน,เมืองเพชรบุรี,เพชรบุรี,13.1248163,99.9971741,历史点位匹配；上线前抽样复核,122,139,261,102,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,77010201,770102,7701,77,,หนองกก,,村级暂无可靠中文标准名,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.7637412,99.7938782,历史点位匹配；上线前抽样复核,372,396,768,269,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,77010202,770102,7701,77,,หนองหูช้าง,,村级暂无可靠中文标准名,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.8253141,99.7664083,历史点位匹配；上线前抽样复核,880,918,1798,1039,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,77010203,770102,7701,77,,หนองขาม,,村级暂无可靠中文标准名,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.7901201,99.7387754,历史点位匹配；上线前抽样复核,487,524,1011,488,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,77010204,770102,7701,77,,หนองบัว,,村级暂无可靠中文标准名,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.7773209,99.7616496,历史点位匹配；上线前抽样复核,1160,1313,2473,1135,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
TH,4,村,77010205,770102,7701,77,,ดอนทราย,,村级暂无可靠中文标准名,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.7836137,99.7754342,历史点位匹配；上线前抽样复核,1493,860,2353,1255,全国统一村界未公开；仅点位,2025-12,DOPA人口登记年度文件,GISTDA历史公开村庄点图层（匹配到现行村代码时使用）
