清单序号,酒店ID,清单酒店名称,携程详情酒店名称,Trip酒店ID,Trip酒店名称,房型ID,房型名称,床型,可住人数,面积,楼层,窗户,吸烟政策,房型设施,房型图片数,房型首图URL,房型图片URLs,入住日期,离店日期,来源URL,房型数据性质,采集方法,采集时间
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,331407262,One Bedroom Suite,1 King bed,2,95m²,Floor: 26-42,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 95m² | Floor: 26-42 | Has window | Non-smoking,37,https://aw-d.tripcdn.com/images/0200g1200097mmkla5F1D.jpg,https://aw-d.tripcdn.com/images/0200g1200097mmkla5F1D.jpg | https://aw-d.tripcdn.com/images/0205u1200097mm5mgB88F.jpg | https://aw-d.tripcdn.com/images/020071200092bqfof7111.jpg | https://aw-d.tripcdn.com/images/0204y1200092bqtpf0123.jpg | https://aw-d.tripcdn.com/images/0200t1200097mmnn4C9F9.jpg | https://aw-d.tripcdn.com/images/020021200092bqmi04C06.jpg | https://aw-d.tripcdn.com/images/0206j1200097mmnbeAD2B.jpg | https://aw-d.tripcdn.com/images/02272120009zqobz4A400.jpg | https://aw-d.tripcdn.com/images/0200p1200097mmpz78271.jpg | https://aw-d.tripcdn.com/images/020691200097mmfwq90FA.jpg | https://aw-d.tripcdn.com/images/0204c1200097mmrjqA715.jpg | https://aw-d.tripcdn.com/images/0580d12000sm4phj9B9DC.jpg | https://aw-d.tripcdn.com/images/0586c12000spazlm9AF76.jpg | https://aw-d.tripcdn.com/images/0585t12000speykyq116D.jpg | https://aw-d.tripcdn.com/images/0585k12000smx6oynDD5C.jpg | https://aw-d.tripcdn.com/images/1mc5m12000cl0oolk518B.jpg | https://aw-d.tripcdn.com/images/1mc5q12000cl0opsmF4DC.jpg | https://aw-d.tripcdn.com/images/1mc3v12000cl0oh801DAF.jpg | https://aw-d.tripcdn.com/images/1mc4t12000cl0oq0jFAB8.jpg | https://aw-d.tripcdn.com/images/1mc4l12000cl0okvfC481.jpg | https://aw-d.tripcdn.com/images/1mc4012000cl0oo3eC233.jpg | https://aw-d.tripcdn.com/images/1mc5l12000cl0ol3o85EF.jpg | https://aw-d.tripcdn.com/images/1mc6h12000cl0ool62B55.jpg | https://aw-d.tripcdn.com/images/1mc5h12000cl0okvh42A4.jpg | https://aw-d.tripcdn.com/images/1mc6412000cl0oerjBC84.jpg | https://aw-d.tripcdn.com/images/1mc5k12000cl0op0p9B6D.jpg | https://aw-d.tripcdn.com/images/1mc1n12000cl0ok2r573E.jpg | https://aw-d.tripcdn.com/images/1mc3512000cl0oqtwC03C.jpg | https://aw-d.tripcdn.com/images/1mc6912000cl0onqi16AC.jpg | https://aw-d.tripcdn.com/images/1mc6112000cl0onw5E136.jpg | https://aw-d.tripcdn.com/images/1mc6012000cl0onl03969.jpg | https://aw-d.tripcdn.com/images/1mc5u12000cl0ofqjFBF9.jpg | https://aw-d.tripcdn.com/images/1mc6g12000cl0ol3aA2DF.jpg | https://aw-d.tripcdn.com/images/1mc3812000cl0ok9d09A5.jpg | https://aw-d.tripcdn.com/images/1mc6o12000cl0oo3k3236.jpg | https://aw-d.tripcdn.com/images/1mc1g12000cl0ory9981A.jpg | https://aw-d.tripcdn.com/images/1mc6312000cl0ok322E9F.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,331407287,One Bedroom Deluxe Suite,1 King bed,2,115m²,Floor: 26-42,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 115m² | Floor: 26-42 | Has window | Non-smoking,22,https://aw-d.tripcdn.com/images/0202e1200092bqmci46C5.jpg,https://aw-d.tripcdn.com/images/0202e1200092bqmci46C5.jpg | https://aw-d.tripcdn.com/images/0200h1200092bqewiF6B2.jpg | https://aw-d.tripcdn.com/images/0200n1200092j8b2j4859.jpg | https://aw-d.tripcdn.com/images/020171200092bqdq106B1.jpg | https://aw-d.tripcdn.com/images/0204k1200092j8dvt8A52.jpg | https://aw-d.tripcdn.com/images/0201s1200092j8n9qDA0B.jpg | https://aw-d.tripcdn.com/images/0202b1200092j8jj12040.jpg | https://aw-d.tripcdn.com/images/0201o1200092j8n4t7160.jpg | https://aw-d.tripcdn.com/images/0200u1200092j8ruhB993.jpg | https://aw-d.tripcdn.com/images/0585e12000sn2u84yD36E.jpg | https://aw-d.tripcdn.com/images/0580d12000sh0j4daF6D8.jpg | https://aw-d.tripcdn.com/images/0580212000spazp92164C.jpg | https://aw-d.tripcdn.com/images/0582c12000sh13q1yF33C.jpg | https://aw-d.tripcdn.com/images/0583b12000spezxb402B5.jpg | https://aw-d.tripcdn.com/images/0582i12000skbxm2f8CA4.jpg | https://aw-d.tripcdn.com/images/0586l12000shdez1y4E8B.jpg | https://aw-d.tripcdn.com/images/0226g120009klbfjx6209.jpg | https://aw-d.tripcdn.com/images/0581z12000sjzeie9E157.jpg | https://aw-d.tripcdn.com/images/0584912000speydp79943.jpg | https://aw-d.tripcdn.com/images/0585p12000spezyfm23A9.jpg | https://aw-d.tripcdn.com/images/0583k12000spaztni78C1.jpg | https://aw-d.tripcdn.com/images/0584412000sp9iqrw5A47.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,331407319,Two Bedroom Suite,1 King bed and 1 Queen bed,4,135m²,Floor: 26-42,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Shower | 135m² | Floor: 26-42 | Has window | Non-smoking,41,https://aw-d.tripcdn.com/images/0203m1200092bqrts4C5B.jpg,https://aw-d.tripcdn.com/images/0203m1200092bqrts4C5B.jpg | https://aw-d.tripcdn.com/images/020241200092bqzco3CCD.jpg | https://aw-d.tripcdn.com/images/0201k1200092bqp5qDAC7.jpg | https://aw-d.tripcdn.com/images/020571200092j8p2wE1C3.jpg | https://aw-d.tripcdn.com/images/0206h1200092j92357C8F.jpg | https://aw-d.tripcdn.com/images/0204u1200092j8owgDFFE.jpg | https://aw-d.tripcdn.com/images/0204k1200092j8tfi9FC9.jpg | https://aw-d.tripcdn.com/images/0202z1200092j93kiC6BA.jpg | https://aw-d.tripcdn.com/images/0201j1200092bqexvCB59.jpg | https://aw-d.tripcdn.com/images/020081200092j8siq712E.jpg | https://aw-d.tripcdn.com/images/0206b1200092j92nk740B.jpg | https://aw-d.tripcdn.com/images/1mc4812000cl18vyd728E.jpg | https://aw-d.tripcdn.com/images/1mc1r12000cl18ter26DA.jpg | https://aw-d.tripcdn.com/images/1mc4v12000cl191ckB5D9.jpg | https://aw-d.tripcdn.com/images/1mc4612000cl18sot02DA.jpg | https://aw-d.tripcdn.com/images/1mc3l12000cl190wy349A.jpg | https://aw-d.tripcdn.com/images/1mc6912000cl18tfx7980.jpg | https://aw-d.tripcdn.com/images/1mc5t12000cl1914t1BBD.jpg | https://aw-d.tripcdn.com/images/1mc1d12000cl18vjp1342.jpg | https://aw-d.tripcdn.com/images/1mc4k12000cl18xsj6CEF.jpg | https://aw-d.tripcdn.com/images/1mc5a12000cl18tej623E.jpg | https://aw-d.tripcdn.com/images/1mc7112000cl18te79D28.jpg | https://aw-d.tripcdn.com/images/1mc0412000cl18rpgA191.jpg | https://aw-d.tripcdn.com/images/1mc5r12000cl191clE2BE.jpg | https://aw-d.tripcdn.com/images/1mc4t12000cl18r6e3317.jpg | https://aw-d.tripcdn.com/images/1mc1q12000cl18teaEA7D.jpg | https://aw-d.tripcdn.com/images/1mc6y12000cl18y7r83A3.jpg | https://aw-d.tripcdn.com/images/1mc6612000cl18tek9DF7.jpg | https://aw-d.tripcdn.com/images/1mc2312000cl18xf1EA67.jpg | https://aw-d.tripcdn.com/images/1mc5m12000cl18xes5A0F.jpg | https://aw-d.tripcdn.com/images/1mc1i12000cl18son38C8.jpg | https://aw-d.tripcdn.com/images/1mc5212000cl18vxj84FB.jpg | https://aw-d.tripcdn.com/images/1mc6912000cl190x412BC.jpg | https://aw-d.tripcdn.com/images/1mc3q12000cl190jqD1DA.jpg | https://aw-d.tripcdn.com/images/1mc0812000cl190ke10FF.jpg | https://aw-d.tripcdn.com/images/1mc6q12000cl18r0f6C50.jpg | https://aw-d.tripcdn.com/images/1mc1t12000cl190wuBA57.jpg | https://aw-d.tripcdn.com/images/1mc1d12000cl191d6A636.jpg | https://aw-d.tripcdn.com/images/1mc2h12000cl18sq198D0.jpg | https://aw-d.tripcdn.com/images/1mc4712000cl18spa0BEC.jpg | https://aw-d.tripcdn.com/images/1mc6t12000cl18soj89F3.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,331407359,Two Bedroom Executive Suite,1 King bed and 1 Queen bed,4,160m²,Floor: 26-42,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Microwave | Toothbrushes | 160m² | Floor: 26-42 | Has window | Non-smoking,47,https://aw-d.tripcdn.com/images/0202r1200092j9h5cD4AD.jpg,https://aw-d.tripcdn.com/images/0202r1200092j9h5cD4AD.jpg | https://aw-d.tripcdn.com/images/0203e1200092br1st3F02.jpg | https://aw-d.tripcdn.com/images/0200s1200092br1t61E17.jpg | https://aw-d.tripcdn.com/images/0202e1200092br86r0E21.jpg | https://aw-d.tripcdn.com/images/0202x1200092j90k1E2AF.jpg | https://aw-d.tripcdn.com/images/0205w1200092j9625E065.jpg | https://aw-d.tripcdn.com/images/0201p1200092j9u61C67F.jpg | https://aw-d.tripcdn.com/images/0203v1200092j8y8y85EA.jpg | https://aw-d.tripcdn.com/images/0200x1200092j96m5A2E8.jpg | https://aw-d.tripcdn.com/images/020511200092j9gjpCC17.jpg | https://aw-d.tripcdn.com/images/0585z12000sm4zlizE916.jpg | https://aw-d.tripcdn.com/images/0584w12000spb36ob1CFD.jpg | https://aw-d.tripcdn.com/images/0583x12000sjwg5tyD136.jpg | https://aw-d.tripcdn.com/images/0580212000sp5j7zwB715.jpg | https://aw-d.tripcdn.com/images/1mc2212000cl0l85mF35A.jpg | https://aw-d.tripcdn.com/images/1mc3e12000cl0ksx89737.jpg | https://aw-d.tripcdn.com/images/1mc4m12000cl0l8w15FEC.jpg | https://aw-d.tripcdn.com/images/1mc1t12000cl0l2308D34.jpg | https://aw-d.tripcdn.com/images/1mc3v12000cl0kzwwEEC7.jpg | https://aw-d.tripcdn.com/images/1mc3q12000cl0lcrk2B6A.jpg | https://aw-d.tripcdn.com/images/1mc5k12000cl0kdnu6938.jpg | https://aw-d.tripcdn.com/images/1mc1212000cl0kg4vF9EC.jpg | https://aw-d.tripcdn.com/images/1mc1f12000cl0kgav08EB.jpg | https://aw-d.tripcdn.com/images/1mc0112000cl0l22vA884.jpg | https://aw-d.tripcdn.com/images/1mc2812000cl0l48l2617.jpg | https://aw-d.tripcdn.com/images/1mc4v12000cl0l0bbE875.jpg | https://aw-d.tripcdn.com/images/1mc0812000cl0kduv8B44.jpg | https://aw-d.tripcdn.com/images/1mc6i12000cl0l5qx23AF.jpg | https://aw-d.tripcdn.com/images/1mc1512000cl0kcg93188.jpg | https://aw-d.tripcdn.com/images/1mc2n12000cl0kcuw2CE1.jpg | https://aw-d.tripcdn.com/images/1mc6q12000cl0kc9098B3.jpg | https://aw-d.tripcdn.com/images/1mc0v12000cl0kcurB8F3.jpg | https://aw-d.tripcdn.com/images/1mc6112000cl0l13f44AA.jpg | https://aw-d.tripcdn.com/images/1mc2i12000cl0kvg40B32.jpg | https://aw-d.tripcdn.com/images/1mc5k12000cl0kk4zFC43.jpg | https://aw-d.tripcdn.com/images/1mc5d12000cl0l2lz53DC.jpg | https://aw-d.tripcdn.com/images/1mc0612000cl0kjjtC3EE.jpg | https://aw-d.tripcdn.com/images/1mc3e12000cl0kl939543.jpg | https://aw-d.tripcdn.com/images/1mc1u12000cl0l2m70DEB.jpg | https://aw-d.tripcdn.com/images/1mc2312000cl0kqpv110C.jpg | https://aw-d.tripcdn.com/images/1mc0712000cl0kp7e5E9F.jpg | https://aw-d.tripcdn.com/images/1mc4012000cl0ko0xC402.jpg | https://aw-d.tripcdn.com/images/1mc1412000cl0ki0q16B9.jpg | https://aw-d.tripcdn.com/images/1mc0i12000cl0ksi48F7E.jpg | https://aw-d.tripcdn.com/images/1mc1712000cl0kqpu463C.jpg | https://aw-d.tripcdn.com/images/1mc1b12000cl0l1iqA32D.jpg | https://aw-d.tripcdn.com/images/1mc4s12000cl0lbsb5009.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,430152997,Executive Deluxe Twin,2 Single bed,2,80m²,Floor: 26-42,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Microwave | 80m² | Floor: 26-42 | Has window | Non-smoking,8,https://aw-d.tripcdn.com/images/1mc2712000asopzce9684.jpg,https://aw-d.tripcdn.com/images/1mc2712000asopzce9684.jpg | https://aw-d.tripcdn.com/images/1mc1912000asopxfp909A.jpg | https://aw-d.tripcdn.com/images/1mc5s12000asoq31s1FBA.jpg | https://aw-d.tripcdn.com/images/1mc0w12000asoq5hw0738.jpg | https://aw-d.tripcdn.com/images/1mc1c12000asoq0jv0977.jpg | https://aw-d.tripcdn.com/images/1mc0h12000az3p1gy3CED.jpg | https://aw-d.tripcdn.com/images/1mc1812000az3p42m23CB.jpg | https://aw-d.tripcdn.com/images/0580l12000sp9k6954FAB.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,430153290,Grand Deluxe Twin,2 Single bed,2,65m²,Floor: 26-42,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Microwave | 65m² | Floor: 26-42 | Has window | Non-smoking,13,https://aw-d.tripcdn.com/images/1mc2e12000asoqjjlCE40.jpg,https://aw-d.tripcdn.com/images/1mc2e12000asoqjjlCE40.jpg | https://aw-d.tripcdn.com/images/1mc2b12000asoqkxq6BED.jpg | https://aw-d.tripcdn.com/images/1mc3e12000asoqjvr38D2.jpg | https://aw-d.tripcdn.com/images/1mc2212000asoqir55444.jpg | https://aw-d.tripcdn.com/images/1mc0412000asoqil4A8E9.jpg | https://aw-d.tripcdn.com/images/1mc1912000asoqkdx3A68.jpg | https://aw-d.tripcdn.com/images/1mc1312000asoq3epDFE6.jpg | https://aw-d.tripcdn.com/images/1mc0x12000az3r5bp9F47.jpg | https://aw-d.tripcdn.com/images/1mc5a12000az3r83gBBF0.jpg | https://aw-d.tripcdn.com/images/0586a12000sp9icgtC44B.jpg | https://aw-d.tripcdn.com/images/0586c12000sndh2wsFCD2.jpg | https://aw-d.tripcdn.com/images/0583q12000sp9k30a6FB5.jpg | https://aw-d.tripcdn.com/images/0580i12000smnvq042521.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,476940039,Three Bedroom Premier Suite,2 King bed and 2 Single bed,6,200m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Refrigerator | Toothbrushes | Private toilet | 200m² | Has window | Non-smoking,10,https://aw-d.tripcdn.com/images/0586a12000srmwobh2DEC.jpg,https://aw-d.tripcdn.com/images/0586a12000srmwobh2DEC.jpg | https://aw-d.tripcdn.com/images/1mc0812000d70exse1280.jpg | https://aw-d.tripcdn.com/images/1mc0l12000d70eaa369F8.jpg | https://aw-d.tripcdn.com/images/1mc0c12000d70eu526FFC.jpg | https://aw-d.tripcdn.com/images/1mc4k12000d70exyh9B91.jpg | https://aw-d.tripcdn.com/images/1mc6s12000d70eaa0DA44.jpg | https://aw-d.tripcdn.com/images/1mc5j12000d70f7p4A960.jpg | https://aw-d.tripcdn.com/images/1mc4c12000d70evpu6949.jpg | https://aw-d.tripcdn.com/images/1mc0c12000d70etrw7246.jpg | https://aw-d.tripcdn.com/images/1mc0y12000d70fds59FA7.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
741,996640,曼谷尊贵比左特尔酒店,察殿恩博利豪华酒店(Emporium Suites by Chatrium),996640,Emporium Suites by Chatrium,572433124,Grand Deluxe Room,1 King bed or 2 Single bed,2,65m²,,Fixed window,Non-smoking,Vanity mirror in bathroom | Bathrobes | Hair dryer | 65m² | Fixed window | Non-smoking,3,https://aw-d.tripcdn.com/images/1mc1i12000smdvib3F40D.jpg,https://aw-d.tripcdn.com/images/1mc1i12000smdvib3F40D.jpg | https://aw-d.tripcdn.com/images/0580a12000sng74d92375.jpg | https://aw-d.tripcdn.com/images/0581r12000socfivy8F0A.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-996640/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:23
742,3066067,曼谷尊贵比左特尔酒店,曼谷文思酒店(Hotel Once Bangkok),3066067,Hotel Once Bangkok,17317240,Executive Jacuzzi Room,1 King bed,2,40m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 40m² | Has window | Non-smoking | Free Wi-Fi,8,https://aw-d.tripcdn.com/images/20080m000000dh2pdF8E3.jpg,https://aw-d.tripcdn.com/images/20080m000000dh2pdF8E3.jpg | https://aw-d.tripcdn.com/images/220k0u000000jeypbB981.jpg | https://aw-d.tripcdn.com/images/220h0u000000jcct2C418.jpg | https://aw-d.tripcdn.com/images/20070m000000dx2l6C08C.jpg | https://aw-d.tripcdn.com/images/0580t12000skgax5817FE.jpg | https://aw-d.tripcdn.com/images/0581t12000skj14hoDB5B.jpg | https://aw-d.tripcdn.com/images/0221t12000akvqqqm93AA.jpg | https://aw-d.tripcdn.com/images/0585q12000sp4wgqd7F49.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-3066067/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:27
742,3066067,曼谷尊贵比左特尔酒店,曼谷文思酒店(Hotel Once Bangkok),3066067,Hotel Once Bangkok,266644781,Deluxe King Room,1 King bed,2,40m²,,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 40m² | Has window | Non-smoking | Free Wi-Fi,15,https://aw-d.tripcdn.com/images/1mc0u12000n5o2oar1383.jpg,https://aw-d.tripcdn.com/images/1mc0u12000n5o2oar1383.jpg | https://aw-d.tripcdn.com/images/1mc6f12000n5p8d6r00F8.jpg | https://aw-d.tripcdn.com/images/220s0u000000jhnt64013.jpg | https://aw-d.tripcdn.com/images/220v0u000000jltyjD22D.jpg | https://aw-d.tripcdn.com/images/220a0u000000jc3sb80DE.jpg | https://aw-d.tripcdn.com/images/0582x12000sph6llvD23D.jpg | https://aw-d.tripcdn.com/images/0585g12000sn1hq6e0E15.jpg | https://aw-d.tripcdn.com/images/0582a12000sphghmfEB81.jpg | https://aw-d.tripcdn.com/images/0580a12000smq0t0o271D.jpg | https://aw-d.tripcdn.com/images/0584e12000sgwfyzxDBB6.jpg | https://aw-d.tripcdn.com/images/0582012000sh6b8gt67BE.jpg | https://aw-d.tripcdn.com/images/0586112000sk2xhqs84D3.jpg | https://aw-d.tripcdn.com/images/0582512000sp5bars1A62.jpg | https://aw-d.tripcdn.com/images/0585d12000sp904rcB842.jpg | https://aw-d.tripcdn.com/images/0586s12000solwuim523E.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-3066067/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:27
742,3066067,曼谷尊贵比左特尔酒店,曼谷文思酒店(Hotel Once Bangkok),3066067,Hotel Once Bangkok,266644820,Deluxe Twin Room,2 Single bed,2,40m²,Floor: 3,Has window,Non-smoking,Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 40m² | Floor: 3 | Has window | Non-smoking | Free Wi-Fi,19,https://aw-d.tripcdn.com/images/220i0u000000j9lp46872.jpg,https://aw-d.tripcdn.com/images/220i0u000000j9lp46872.jpg | https://aw-d.tripcdn.com/images/220112000000s1yir5F25.jpg | https://aw-d.tripcdn.com/images/0586d12000spz03na2AFD.jpg | https://aw-d.tripcdn.com/images/0580j12000smkef11F423.jpg | https://aw-d.tripcdn.com/images/020521200093mzdfm501C.jpg | https://aw-d.tripcdn.com/images/0586612000sphh4j06FE8.jpg | https://aw-d.tripcdn.com/images/0584e12000sgwfyzxDBB6.jpg | https://aw-d.tripcdn.com/images/0582012000sh6b8gt67BE.jpg | https://aw-d.tripcdn.com/images/0582x12000sph6llvD23D.jpg | https://aw-d.tripcdn.com/images/0585d12000sp904rcB842.jpg | https://aw-d.tripcdn.com/images/0580a12000smq0t0o271D.jpg | https://aw-d.tripcdn.com/images/1mc4k12000n5o0bu5AF95.jpg | https://aw-d.tripcdn.com/images/1mc2812000n5o0ofh3EDF.jpg | https://aw-d.tripcdn.com/images/1mc3s12000n5o0p0fBC30.jpg | https://aw-d.tripcdn.com/images/1mc3w12000n5o0qqrE77B.jpg | https://aw-d.tripcdn.com/images/1mc0l12000n5o0ujoD2CF.jpg | https://aw-d.tripcdn.com/images/1mc4m12000n5o0lys18E9.jpg | https://aw-d.tripcdn.com/images/1mc4p12000n5o0p0x748E.jpg | https://aw-d.tripcdn.com/images/1mc3r12000n5o0lz7E2FB.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-3066067/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:27
742,3066067,曼谷尊贵比左特尔酒店,曼谷文思酒店(Hotel Once Bangkok),3066067,Hotel Once Bangkok,266644986,Executive King Studio,1 King bed,2,50m²,"Floor: 2,5,7",Has window,Non-smoking,"Air conditioning | Private bathroom | Bathtub | Refrigerator | Minibar | 50m² | Floor: 2,5,7 | Has window | Non-smoking | Free Wi-Fi",21,https://aw-d.tripcdn.com/images/22090u000000jd6r79943.jpg,https://aw-d.tripcdn.com/images/22090u000000jd6r79943.jpg | https://aw-d.tripcdn.com/images/220j0u000000jaapi303B.jpg | https://aw-d.tripcdn.com/images/22090u000000jd6r80AF0.jpg | https://aw-d.tripcdn.com/images/220v0u000000jltykE24E.jpg | https://aw-d.tripcdn.com/images/220o0u000000j9mif50E1.jpg | https://aw-d.tripcdn.com/images/0580a12000smq0t0o271D.jpg | https://aw-d.tripcdn.com/images/0581z12000smbtd9n66AE.jpg | https://aw-d.tripcdn.com/images/0581x12000sph65un5AA0.jpg | https://aw-d.tripcdn.com/images/0580y12000sneisi7777D.jpg | https://aw-d.tripcdn.com/images/0580712000sm4o9ci8BE9.jpg | https://aw-d.tripcdn.com/images/0585i12000sgvz2yr5FCA.jpg | https://aw-d.tripcdn.com/images/0586y12000spe0noq9037.jpg | https://aw-d.tripcdn.com/images/0586g12000sph6k6j0A98.jpg | https://aw-d.tripcdn.com/images/0582112000spe1hdn8396.jpg | https://aw-d.tripcdn.com/images/0585812000spe1opl1783.jpg | https://aw-d.tripcdn.com/images/0584m12000sh6bejw43A5.jpg | https://aw-d.tripcdn.com/images/0585g12000sn1hq6e0E15.jpg | https://aw-d.tripcdn.com/images/0585012000sp9k0d97A26.jpg | https://aw-d.tripcdn.com/images/0580x12000sp9k64q9C2F.jpg | https://aw-d.tripcdn.com/images/0584m12000sp92dyz6F62.jpg | https://aw-d.tripcdn.com/images/0224j120009zqnu926DF5.jpg,2026-09-28,2026-09-29,https://us.trip.com/hotels/bangkok-hotel-detail-3066067/hotel/?locale=en-US&checkin=2026-09-28&checkout=2026-09-29&adult=2&children=0&crn=1&curr=USD,Trip.com公开房型目录（非实时可售/非报价）,Next.js内嵌physicRoomMap,2026-09-06 19:21:27
