行政区,POI业务类型,POI名称,POI细分类型,地理位置描述,游客需求场景,名称直接命中帖子数（非热度）,来源阶段,证据URL,证据内容,重要口径
乌当区,住宿酒店,香纸沟纸忆民宿,景区民宿,乌当区香纸沟景区内、白水河,山间短住/烧烤玩水、听白噪音与看星星,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a7d21210000000021020fc9?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：香纸沟纸忆民宿开业啦
正文：[种草R]价格：普通房型399；套房499
[星R]位置：贵阳市乌当区香纸沟景区内，白水河
[樱花R]设施：全是香纸沟景区内比较好的，用的国内一线品牌卫浴，套房有浴缸，智能马桶，品牌床垫，一楼有餐厅。
[加一R]服务：老板人很好，也是壹号营地的老板，可在壹号营地烧烤，玩水，这边过夜。
[太阳R]推荐理由：喝多不想回贵阳，去住；想去山里躲两天清净，去住；爱听白噪音，看星星，去住。
#民宿[话题]# #民宿推荐[话题]# #避暑好地方[话题]# #风景里的民宿[话题]# #设计感超强的民宿[话题]# #贵阳[话题]# #贵阳探店[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
乌当区,住宿酒店,马陇别苑,私汤住宿,乌当区，导航“马陇别苑”到达,亲子玩水/闺蜜聚会与私汤住宿,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/69401c10000000001f008bad?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳周边  一场极致放松的旅程♨️
正文：冬天到了一直计划泡个温泉让身体放松一下，公共泡池又难免有点儿不放心，尤其带着孩子，寻觅了很久，终于找到了这家离市区比较近的私汤。当天泡的时候又下起了淅淅沥沥的小雨，听着雨声和泉水声交织在一起，身心都到了放松。周末不想去太远，可以试试这里。
🎈地址就在乌当区，大家搜马陇别苑即可。
🎈泡池当场给消毒，一泡一消毒，相对放心一些。适合带着孩子去玩水，或者闺蜜聚会。
🎈有儿童游乐场，不过要坐摆渡车。
🎈停车比较方便，有对应的停车场，上楼梯就是房间。
🎈可以选择自己带吃的或者点外卖都行，点外卖非常方便，直接送到房间。酒店也可以点餐，不过看着没啥食欲，就没有尝试。
#适合放松的地方[话题]# #心灵放松之旅[话题]# #休闲度假圣地[话题]# #休闲度假好去处[话题]# #小众避世酒店[话题]# #小众度假好去处[话题]# #放松生活的一种方式[话题]# #休息好去处[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
乌当区,交通服务,贵阳东站,铁路客运站,贵阳东站出站区域，可乘公交前往北京路,高铁抵离/打车困难时改乘公交,2,20260904_第一阶段,"https://www.xiaohongshu.com/explore/688c8de30000000022020237?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a6433890000000011018e5f?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：#贵阳东站 『这里的网约车有点难』
正文：⚠️宝子们，要是去贵阳东坐车一定要预留多半个小时，因为好塞车❗❗❗
[微笑R]到贵阳东时是晚上9点，打网约车没人接单，好在有公交直接到北京路。
[汗颜R]离开贵阳东时是下午4点多，网约车进站时离1多公里时开始堵车，下了车又绕了一大圈进站，下网约车时好多人在等车，太阳大大的，车车少少的。
[吃瓜R]听师傅说网约车等车过了半小时要交停车费，堵车都能堵个半小时，更没车愿意来了，实实在在的：进不来出不去。
贵阳已经是一个大大的旅游城市了，希望把游客的第一站放在心上[红色心形R]

「2」
标题：贵阳东打不到车就坐公交吧
正文：贵阳东真的打不到车…
直接坐公交还快些，有指示牌，很清晰
我目的地导航是需要乘坐276延安西方向
公交车没有写哪一路，但是显示延安西方向
现场有服务人员，不确定的话可以直接询问
周六中午到，人不算多，
公交车满了下一辆马上就来了蛮快的
#贵阳东站[话题]# #贵阳旅游[话题]# #出行交通方式[话题]# #贵阳东交通攻略[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,景点观光,东山寺,古寺遗址与城市观景高地,云岩区栖霞路东山山体公园,古寺遗址参观/登高看日落与蓝调夜景,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a708f25000000003400e8d6?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳攻略‑东山寺
正文：我和我看到的世界｜贵阳篇第三篇：东山寺

🌇残碑望一城烟火｜栖霞山上的六百年余韵
从阳明祠缓步向东，七百余米老城小路，便抵达栖霞岭东山寺。避开喧闹人流，走一条本地人私藏的登山步道，于残垣石阶之间，读懂贵阳藏在山巅的旧时光。这里无需门票，古寺盛景早已远去，却留一整座山城落日，温柔赠予登高之人。

📍地址：贵阳市云岩区栖霞路东山山体公园
🎫门票：免费，无需预约
📜一分钟读懂东山寺
▫️贵阳旧八景之首
古寺始建于明洪武年间，旧时称作“东山胜概”。岁月更迭，古建大多湮灭，只余下青苔石阶、崖间摩崖石刻静静伫立。巨型狂草“龙”字与黔灵山“虎”字遥遥相对，镌刻着明清文人留在崖壁上的心事。残碑不语，是时光留给老城的印记。
▫️登高望见整座贵阳
拾级而上登顶，360°开阔视野铺展开来。南明河蜿蜒穿城，甲秀楼隐在楼宇之间，旧城区青瓦与现代高楼层层相依。昔日朱德、陈毅登临此地，写下“四面环山成层海，河水清清绕市来”，山河景致，至今未改。
📸三处小众文艺机位
🌿摩崖石刻古道
栖霞路原生石阶上山，岩壁布满历代题刻，青苔覆石，树影斑驳。慢走抓拍登山背影，不用刻意摆拍，自带沉静故事感。

🏯古寺红廊剪影
寺院回廊红墙飞檐，黄昏逆光穿过檐角。倚栏望向远方城市，落日余光落在墙面，清冷又治愈。

🌆山顶观景台
等一场橘色晚霞洒落全城。老城屋脊、摩天楼宇、远山层叠尽收眼底，夕阳下沉后，城市灯火次第亮起，山城独有的浪漫在此定格。

💡文化干货｜朋友圈谈资
▪️建议串联路线：阳明祠步行至东山寺，下山可去往文昌阁，一条老城人文漫游线。
▪️东山没有喧嚣香火，不必匆忙朝拜。上山吹风，看落日漫过街巷，便是最好的停留。
▪️崖壁题刻藏着诸多往事，“忍耐”“一览众山小”寥寥数字，藏着古人的处世心境。

⚠️实用贴士
▪️最佳到访时段：傍晚四点半至七点，等候日落与蓝调夜景
▪️下山可选择蟠桃宫步道，坡度平缓，路线不同，风景别样

我们奔赴山巅，不只为一场绝美日落。
是站在六百年古寺遗址之上，看历史余痕与人间烟火，温柔相拥。

#贵阳东山寺[话题]# #贵阳小众打卡[话题]# #贵阳citywalk[话题]# #贵阳老城漫游[话题]# #贵州人文旅行[话题]# #贵州旅游攻略[话题]# #贵阳旅游[话题]##howto反向旅游[话题]# #贵州旅游[话题]# #贵州[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,景点观光,大觉精舍,民国院落与钱币博物馆,云岩区电台街,古建筑参观/木构阁楼与回廊光影摄影,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a984784000000002802f18c?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳|云岩区电台街太好拍了
正文：📌导航：云岩区电台街

📸拍照打卡点位
▪️大觉精舍（华家阁楼）P7P8P9P10
免费进入！民国老院落，🪵木构阁楼、回廊光影巨出片，人少安静，古建筑氛围感一绝，里面还有钱币博物馆，周一闭馆别跑空。我们去的时候还有拍婚纱照的",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,景点观光,弘福寺,山中寺庙,黔灵山公园游线内，动物园与南门之间,寺庙参观/结合黔灵山徒步路线,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a7b1d3e0000000008011139?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：本地人的黔灵山攻略，不白来看这里
正文：3️⃣弘福寺
从动物园过来大概40分钟，一路的猴子🐒也挺多，门票两元，寺庙不大，逛完不需要太多时间",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,景点观光,文昌阁,明代九角攒尖顶阁楼,省人民医院站A口步行约800米,古建筑参观/与东山寺同框摄影,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/699aca0c00000000150320e4?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：文昌阁 | 打卡与东山寺的“古古同框”
正文：文昌阁，贵阳城里名不见经传的一个小景点
Ta，既是甲秀楼的“姐姐”（文昌阁始建于1596年，较甲秀楼早2年）
也是贵阳“九门四阁”中的幸存者
和旁边的【武胜门】（或“老东门”）一起
成为贵阳古城墙的唯一“遗迹”

当你站在不高的城墙之上
东山寺恰如其分的出现在文昌阁身后
虽然东山寺为现在新建的仿古建筑
但这种“古古同框”的巧合
只有在文昌阁和甲秀楼两处能看到
（详见我个人主页中甲秀楼的内容）

来这里看什么❓
[一R]全国唯一的三层 三重檐 九角攒尖顶阁楼
全国各地的阁楼数不胜数
但奇数角的阁楼，国内仅贵阳文昌阁一例
更罕见的是，贵阳文昌阁九个角的夹角度数不一
正面3角的夹角为30度
而其余6个角的夹角为45度

[二R]贵阳的“古古同框”
站在贵阳老东门（武胜门）之上
近处为文昌阁，远处为东山寺
一次性打卡文昌阁和东山寺的“古古同框”

[三R]在城墙上滑滑梯【专属老贵阳人的回忆】
在城墙上滑滑梯，虽不是贵阳独有
但对不少老贵阳来说，是小时候的回忆

[四R]路边音乐会【贵阳的青春与活力】
2023年，“贵阳路边音乐会”的诞生
让贵阳变成了一座“爱乐之城”
每逢周六晚上，音乐会都会如期举办
文昌阁旁的城墙下，正好是一个会场
不妨过来看看？凑个热闹

如何抵达❓
🚇2号线 省人民医院站 A口出站，再步行800米左右即可到达
或乘坐公交🚌抵达文昌阁站 / 中山东路站

开放时间🕒
09:00-18:00（每逢周一闭馆）
【免费开放，无需门票】

注：部分图片拍摄于2024年7月，文昌阁尚未修缮前
#贵阳[话题]# #贵阳旅游[话题]# #古建筑摄影[话题]# #文昌阁[话题]# #贵阳文昌阁[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,景点观光,电台街,老城文艺街巷,云岩区电台街主巷,老城漫步/咖啡文创与街巷摄影,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a984784000000002802f18c?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳|云岩区电台街太好拍了
正文：▪️电台街主巷
青砖老墙、门头招牌、路边绿植，随便站着抓拍，复古韩系胶片感，下午5‑6点的柔和光线最好看。

▪️巷内小店门口
各家咖啡馆、文创杂货铺门头，不用刻意摆拍，路过随手拍就很好看。

💁🏼♀️🌟整条街很短，也就三百米，不用赶路，慢慢晃就好。一边是老贵阳民居，一边扎堆咖啡店、👋🏾手作小店，市井烟火混着🍃文艺气息。不用特意打卡每一家店，走走停停，累了找家小店坐会儿喝咖啡☕️。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,景点观光,黔灵山公园,城市森林公园,地铁3号线黔灵山公园站出站即南门,看野生猕猴/登山、游湖与避暑,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a7827340000000006004573?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳黔灵山真实无滤镜｜下午3点逛完整体验

来贵阳必打卡的城市森林公园，给大家
正文：贵阳黔灵山真实无滤镜｜下午3点逛完整体验

来贵阳必打卡的城市森林公园，给大家一份接地气实况攻略🌿

📍基础信息
门票免费，小程序贵客荟提前预约，现场基本不查码，直接入园很省事
地铁3号线直达黔灵山公园站，出站就是南门，交通巨方便，门口沿路全是本地小吃摊

🐒下午3点猴子实况
这个时间段猴群活跃度拉满，山道随处能撞见成群野生猕猴，拍照氛围感直接拉满
⚠️重点安全提醒：当天亲眼看见游客被猴子抓伤，120急救车都进园区了！
不要手提塑料袋、零食外露，别伸手投喂、不要近距离逗小猴，猴子抢东西速度很快，一定要保持距离

🏞园内风景
黔灵湖湖水静谧，石拱桥倒映湖面，满山翠绿森林，避暑体感超舒服，全程树荫不暴晒
路线建议：南门入园沿湖边平路走，不用硬爬山，轻松看湖看猴，省力又出片

📌游玩碎碎念

1. 下午入园游客超级多，观景步道、猴群集中路段全程人挤人，想安静拍照建议早一点来

2. 不想爬山可以买单程索道上山，徒步下山顺路看猴子，全程下坡不累

3. 门口小吃种类丰富，脆哨、烤豆腐、冰粉都有，逛完顺路吃一顿本地小吃刚刚好

整体体验很值得，城市里的天然氧吧，既能看野生猕猴又能散步放空，来贵阳可以安排上！

#贵阳旅游[话题]# #黔灵山公园[话题]# #贵阳避暑好去处[话题]# #贵阳游玩避雷[话题]# #黔灵山猴子注意事项[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,251 Coffee&Blend,咖啡馆,中山东路58号1楼,咖啡打卡/尝试解构瑰夏与白粥特调,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a8aaa87000000002202c808?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：在贵阳‼️24小时6家17杯咖啡💥拿下三巨头
正文：6️⃣251 Coffee&Blend
📍贵阳云岩区中山东路58号1楼
📝解构瑰夏、白粥",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,Combos,咖啡馆,富水中路104号东楼1层,咖啡打卡/SOE一豆三喝,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a8aaa87000000002202c808?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：在贵阳‼️24小时6家17杯咖啡💥拿下三巨头
正文：5️⃣ Combos
📍贵阳云岩区富水中路104号东楼1层
📝SOE🫘一豆三喝",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,一烙锅（盐务街店）,贵州烙锅店,云岩区盐务街5号,老城正餐或夜宵/板筋、洋芋粑、五花肉与糊辣椒蘸水,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a9950ac000000002b011863?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳“宵夜”烙锅烤串选哪家不踩雷？
正文：贵阳烙锅推荐：一烙锅（盐务街总店）30年非遗，慢烙不飙油，适合新手，必点板筋、洋芋粑",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,一烙锅（盐务街老店）,贵州烙锅店,云岩区盐务街,贵阳夜宵/烙锅、洋芋粑与爆浆小豆腐,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a62318a0000000010025d5a?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：来贵阳觅食别瞎逛！老牌烙锅认准这家老店
本地人反复打卡的烟火美味，照着点绝不踩雷
正文：来贵阳觅食别瞎逛！老牌烙锅认准这家老店
本地人反复打卡的烟火美味，照着点绝不踩雷✅
📍一烙锅（盐务街老店）
秘制糊辣椒干碟香气十足，裹上烤肉直接香到上头
📋必点菜品清单
▪️牛肉：烤制之后鲜嫩多汁，香辣入味超解馋
▪️爆浆小豆腐：外皮煎至微焦，内里嫩滑爆浆，蘸干碟巨香
▪️洋芋粑：煎至外皮焦黄酥脆，软糯内里满口香甜
▪️板筋：软糯带点嚼劲，吸满干碟香辣超入味
▪️掌中宝：口感嘎嘣脆，越嚼越有香辣滋味
主食搭配一碗盐菜脆哨炒饭，收尾再来一碗冰粉解腻，妥妥的贵阳标配夜宵
#贵阳美食[话题]#  #贵阳烙锅[话题]# #一烙锅盐务街店[话题]# #贵阳宵夜[话题]#   #贵阳本地人推荐[话题]##贵阳旅游攻略[话题]# #贵阳探店[话题]# #贵州特色美食[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,三口百味,烤鸡与江湖菜馆,云岩区黔灵东路,夜宵聚会/鲜烤鸡、烧烤与江湖菜,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/68e788280000000004013b8c?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳烤鸡元老级存在！
正文：原来陕西路那家，黔灵东路的三口百味，老贵阳都懂！它就是当年陕西路上树烤鸡的正主，就这一家，味儿跟十几年前一模一样，没半点虚的

说真的，它家环境在贵阳烤鸡店里头绝对排第一！完全不像传统夜宵店那样油乎乎的，工业风装修亮堂又干净，摆着大屏幕和木桌子，跟朋友啃鸡喝酒聊天，舒服得很，根本看不出是开了十来年的老店

菜品多到能翻花样，我基本上都吃过了，闭眼点都不得踩雷！招牌烤鸡必须是鲜鸡现烤的，外皮焦得掉渣，一撕就流油，肉嫩到离谱，冻鸡根本比不了这口感。
爆炒鸡血是隐藏大招！鸡血滑溜溜的一抿就化，一点腥味没有，里头的贡菜脆生生的，配米饭我能直接炫三碗。
尖叫蛙能吃辣的一定要点！蛙肉紧实弹牙，裹满了麻辣酱汁，越吃越上瘾
开口笑锅贴外皮煎得金黄，咬下去“咔嚓”，真的有大颗大颗的虾仁，蘸点醋解腻又开胃。

烤鸡不用说了，必点的！还有脆脆的烤掌中宝，每样都带着烟火气。实打实的排队王，饭点一到全是本地老熟客，凌晨来都得等位置。想吃正宗老贵阳烤鸡，来他家

#烤鸡[话题]# #烧烤[话题]# #江湖菜[话题]# #贵阳[话题]# #贵阳烤鸡[话题]# #贵阳美食[话题]# #贵阳美食攻略[话题]# #贵阳烤鸡[话题]# #夜宵[话题]# #贵阳小吃[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,举高高,米糕甜品店,云岩区民生路,甜品小吃/品尝软糯米香米糕,1,20260904_第一阶段,https://www.xiaohongshu.com/explore/6a682b65000000000100fd5b?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：在贵阳吃了什么小面包
正文：P4 举高高
民生路的网红店 本来还觉得网红店嘛味道应该就那样 尝了试吃小小的经验了一下！我觉得很好吃啊软软粘粘的带着淡淡米香 越嚼越香 一盒好像15💰吧也不算贵 可以试试",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,伯克利咖啡,咖啡馆,云岩区省府路,老城咖啡Citywalk/咸柚子dirty与小店休息,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a85b1c9000000002500461a?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳土著推荐咖啡City walk路线
正文：4在省府路—伯克利咖啡
这家是最近才种草的，无意间走进一家小店，才发现它家咸柚子dirty很好喝，小店的环境也不错.",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,但家香酥鸭,香酥鸭小吃店,云岩区民生路,贵阳小吃打卡/现炸香酥鸭,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a96edad000000002803932a?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳小吃这个吃啊
正文：民生路：
p6 但家香酥鸭
一定要刚出炉的时候趁热吃，酥脆到骨头都可以一起吃下去。要么少麻，但麻劲依旧很足，会后知后觉的反上来",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,何记1994·冰粉冰浆（小十字店）,冰粉冰浆店,云岩区富水北路钰达大厦,逛吃解辣/黄瓜牛奶冰浆与手搓冰粉,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a81dce800000000350143c9?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：来贵阳必吃冰浆！民生路吃住一站式攻略
正文：1. 老字号首选｜何记1994·冰粉冰浆(小十字店)

📍富水北路钰达大厦｜步行5分钟｜11:00–23:00
✅必点：黄瓜牛奶冰浆（少糖+白糯米+花生碎）+牛奶糍粑冰粉
✅优点：鲜果现打无冰渣，老贵阳味道，可堂食；吃完辣小吃来一碗，解辣一绝。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,余孃脆皮洋芋粑,洋芋粑小吃摊店,民生路美食街附近数百米、按店名定位,避开主街排队/品尝本地脆皮洋芋粑,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/69df33050000000023023171?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳本地美食 guiyang local food
正文：民生路很多美食，但是很多人排队，很多都是游客，如果不想排队，又想吃本地美食，可以定位余孃脆皮洋芋粑，离民生路美食街不远，几百米的距离，这边的都是本地人在吃，这个余孃脆皮洋芋粑还挺好吃的

There are many delicious foods on Minsheng Road, but long queues and mostly tourists make it a hassle. If you want to avoid the crowds while still enjoying local cuisine, you can locate the Yuniang Crispy Potato Cake. It's just a few hundred meters away from the Minsheng Road food street—this spot is frequented by locals. The Yuniang Crispy Potato Cake is quite tasty, locate the address in picture one

#城市周边游[话题]# #贵阳[话题]# #贵阳美食[话题]# #贵阳旅游[话题]# #guiyang[话题]# #china[话题]# #chinatravel[话题]# #chinafood[话题]# #explorechina[话题]# #跟本地人吃就对了[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,冲坡坡红油辣子鸡,辣子鸡店,云岩区黔灵东路147号,贵州菜正餐/红油辣子鸡、鸡拐拐与三鲜鸡,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/696c8d26000000001a028fa1?xsec_token_redacted=1&xsec_source=pc_dots,"「1」
标题：贵阳·冲坡坡红油辣子鸡🐓
正文：今天吃到了贵阳网红店冲坡坡红油辣子鸡了[色色R]
我们点了辣子排骨➕辣子鸡🌶️ 排骨和鸡都很好吃 一定要推荐一下他家的鸡拐拐[买爆R]（好像是他家限量特色菜品 我们每人都吃了一份[点赞R]超级糯） 吃到最后觉得太好吃了 把他家另一个特色 三鲜鸡也点了一份[猪头R] 清汤的 也是得到一致好评 他家店就是完完全全的老贵阳辣子鸡味道🥰 清汤鸡煮素菜也超棒 汤也很鲜🍲
📍地址：云岩区黔灵东路147号",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,刘维兰老素粉（陕西路总店）,贵阳素粉店,云岩区陕西路总店,早餐或简餐/肉末、软哨素粉与本地小吃,1,20260904_第二阶段_餐饮住宿扩充,https://www.xiaohongshu.com/explore/6a7fbe93000000000502164c?xsec_token_redacted=1&xsec_source=pc_dots,"「1*混合贴」
标题：贵阳美味素粉推荐😋😋😋
正文：2️⃣刘维兰老素粉（陕西路总店）p4
评价：顶级🌟🌟🌟🌟
介绍：在没有吃小平之前他家是我的挚爱，看我点了这么多次就知道了（不包括去他家店里面吃）。他家是连锁店，但是我还是觉得总店最好吃，我这个人是一个坚决的总店主义者，最喜欢他家肉沫、软哨的粉了。
食用指南：因为连锁店，所以我感觉是堂食和外卖没什么区别哈，都可以。他家小吃也做的不错，凑单的时候可以一起点。",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
云岩区,餐饮美食,商专包饼油条,包饼油条早餐店,云岩区盐务街,贵阳早餐/面饼卷油条、辣椒与脆哨,2,20260904_第二阶段_餐饮住宿扩充,"https://www.xiaohongshu.com/explore/691bb16a000000000d03ef3c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a783167000000002402508a?xsec_token_redacted=1&xsec_source=pc_dots","「1」
标题：贵阳盐务街吃包饼油条
正文：起个大早，商专包饼油条6点半开门，我6点50到的吧，前面的兄弟吃两根油条一杯豆浆，我吃包饼油条，实属包饼油条头啖汤，老板递给我时，说了句“谢谢兄弟”（请脑补贵阳话）。包饼油条口感独特，皮上（不知道怎么叫法😅）刷应该是甜咸面酱，类似煎饼果子那种，然后狠狠刷上油辣子，卷起酥脆的油条，一口下去，皮韧果子脆，贵阳人，羡慕你们[偷笑R] #就爱这一口街头小吃[话题]#

「2*混合贴」
标题：燕姐的宝藏分享～～老街，美食
正文：卧虎藏龙，盐务街

盐务街不长，却沉淀了几十年不变的贵阳老味道。
其中有：一烙锅、邓记牛肉粉、小耳朵清水烫、田孃素粉、俞记汤圆、商专包饼油条、刘二妈米皮、罗姨妈酸汤砂锅粉、梁记芝麻素粉、袁二叔怪味干拌面、静艳干锅毛肚、老凯俚酸汤鱼、胡记砂锅煲仔饭、任家销魂烤翅、钟记洋芋粑…
它不似民生路那般喧嚷，也没有青云市集的流光溢彩，只是安静地卧在老城一隅，用几十年不换样的老味道，滋养着贵阳人的胃与心。当八角岩路的素粉都涨到8—9元时，这里依然守着6元的底线。
它不火，却恰好保留了美食最该有的样子[呲牙][呲牙]
#贵阳美食推荐[话题]# #贵阳云岩区盐务街[话题]##本地人安利的美食[话题]#",名称在所列小红书原帖中直接命中；该计数仅用于名称证据审核，不代表全网提及量、游客热度或市场排名。
