审核行ID,证据序号,问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,机器分流状态,分店或位置上下文命中,游客语境线索,攻略清单风险,商家营销风险,经营状态风险,疑似协同营销,近重复组ID,可用字段范围,待审核原文上下文,直接指向实体,分店确认,游客亲历,独立用户,可用体验断言,风险复核结论,目标字段,断言值,连续引文,审核决定,审核说明,审核人,审核时间
xhs-review-833cbbbd6ac886305410c9ee,1,GYTRAVEL-HV-20260916-0148,food_991a8ea5-fb10-424d-aa77-9c27c1fb6500,FoodAndBeverage,金必轩(北街),花溪区,6a92e8d7000000000a00b625,"#贵阳青岩古镇[话题]# 避雷这家金必轩,号称有明星打卡合影,明星在的时候菜做的",重新开始学数理化,2026-08-29,https://www.xiaohongshu.com/explore/6a92e8d7000000000a00b625?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"#贵阳青岩古镇[话题]# 避雷这家金必轩,号称有明星打卡合影,明星在的时候菜做的
#贵阳青岩古镇[话题]# 避雷这家金必轩,号称有明星打卡合影,明星在的时候菜做的好吧,中午在青岩古镇逛,到饭点了,看门面大,明星合影,心想贵点就贵点,至少菜的质量有保证,谁知店大欺客,小老百姓点个酸汤鱼,上来后,我想着酸汤鱼都要加热的,等半天,问服务员咋不加热。服务员说可以直接",,,,,,,,,,,,,
xhs-review-8eadf98af5709645f4cf8bd6,1,GYTRAVEL-HV-20260916-0148,food_991a8ea5-fb10-424d-aa77-9c27c1fb6500,FoodAndBeverage,金必轩(北街),花溪区,6a969fec000000000b000192,贵阳一人食(念念不忘版),苏苏张张包,2026-09-01,https://www.xiaohongshu.com/explore/6a969fec000000000b000192?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"的,锅底蘸料米饭10元,非常合适啊,点了糟辣豆米锅底脆哨豆腐圆子,烫蔬菜,非常香香,吃了一碗米饭,豆腐圆子不推荐,非常一般,一个人来玩只吃一顿我推荐他家。
3李山山茶事:成都我也在喝,来贵阳依旧在喝,少少糖很小清新,上面的奶油顶我觉得很腻。
4去茶山:抹茶牛奶,招牌,抹茶味道很足,我觉得很浓郁,爱喝抹茶的会非常喜欢。
5金必轩(青岩古镇):58双人餐,他们家猪蹄很出名,但我吃的会有点腻,配的蘸水不好吃,我更爱他们家豆腐圆子和土豆粑,非常香,米豆腐说实在的吃的有点涩,糕耙稀饭还挺特别的,冰粉就是普通的冰粉,不过点个套餐可以尝那么多还挺合适。
6蛋包洋芋(民生路):排长队,但是是好吃的,10元买的蛋包洋芋和糯米饭,非常香香,冷着吃也好吃,排队很",,,,,,,,,,,,,
xhs-review-0d6ce2478e27d8d9beae4dfd,1,GYTRAVEL-HV-20260916-0148,food_991a8ea5-fb10-424d-aa77-9c27c1fb6500,FoodAndBeverage,金必轩(北街),花溪区,6a9e2841000000001103398f,贵州的美食,龙卷吴风,2026-09-07,https://www.xiaohongshu.com/explore/6a9e2841000000001103398f?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵州的美食
到了贵阳,安顿好酒店后,直奔青云市集。青云集市位于青云路步行街上,步行街主打潮牌商铺,有井茶、老贵阳糯米饭、老贵阳冰浆、脆哨,以及各式咖啡。青云市集则是传统黔菜,烙锅、烧烤为主。在网红店思荣烙锅点了一份烙锅,有牛肉、五花肉、鸡杂、以及土豆片和金针菇,价格百元不到,二个人吃正好七分饱。
第二天游青岩古镇,街口金必轩饭店点了炒菜,牛腩闷土豆、炒青菜,颇有江南菜的味道;点心是糍粑稀饭,巨甜,比无锡点心还要甜。
第三天在多彩贵州城的老凯丽酸汤鱼店,点了美团138套餐,番茄味酸汤锅底,1.5斤鮰鱼,味极鲜美;苋菜一大筐,怎么涮得涮不完;配菜中的豆腐圆子,超爱,美团写好评又加送了一份;卷粉,味道清淡,似碳水;海带苗,太咸了,下不了口。到了7点,有歌舞",,,,,,,,,,,,,
xhs-review-8634401b32c638061ac65870,1,GYTRAVEL-HV-20260916-0148,food_991a8ea5-fb10-424d-aa77-9c27c1fb6500,FoodAndBeverage,金必轩(北街),花溪区,6aa10b00000000002b013d71,友谊路|超绝糯米饭,End,2026-09-09,https://www.xiaohongshu.com/explore/6aa10b00000000002b013d71?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"友谊路|超绝糯米饭
友谊路糯米饭是本地人推荐的,个人觉得比六广门毛阿姨的好吃,干香干香的,毛阿姨的糯米饭偏湿润一点,但也是好吃的,看大家口味
青岩古镇的金必轩家的状元蹄和小吃味道都很一般
丝恋丝娃娃不好吃不推荐
青云集市抹茶冰淇淋一个12元,性价比不高
#丝恋丝娃娃[话题]##友谊路糯米饭[话题]##六广门毛阿姨糯米饭[话题]##金必轩状元蹄[话题]##青岩古镇[话题]##青云市集[话题]##花溪夜郎谷[话题]#",,,,,,,,,,,,,
xhs-review-0f2460ae7f5e56779f488059,1,GYTRAVEL-HV-20260916-0148,food_991a8ea5-fb10-424d-aa77-9c27c1fb6500,FoodAndBeverage,金必轩(北街),花溪区,6aa37a52000000002802d2a0,关于花溪夜郎谷与青岩古镇,陈陈陈,2026-09-11,https://www.xiaohongshu.com/explore/6aa37a52000000002802d2a0?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"闺蜜提着她的战利品向我走来:""这是我刚刚买的树莓""~哈哈哈,无所谓了,好吃就行,出门就是要有像闺蜜一样的搭子,什么都要参与!
夜郎谷门票10元(优惠什么不记得了),遇见各种各样的石头,表情包一样,里面还有傩(nuo)戏,看不懂,但小朋友老人家看得津津有味!
夜郎谷-青岩古镇(打车,自然夸一句:贵阳的司机都会飞)
午饭:选择金必轩作为午饭(图7-8全部必须打call),招牌猪脚比不上潮汕,但也不错。鸡脚司机给我们推荐的。脆哨炒饭第一名第一名,第二名就是蘸水了(依然入乡随俗,硬吃折耳根),其他无排名,非常好吃!

瞎逛古镇,人太多,只管赶路,我们的目标是:战青岩(图9打仗),下午四点的,85亲子票,衣服租20(需要退),此战必赢(真实,有参与感,天天上班",,,,,,,,,,,,,
xhs-review-dab811311bc7a184a5e36f59,1,GYTRAVEL-HV-20260916-0148,food_991a8ea5-fb10-424d-aa77-9c27c1fb6500,FoodAndBeverage,金必轩(北街),花溪区,6aaa2089000000002803b972,贵阳周边|青岩古镇一日游攻略(附路线),静静的旅行日志,2026-09-16,https://www.xiaohongshu.com/explore/6aaa2089000000002803b972?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"那种实实在在的烟火气,比直接打车有意思多了~

到终点站后,往前走,看到一片灰白色的房子就是售票处了。
门票:10块钱(只买大门票就行)。
里面有一些故居是需要额外收费的,个人不建议去。因为淡季的时候部分场馆是关闭的,花了钱也看不了啥,血亏。
路线: 记得北门进,北门出,一条路走到底刚刚好。

青岩必吃榜(真实测评)
进门就是金必轩,他家的卤猪蹄是青岩古镇的标志,一定要尝尝!炖得软糯入味,啃起来特香。

糕粑稀饭:这个我特爱,口感黏糊糊的,类似藕粉,甜甜的暖暖的,搅拌开吃真的很绝。

丝娃娃:尝试了一下,就是各种蔬菜丝、脆哨、折耳根切丝,包在饼里吃,类似春卷。淡淡的就着蘸水吃。说实话,我觉得不是太好吃,可能是我没吃到正宗吧?有本地姐妹推荐哪家好吃",,,,,,,,,,,,,
xhs-review-5c7917dfb72e5f7b3b476ac6,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,67d54877000000000900f773,乡贤小院|春季新菜登场!!人均几十吃到爽,溪畔·乡贤里,2025-03-15,https://www.xiaohongshu.com/explore/67d54877000000000900f773?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,near_dup_74b3a90e86ed,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院|春季新菜登场!!人均几十吃到爽
溪畔-乡贤小院的春季菜单终于上新啦~
15+道时令限定菜
人均50+就能承包一桌南方菜
庭院聚餐、闺蜜约饭、家庭小聚......
这里的美食和氛围,分分钟治愈你的选择困难症

!!必点春季限定TOP5
1东坡红烧肉
浓油赤酱的经典江南味!
肥而不腻、入口即化,连汤汁都能拌三碗饭~

2",,,,,,,,,,,,,
xhs-review-df9ed45d3b5963edd0c5b5cc,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,68060865000000001c02c854,藏在花溪的格调餐厅—乡贤小院,爱喝冰美式（考研版,2025-04-21,https://www.xiaohongshu.com/explore/68060865000000001c02c854?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"藏在花溪的格调餐厅—乡贤小院
[郁金香R]位于花溪公园附近的溪畔·乡贤里,周边自然景观优美,山水环绕,为用餐或休闲提供了良好的外部环境。
[红色心形R]店内装修多采用原木风装修,文艺气息浓厚,古色古香又不失奢华,店内布置精致,细节之处彰显品质,营造出静谧、惬意的氛围,适合拍照打卡,是休闲放松的好去处
[黄瓜R]菜品丰富,既有地道的农家小院味道,又",,,,,,,,,,,,,
xhs-review-319347d6c6f5d5e2e0ec5f3d,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6815e0ef000000002202d07c,"乡贤小院
这家店是跟朋友偶尔路过发现的 进去以后环境真的很不错 我们是晚上来吃的",山里的石岩,2025-05-03,https://www.xiaohongshu.com/explore/6815e0ef000000002202d07c?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院
这家店是跟朋友偶尔路过发现的 进去以后环境真的很不错 我们是晚上来吃的
乡贤小院
这家店是跟朋友偶尔路过发现的 进去以后环境真的很不错 我们是晚上来吃的 环境灯光装修都很中式风格~
炝锅鱼
这家的招牌菜 鱼炸得很酥脆很入味 刺也很好剔 麻辣味刚刚好 外地朋友吃也很合适 推荐!
辣椒炒肉
青椒配上小炒肉 家常菜不会出错",,,,,,,,,,,,,
xhs-review-a6d11c1ed024f8ae49dd6bd5,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,684d3e680000000021004ca6,"藏在花溪的惬意角落——乡贤小院
宝子们,在贵阳花溪发现了一家超绝的店——乡",Faiey🎀米唐,2025-06-14,https://www.xiaohongshu.com/explore/684d3e680000000021004ca6?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"藏在花溪的惬意角落——乡贤小院
宝子们,在贵阳花溪发现了一家超绝的店——乡
藏在花溪的惬意角落——乡贤小院
宝子们,在贵阳花溪发现了一家超绝的店——乡贤小院!无论是想找个地方悠闲下午茶,还是和亲友聚餐,这里都能满足你~
环境:古雅与自然的融合
小院整体是原木风装修 ,走进室内,素色蔓帘营造出温馨静谧的氛围。室外绿意盎然 ,宛如诗意小园,闹中取静,一",,,,,,,,,,,,,
xhs-review-6a7c4a49d5d93a8250747e2b,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,68668bc7000000001100348b,乡贤小院(花溪公园)清淡口味初尝,筱兔芝芝,2025-07-03,https://www.xiaohongshu.com/explore/68668bc7000000001100348b?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院(花溪公园)清淡口味初尝
[郁金香R]荷塘清炒 比较正宗的口感和味道,山药胡萝卜配木耳藕片,养生人必点
[桃子R]海带排骨玉米汤,有点过于清淡了感觉,排骨肉有点发红,以为是没熟透,但吃下去还是口感有点老
[葡萄R]粉丝裹虾仁 这道味道又太咸了一点,但算是清淡的菜品中的调剂了

就餐环境:位于花溪公园旁的小商圈乡贤里。古",,,,,,,,,,,,,
xhs-review-0000025b755435faf4939d32,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,686a57e2000000002203d19b,"乡贤小院
这家餐厅味道很不错 很地道的贵州菜 色香味俱全 环境也很有格调 苏轼",空心港^_^,2025-07-06,https://www.xiaohongshu.com/explore/686a57e2000000002203d19b?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院
这家餐厅味道很不错 很地道的贵州菜 色香味俱全 环境也很有格调 苏轼
乡贤小院
这家餐厅味道很不错 很地道的贵州菜 色香味俱全 环境也很有格调 苏轼文学的环境吃起饭很有意境 服务态度也很不错 很推荐花溪的朋友来试试 太值得了",,,,,,,,,,,,,
xhs-review-b2fd9b93efbd19bcd7aeeb2e,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,68763123000000001c033101,"溪畔-乡贤小院的春季菜单终于上新啦~
15+道时令限定菜
人均50+就能承包一桌",多余的余,2025-07-15,https://www.xiaohongshu.com/explore/68763123000000001c033101?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,near_dup_74b3a90e86ed,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"溪畔-乡贤小院的春季菜单终于上新啦~
15+道时令限定菜
人均50+就能承包一桌
溪畔-乡贤小院的春季菜单终于上新啦~
15+道时令限定菜
人均50+就能承包一桌南方菜
庭院聚餐、闺蜜约饭、家庭小聚......
这里的美食和氛围,分分钟治愈你的选择困难症

!!必点春季限定TOP5
1东坡红烧肉
浓油赤酱的经典江南味!
肥而不腻、入口即化,连汤汁都能拌",,,,,,,,,,,,,
xhs-review-7c43f4c1020ad147357d6ba5,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6885f62e0000000012023de4,乡贤小院美食打卡~,月亮船.,2025-07-27,https://www.xiaohongshu.com/explore/6885f62e0000000012023de4?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院美食打卡~
#食在好时光[话题]# 坐标花溪区乡贤里二楼,环境超好!!!适合小情侣打卡拍照,包间适合朋友聚会玩玩桌游
小菜也很香香,团购价格实惠,下次还来玩~",,,,,,,,,,,,,
xhs-review-638e4d311937b1dcebc52109,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,68b3ce58000000001c00cc50,乡贤小院 花溪美食,徐HJ,2025-08-31,https://www.xiaohongshu.com/explore/68b3ce58000000001c00cc50?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院 花溪美食
花溪超级好的饭店!环境很好,饭也很好吃。很满意!很适合约会。!首先从环境方面来说,餐厅装潢考究典雅,充满了浓郁的文化氛围。推开大门就能感受到扑面而来的馥郁香气。整个就餐环境非常雅致和谐,让人在用餐时能完全放松身心,专注品味美食。
就餐服务方面同样出色。服务员们不仅态度亲切友好,细致入微的服务更是贴心周到。就",,,,,,,,,,,,,
xhs-review-4d7aaaeea257d3b82b381edd,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,68d7adfe000000000b01219b,花果园“乡贤小院”,zz学姐,2025-09-27,https://www.xiaohongshu.com/explore/68d7adfe000000000b01219b?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"花果园“乡贤小院”
贵阳花果园白宫附近,环境优美,地理位置方便,安安静静吃漂亮饭,菜品很好看,味道也不错,适合打卡拍照,有一种云南小院的赶脚,赶紧来出片吧!!!
#花果园[话题]##白宫[话题]##漂亮饭[话题]##乡贤小院[话题]#",,,,,,,,,,,,,
xhs-review-cb07eeeb1bef8c048e8b9b85,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,68de645a0000000007035475,第二次来贵阳这家宝藏餐厅——乡贤小院!,筱兔芝芝,2025-10-02,https://www.xiaohongshu.com/explore/68de645a0000000007035475?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"第二次来贵阳这家宝藏餐厅——乡贤小院!
今年刚来贵阳第一个月就去花溪的乡贤小院吃过一顿饭,第一印象还是不错的[赞R]
今天又在花果园新开的这家分店,也就是白宫旁边的这家本来吃了这一次呢没有特意避开有辣味的菜感觉味道很好[郁金香R],环境也很不错,我还选了靠窗的一个位置,视野和空气都挺好的[吧唧R]#好吃的饭店[话题]# #与朋友聚餐的好去处[话题]# #",,,,,,,,,,,,,
xhs-review-c389e01ff5317d1a1b55abcb,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,691b1861000000001b02567a,贵阳宝藏炒菜馆!乡贤小院,珊瑚的旷野,2025-11-17,https://www.xiaohongshu.com/explore/691b1861000000001b02567a?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳宝藏炒菜馆!乡贤小院
藏在贵阳烟火里的乡贤小院!新中式原木风装修+满院绿意,推门就远离喧嚣,卡座和包房都雅致,拍照超出片,家庭聚餐或朋友小聚超合适~
菜品每道都不踩雷!强推东坡酱椒炒肉,肥瘦相间的猪肉裹着鲜辣酱椒,油润不腻,配米饭能炫两碗;洪湖脆藕脆嫩清甜,带着淡淡的锅气,完全不寡淡;宫保鸡丁酸甜平衡得刚好,鸡丁滑嫩不柴,花生米脆香十足,",,,,,,,,,,,,,
xhs-review-bc24c4938d4e5edaeb74750d,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,695f7c1f000000001a02835d,溪畔食光集丨小院里藏着花溪的温柔烟火,溪畔·乡贤里,2026-01-08,https://www.xiaohongshu.com/explore/695f7c1f000000001a02835d?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,是,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"溪畔食光集丨小院里藏着花溪的温柔烟火
——贵阳之南 花溪河畔——

终于等到藏在贵阳溪畔乡贤里的乡贤小院出新品!暖融融的木质小院里,一桌融合了黔味与烟火气的新菜,直接戳中我的心巴~

海鲜捞粉丝裹着鲜味儿在锅里滋滋作响,每根粉丝都吸饱了汤汁,一口下去鲜掉眉毛

西红柿酸汤牛腩是贵州人的本命菜品!酸甜浓郁的汤底炖得牛腩软烂,连喝三碗都不够~

石锅蒜蓉虾、晚枫黑鸭煨煲、椒麻乌鸡...每一道都藏着惊喜,湘黔风味碰撞得恰到好处,连家",,,,,,,,,,,,,
xhs-review-31390d5e59694216aed16fa9,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a104aa30000000037035395,几十年了第一次来花溪公园,嘻嘻,2026-05-22,https://www.xiaohongshu.com/explore/6a104aa30000000037035395?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"几十年了第一次来花溪公园
乡贤小院,环境不错~适合各种聚餐。
今天的天气太阳落山后很舒服,吹吹风小吃一顿很惬意。
点了一个龙井绿茶烤鸡,味道不错,但烤鸡的皮烤得不够干,口感比较油。
上菜略慢,服务略慢......但它家强调新鲜现做,本来吃饭也不着急啦,饱吃不如宽坐,总体还行~~
吃完逛一圈花溪公园好了,这边感觉确实不错。
#花溪公园[话题]# #贵州大",,,,,,,,,,,,,
xhs-review-07bb9af0e9ae958591d94c20,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a23c50b0000000017008169,带娃逛遍贵阳公园系列之花溪公园乡贤里!,石榴和夏天,2026-06-06,https://www.xiaohongshu.com/explore/6a23c50b0000000017008169?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"也很多,看花遛娃是个好去处![太阳R][太阳R]花溪公园门口有小摊贩弄的儿童小车,也可以消磨一下时间。中午就直接在乡贤里逛逛吃吃,乡贤里有很多小店购物,喝东西都很有感觉。娃最喜欢的是名创优品,超级大的草莓熊可以打卡,里面也有很多物美价廉的玩具,每次去了都不愿意回来。[满月R][满月R][满月R]乡贤里午餐可选的比较多,我们家吃过乡贤小院和贵厨,都很有特色哦。[樱花R][樱花R][樱花R]
冬天去的时候,那里还有共享琴房,娃虽然不会,但也可以按一按锻炼下乐感。乡贤里背后也有宠物公园和儿童滑滑梯,娃也很喜欢。整个街区都是古色古香的,非常适合打卡出片哦~[两颗心R][两颗心R][两颗心R]
想遛娃的宝妈们可以参考哦,期待下次偶遇[蹲R][蹲R][蹲R]#花溪公园",,,,,,,,,,,,,
xhs-review-97b129e6f305d94f0cc44691,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a3cdab2000000001503c049,乡贤小院,拽根彐,2026-06-25,https://www.xiaohongshu.com/explore/6a3cdab2000000001503c049?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"乡贤小院
我的聚餐首选地[萌萌哒R][萌萌哒R]
太适合小聚聊天了

炝拌瓜尖 我的心头爱
毛肚血旺 看似很辣,实则很香不辣
铁板洋芋&酸菜豆米汤 贵州人都爱
#小院的时光[话题]# #小聚[话题]# #朋友聚餐地[话题]# #同学聚餐推荐[话题]#",,,,,,,,,,,,,
xhs-review-6dc59d3e34b79dbe2a20244a,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a72fc150000000033031212,来花溪这家黔菜吃霸王餐!时间有限赶紧,溪畔·乡贤里,2026-08-05,https://www.xiaohongshu.com/explore/6a72fc150000000033031212?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,否,是,否,是,near_dup_1948f90ec36c,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"来花溪这家黔菜吃霸王餐!时间有限赶紧
就藏在公园里的雅致黔菜小院
溪畔·乡贤里——「乡贤小院」
八月店庆启幕,超多菜品上新
福利值直接拉满
霸王餐请问谁不爱?
赶紧赴一场舌尖上的黔味之约

活动时间:8月8日-8月16日
店庆限时充值福利
▪充500|到账本金500
赠红茶品鉴伴手礼+红茶炝锅鱼代金券(完成打卡)
▪充1000|到账本金1000
赠红茶、都匀毛尖高端伴手礼+霸王餐及菜品券抽奖资格(100%中奖",,,,,,,,,,,,,
xhs-review-0cc43036ad1a89c12bb0023d,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a7300a3000000003400d82b,"来花溪这家黔菜吃霸王餐!时间有限赶紧
就藏在公园里的雅致黔菜小院
溪畔·乡贤",鄉贤小院,2026-08-05,https://www.xiaohongshu.com/explore/6a7300a3000000003400d82b?xsec_token_redacted=1&xsec_source=pc_dots,待审核_跨区行程上下文,否,是,否,是,否,是,near_dup_1948f90ec36c,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"来花溪这家黔菜吃霸王餐!时间有限赶紧
就藏在公园里的雅致黔菜小院
溪畔·乡贤
来花溪这家黔菜吃霸王餐!时间有限赶紧
就藏在公园里的雅致黔菜小院
溪畔·乡贤里——「乡贤小院」
八月店庆启幕,超多菜品上新
福利值直接拉满
霸王餐请问谁不爱?
赶紧赴一场舌尖上的黔味之约

活动时间:8月8日-8月16日
店庆限时充值福利
▪充500|到账本金500
赠红茶品鉴伴手礼+红茶炝锅鱼代金券(完成打卡)
▪充1000|到账本金1000
赠红茶、都匀毛尖高端伴手礼+霸王餐及菜品券抽奖资格(100%中奖",,,,,,,,,,,,,
xhs-review-273158075a38ee95571acf12,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a80662300000000080122a5,完美的一餐 乡贤小院,Phyder,2026-08-15,https://www.xiaohongshu.com/explore/6a80662300000000080122a5?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"完美的一餐 乡贤小院
感谢xhs认识的同学信任,今天一起去吃了奇妙纸包鱼和乡贤小院,奇妙纸包鱼肉质新鲜,味道不错;乡贤小院在人多需要排队的时候依旧保持高水准发挥,三道菜都很好吃!完美的一天,品尝贵州美食的目标又完成了俩。#贵阳美食[话题]# #奇妙纸包鱼[话题]# #乡贤小院[话题]#",,,,,,,,,,,,,
xhs-review-1062cca96502e83a406842bd,1,GYTRAVEL-HV-20260916-0150,food_3bae7b2d-8ce3-4022-a231-d09cf7479c1f,FoodAndBeverage,乡贤小院(花溪公园店),花溪区,6a8e91340000000021032187,贵阳不踩雷的美食,爱吃肉的猫咪酱,2026-08-26,https://www.xiaohongshu.com/explore/6a8e91340000000021032187?xsec_token_redacted=1&xsec_source=pc_dots,待审核_分店上下文不足,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳不踩雷的美食
贵阳花果园美食[色色R][色色R]
乡贤小院
既可以喝下午茶(是真的茶哟~)
又可以吃美美晚餐,他家真的很休闲,环境也好
重点是,他家的菜味道确实很不错,每次都会点农家小炒肉,很下饭,还有他家的瓜尖,之前吃他家炝锅鱼有点太干了,这次吃这个麻椒大白条很嫩,个人感觉比炝锅鱼好吃。喜欢下次还去[派对R][派对R][派对R]
#美食不可辜负[话题]# #贵阳美食推荐[话",,,,,,,,,,,,,
