酒店ID,地点ID,地点分类,地点类型,地点名称,距离,交通时间,排序,来源URL
702811,156460459,景点,5,泰国曼谷 · ENCHANTED 音乐节 2026,直线距离3.2公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,156427818,景点,5,泰国曼谷 · JAM FEST 音乐节 2026,直线距离3.2公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,155071584,景点,5,泰国曼谷 · wave to earth 2026《the pieces》巡演,直线距离3.2公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,154502505,景点,5,泰国曼谷 · 5 Seconds of Summer《Everyone’s A Star!》巡演,直线距离3.2公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,156429941,景点,5,泰国曼谷 · INK WARUNTORN《Synthphony》演唱会,直线距离3.2公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,156358122,景点,5,泰国曼谷 · Zara Larsson - Midnight Sun Tour,直线距离3.2公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,136007422,景点,5,素坤逸路,直线距离2.5公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,149907665,景点,5,TRIBE Sky Beach Club,直线距离3.2公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,149853294,景点,5,胜利纪念碑,直线距离2.9公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,77017,景点,5,四面佛,直线距离3.2公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,154201855,景点,5,泰国曼谷 · Official髭男dism 2026巡演,直线距离3.2公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,55804704,景点,5,奈乐庄园,直线距离2.5公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31981223,景点,5,曼谷射击场,直线距离2.8公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,89572,景点,5,金东尼人妖秀,直线距离3.1公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,98096842,景点,5,班嘉琦缇皇后公园,直线距离3.6公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,17041240,美食,10,光海鲜,直线距离1.7公里,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,17041337,美食,10,The Local,直线距离2.2公里,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,148500193,美食,10,Kwann Restaurant Bangkok,直线距离1.8公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,42339832,美食,10,Haoma,直线距离2公里,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,17041129,美食,10,Have a Zeed by Steak Lao,直线距离2.6公里,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,17041517,美食,10,Above Eleven Rooftop Bar & Restaurant,直线距离1.9公里,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,129749181,美食,10,Gaggan,直线距离2.2公里,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,82989635,美食,10,Market Café,直线距离2.4公里,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,17040897,美食,10,New York Steakhouse,直线距离2.5公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,121121225,美食,10,Krua Khun Puk,直线距离2.5公里,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,487378,美食,10,Kinnaree by Vanessa WU,直线距离2.7公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,487435,美食,10,Rossini's,直线距离2.7公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,148290964,美食,10,Samantao Heritage Coffee,直线距离2.5公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31114529,美食,10,Sri Trat Restaurant and Bar,直线距离2.7公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,83129837,美食,10,南北,直线距离2.5公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,45538558,美食,10,Akira Back,直线距离3.4公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31112340,美食,10,Goji Kitchen+Bar,直线距离3.4公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,19648003,美食,10,Eathai,直线距离2.7公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,20590307,美食,10,建兴酒家(尚泰领使商场分店),直线距离2.7公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,19646915,美食,10,山里,直线距离2.7公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,18189504,购物,12,尚泰拉玛九购物中心,直线距离280米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,30750157,购物,12,Lee（Central拉玛9路购物中心）,直线距离280米,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,18189526,购物,12,财富城数码广场,直线距离300米,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,37886177,购物,12,Bata,直线距离330米,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31969505,购物,12,Pull & Bear,直线距离290米,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,32170273,购物,12,拉差达街边购物中心,直线距离1.4公里,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31969975,购物,12,密西中心特级霸市 (叻猜拉披色路店),直线距离1.2公里,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,99588479,购物,12,Din Daeng Market,直线距离980米,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,144003910,购物,12,SWU International Flea Market,直线距离1.8公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,42337477,购物,12,YWC - YW Collection,直线距离1.8公里,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,136007791,购物,12,21航站楼购物中心,直线距离2.6公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,102455,购物,12,Ravi Sehgal订制店,直线距离2.5公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31983246,购物,12,李维斯 （素坤逸罗宾森百货商场店）,直线距离2.5公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,18170124,购物,12,时代广场,直线距离2.6公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,55692722,购物,12,Lacoste（Terminal 21 Asok店）,直线距离2公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,18189445,购物,12,MOONRIVER by VJ,直线距离2.9公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,32022057,购物,12,素坤逸大街,直线距离2.9公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,149366442,购物,12,Turtle shop BTS asoke อโศก,直线距离2.7公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,18189430,购物,12,素坤逸广场韩国城,直线距离2.6公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,55693751,购物,12,看步（T21购物商场）,直线距离2.6公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,78598996,购物,12,Adorable Mine Shop,直线距离2.9公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,31443190,购物,12,素坤逸罗宾森百货商场,直线距离2.6公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,148132806,购物,12,Tops Flavour,直线距离2.6公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,19652843,购物,12,Parden,直线距离3公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,143218043,购物,12,EMSPHERE,直线距离3.2公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,18170186,购物,12,Mothercare,直线距离3.5公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,37874114,购物,12,Bath & Body Works,直线距离3.4公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,10567634,购物,12,尚泰世界购物中心,直线距离3.2公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,102862,购物,12,泰国王权免税店（曼谷市区店）,直线距离2.8公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702811,37870784,购物,12,CPS CHAPS,直线距离3.1公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,64278950,交通,7,地铁: 三养地铁站,"步行距离500米,约7分钟",,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,64280518,交通,7,地铁: 沙拉登地铁站,"步行距离630米,约9分钟",,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,141305950,交通,3,火车站: Silom MRT Station,"步行距离970米,约15分钟",,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,15139166,交通,3,火车站: 华南蓬火车站,"驾车距离2.7公里,约10分钟",,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,13099857,交通,2,机场: 曼谷廊曼国际机场,"驾车距离25.4公里,约29分钟",,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,13242741,景点,5,朱拉隆功大学,直线距离1公里,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10523392,景点,5,帕蓬夜市,直线距离140米,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,77030,景点,5,伦披尼公园,直线距离1.3公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,36932169,景点,5,王权大京都大厦,直线距离610米,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,82078,景点,5,湄南河,直线距离5.3公里,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,156422172,景点,5,泰国曼谷 · MSIG FAN FEST 2026 拼盘演唱会,直线距离560米,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,155055459,景点,5,泰国曼谷 · BE:FIRST 2026 世界巡演,直线距离560米,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,155089465,景点,5,泰国曼谷 · MILLI 2026《JAA EHH!》亚洲巡演,直线距离520米,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,77017,景点,5,四面佛,直线距离2公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,156453551,景点,5,泰国曼谷 · 曼谷国际卡牌展 2026,直线距离560米,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,144011752,景点,5,曼谷一号,直线距离1.9公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,56594174,景点,5,王权大京都大厦玻璃观景台,直线距离690米,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,20905341,景点,5,马里安曼印度庙,直线距离970米,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,156453907,景点,5,泰国曼谷 · The Omnific Live in Bangkok,直线距离1.7公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10524190,景点,5,唐人街 (耀华力路),直线距离2.7公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,90777,景点,5,曼谷暹罗海洋世界,直线距离1.9公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,153994917,景点,5,湄南河游船,直线距离5.3公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,156445966,景点,5,2026神奇曼谷马拉松,直线距离1.7公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,136007821,景点,5,曼谷河城艺术古董中心,直线距离1.8公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,77015,景点,5,金佛寺,直线距离2.1公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,154258927,景点,5,泰国曼谷 · Fujii Kaze Prema World Tour in Bangkok,直线距离1.9公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,153412577,景点,5,MELAND(Bangkok SIAM PARAGON),直线距离1.9公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,33589785,景点,5,白玉兰号夜游湄南河,直线距离1.8公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,90776,景点,5,曼谷艺术文化中心,直线距离2公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,70090064,景点,5,曼谷美食观光巴士,直线距离1.8公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,33573594,景点,5,璀璨明珠号夜游湄南河,直线距离1.9公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,33555176,景点,5,大珍珠号湄南河游船,直线距离1.9公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,134087196,景点,5,曼谷大象观光巴士,直线距离2.1公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,156463221,景点,5,Vivienne Westwood《她和她的珠宝展》 (Vivienne Westwood & Jewellery Exhibition),直线距离2.2公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,96118,景点,5,曼谷杜莎夫人蜡像馆,直线距离1.9公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10354992,美食,10,Mango Tree,直线距离<100米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,82989013,美食,10,Baan Suriyasai,直线距离260米,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,487360,美食,10,Ruen Urai,直线距离150米,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17041293,美食,10,Le Du,直线距离470米,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,145743975,美食,10,朱拉50巷泰国厨房,直线距离670米,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,136058537,美食,10,Ojo Bangkok,直线距离610米,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17041454,美食,10,Somtum Der,直线距离690米,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,134224605,美食,10,Samrub Samrub Thai,直线距离820米,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,82989891,美食,10,Paii 餐厅,直线距离800米,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,487407,美食,10,EAT ME RESTAURANT,直线距离570米,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,487351,美食,10,Breeze,直线距离1.6公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17040641,美食,10,Sirocco,直线距离1.6公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17040876,美食,10,白云,直线距离1.2公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,487038,美食,10,Ban Chiang,直线距离1.4公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17041283,美食,10,Vertigo & Moon Bar Rooftop,直线距离1.2公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,487377,美食,10,MEZZALUNA,直线距离1.6公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,129754634,美食,10,IGNIV Bangkok,直线距离1.6公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,487397,美食,10,nahm,直线距离1.1公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,151242047,美食,10,Duet by David Toutain,直线距离1.7公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17041900,美食,10,Thara Thong,直线距离1.8公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,88876873,购物,12,三洋中心,直线距离520米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10567642,购物,12,暹罗百丽宫,直线距离2公里,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10567634,购物,12,尚泰世界购物中心,直线距离2.2公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,153106095,购物,12,都喜中央公园,直线距离790米,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,30767686,购物,12,暹罗一号广场,直线距离1.8公里,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,99590612,购物,12,Lalai Sap Market,直线距离290米,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,102149,购物,12,金汤普森（Surawong）,直线距离370米,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,61224971,购物,12,查珠里商业广场,直线距离400米,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,136007426,购物,12,暹罗中心,直线距离1.9公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,38106403,购物,12,像素立方社区生活馆,直线距离610米,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,18189387,购物,12,Jewelry Trade Center,直线距离1.3公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,79150813,购物,12,暹罗天地,直线距离2.1公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,17046169,购物,12,Hong Kong Plaza,直线距离930米,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,31768413,购物,12,尚泰百貨（是隆店）,直线距离540米,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10567669,购物,12,群侨商业中心,直线距离1.7公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,31112256,购物,12,Ring Cafe by Lumière,直线距离890米,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,55802144,购物,12,Five Prows Barber Shop,直线距离1公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10567658,购物,12,兰伯特宝石设计店,直线距离1公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,78727963,购物,12,Victor Tailor,直线距离1.6公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,18189516,购物,12,Venus Jewelry,直线距离1.7公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,136624758,购物,12,伯爵（暹罗百丽宫）,直线距离2公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,10567246,购物,12,Lemon Grass House（曼谷店）,直线距离1.7公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,31938453,购物,12,Tops market（Marboonkrong）,直线距离1.7公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,144313522,购物,12,蒂芙尼（暹罗百丽宫店）,直线距离2公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,97505815,购物,12,宝格丽（Siam Paragon）,直线距离2公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,136750493,购物,12,暹罗景苑,直线距离1.7公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,70269202,购物,12,Cortina Watch,直线距离1.7公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,55692714,购物,12,看步（暹罗广场）,直线距离2公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,18170181,购物,12,Toy Studio（Central World店）,直线距离1.8公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702830,23964909,购物,12,Naraya （Siam Paragon）,直线距离2公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,64278949,交通,7,地铁: 孔提地铁站,"步行距离890米,约13分钟",,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,64283047,交通,7,地铁: 是乐园地铁站,"步行距离960米,约14分钟",,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,142209891,交通,3,火车站: 湄南,"步行距离1公里,约15分钟",,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,141305950,交通,3,火车站: Silom MRT Station,"步行距离1.9公里,约28分钟",,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,13099857,交通,2,机场: 曼谷廊曼国际机场,"驾车距离24.8公里,约27分钟",,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,144011752,景点,5,曼谷一号,直线距离830米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,77030,景点,5,伦披尼公园,直线距离1.5公里,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,22847028,景点,5,诗丽吉皇后国家会展中心,直线距离1.3公里,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,13242741,景点,5,朱拉隆功大学,直线距离2.7公里,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,10523392,景点,5,帕蓬夜市,直线距离2.1公里,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156405127,景点,5,2026亚洲国际游戏展览会×泰国游戏展（gamescom asia x Thailand Game Show 2026）,直线距离1.3公里,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,77017,景点,5,四面佛,直线距离2.9公里,,7,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,36932169,景点,5,王权大京都大厦,直线距离2.2公里,,8,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,15011654,景点,5,汤之森日式温泉馆(Sukhumvit 26店),直线距离2公里,,9,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156422172,景点,5,泰国曼谷 · MSIG FAN FEST 2026 拼盘演唱会,直线距离2.7公里,,10,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,155055459,景点,5,泰国曼谷 · BE:FIRST 2026 世界巡演,直线距离2.7公里,,11,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,22847630,景点,5,华喃空寺,直线距离2.5公里,,12,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,18687606,景点,5,那那夜间娱乐城,直线距离2.5公里,,13,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,13345886,景点,5,是隆夜市,直线距离2.3公里,,14,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,155089465,景点,5,泰国曼谷 · MILLI 2026《JAA EHH!》亚洲巡演,直线距离2.7公里,,15,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,56594174,景点,5,王权大京都大厦玻璃观景台,直线距离2.2公里,,16,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156426400,景点,5,泰国曼谷 · LOSO 专场演出,直线距离2.9公里,,17,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,148509572,景点,5,是隆泰餐学校,直线距离2.6公里,,18,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156363798,景点,5,泰国曼谷 · Khalid: It's Always Summer Somewhere Tour in Bangkok,直线距离2.4公里,,19,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156427818,景点,5,泰国曼谷 · JAM FEST 音乐节 2026,直线距离2.4公里,,20,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156460459,景点,5,泰国曼谷 · ENCHANTED 音乐节 2026,直线距离2.4公里,,21,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156358122,景点,5,泰国曼谷 · Zara Larsson - Midnight Sun Tour,直线距离2.4公里,,22,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,155071584,景点,5,泰国曼谷 · wave to earth 2026《the pieces》巡演,直线距离2.4公里,,23,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,154502505,景点,5,泰国曼谷 · 5 Seconds of Summer《Everyone’s A Star!》巡演,直线距离2.4公里,,24,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,156429941,景点,5,泰国曼谷 · INK WARUNTORN《Synthphony》演唱会,直线距离2.4公里,,25,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,130891060,景点,5,Sompong泰式烹饪学校,直线距离2.7公里,,26,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,149907665,景点,5,TRIBE Sky Beach Club,直线距离2.4公里,,27,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,20905341,景点,5,马里安曼印度庙,直线距离2.8公里,,28,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,154201855,景点,5,泰国曼谷 · Official髭男dism 2026巡演,直线距离2.4公里,,29,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,55804704,景点,5,奈乐庄园,直线距离3公里,,30,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,145028125,美食,10,Fran's Sathorn,直线距离340米,,1,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,136319241,美食,10,Baan Suan Sathon,直线距离310米,,2,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,10791832,美食,10,Issaya Siamese Club,直线距离390米,,3,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,30738374,美食,10,Sühring,直线距离1公里,,4,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,17041283,美食,10,Vertigo & Moon Bar Rooftop,直线距离1公里,,5,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
702860,17040876,美食,10,白云,直线距离1公里,,6,https://m.ctrip.com/restapi/soa2/33278/getDetailAdditionalInfo
