Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,价格等级,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJCblXRCKZ4jAR55RIHg09qzo,美食餐饮,Hia Ow Khao Kha Mu,ข้าวขาหมูเฮียโอว,thai_restaurant,泰国餐厅,4.4,90,PRICE_LEVEL_INEXPENSIVE,"PGV5+CJP, Mangkon Rd, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.743587,100.509086,三攀他旺县,差甲瓦區,星期一: 07:00–13:30 | 星期二: 07:00–13:30 | 星期三: 07:00–13:30 | 星期四: 07:00–13:30 | 星期五: 07:00–13:30 | 星期六: 07:00–13:30 | 星期日: 07:00–13:30,+66 89 762 7133,,外带|堂食|供应早餐|供应早午餐|供应午餐,,https://maps.google.com/?cid=4227539801769284839&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ7RLGIQCZ4jARsbR525CfpcE,美食餐饮,Hiranyakul House บ้านหิรัณยกุล ร้านอาหาร ริมน้ำ,,thai_restaurant,泰国餐厅,,,,"10 Samsen soi 3 Sampraya Rd, Watsampraya, Pranakorn, กรุงเทพมหานคร 10200",13.766242,100.496728,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=13953734464983643313&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJn_VnZj2Z4jARxVd3F-oS4Fc,美食餐饮,Horsamut,หอสมุทร,thai_restaurant,泰国餐厅,4.7,3745,PRICE_LEVEL_EXPENSIVE,"8 Soi Tha Kham, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.743017,100.492861,拍那空县,大皇宫区,星期一: 11:00–23:00 | 星期二: 11:00–23:00 | 星期三: 11:00–23:00 | 星期四: 11:00–23:00 | 星期五: 11:00–23:00 | 星期六: 11:00–23:00 | 星期日: 11:00–23:00,+66 95 852 2280,https://www.horsamut.com/,可预约|适合儿童|适合团体|有洗手间|户外座位|外带|配送|堂食|供应午餐|供应晚餐|供应咖啡|供应甜品|供应啤酒|供应鸡尾酒|供应葡萄酒|供应素食|现场音乐|无障碍座位,,https://maps.google.com/?cid=6332081872708261829&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJfxqXjxqZ4jARinUqlgYnk3Y,美食餐饮,Hoy Kom Pun Lan,หอยขมพันล้าน,thai_restaurant,泰国餐厅,4.5,178,PRICE_LEVEL_MODERATE,"23, 1 Thanon Ban Mo, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746639,100.498083,拍那空县,三王府区,星期一: 10:00–21:00 | 星期二: 10:00–21:00 | 星期三: 10:00–21:00 | 星期四: 10:00–21:00 | 星期五: 10:00–21:00 | 星期六: 10:00–21:00 | 星期日: 10:00–21:00,+66 2 221 5535,,可预约|适合团体|有洗手间|外带|堂食|供应早午餐|供应午餐|供应晚餐|供应啤酒,,https://maps.google.com/?cid=8544215827294614922&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ1zwf8D-Z4jARViqXAB6-0T0,美食餐饮,Hua Hin Photchana,หัวหินโภชนา,thai_restaurant,泰国餐厅,4.5,375,PRICE_LEVEL_MODERATE,"29, 31 Ka Om Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.757799,100.507939,邦巴沙都拍县,Wat Sommanat,星期一: 10:30–19:00 | 星期二: 10:30–19:00 | 星期三: 10:30–19:00 | 星期四: 10:30–19:00 | 星期五: 10:30–19:00 | 星期六: 10:30–19:00 | 星期日: 10:30–19:00,+66 2 282 7219,https://www.wongnai.com/restaurants/24776CN-%E0%B8%AB%E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%B4%E0%B8%99%E0%B9%82%E0%B8%A0%E0%B8%8A%E0%B8%99%E0%B8%B2,可预约|适合儿童|适合团体|有洗手间|外带|堂食|供应早午餐|供应午餐|供应晚餐|供应甜品|供应啤酒,,https://maps.google.com/?cid=4454550542514334294&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJyfcCyhGZ4jARJMuvaFrtZkU,美食餐饮,IMM Restaurant,,thai_restaurant,泰国餐厅,,,,"30/1 Soi Somdej Pra Pinklaow 1(Behind Wat Dusidharam, แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700",13.761354,100.487089,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=5000945408800705316&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJLXJQwGWZ4jARmxGNuIOIFk4,美食餐饮,InLove Bar & Restaurant,,thai_restaurant,泰国餐厅,,,,"2, 1 Krung Kasem Rd, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.771765,100.500246,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=5626834883764359579&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJA_2vlBGZ4jARlQai2DPhJWo,美食餐饮,Isan Bunthon Potchana,อีสานบุญทอน โภชนา,thai_restaurant,泰国餐厅,4.1,56,,"37, 90,92 Phraeng Phuthon Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.751573,100.497434,拍那空县,虎神庙区,星期一: 10:00–19:00 | 星期二: 10:00–19:00 | 星期三: 10:00–19:00 | 星期四: 10:00–19:00 | 星期五: 10:00–19:00 | 星期六: 11:00–18:00 | 星期日: 休息,+66 2 226 2837,https://www.wongnai.com/restaurants/2414ud-%E0%B8%9A%E0%B8%B8%E0%B8%8D%E0%B8%97%E0%B8%AD%E0%B8%99-%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3,可预约|适合团体|有洗手间|外带|配送|堂食|供应午餐|供应晚餐|供应啤酒,,https://maps.google.com/?cid=7648767154952734357&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJRYoaRACZ4jARZex70XIb5sc,美食餐饮,JC Restaurant,,thai_restaurant,泰国餐厅,,,,"95 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762958,100.501256,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=14404230638145891429&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJf7MtHJyZ4jAR77CMPknmTVM,美食餐饮,Jae Su Meatball,,thai_restaurant,泰国餐厅,,,,"QF4P+CGJ, Siriraj, Bangkok Noi, Bangkok 10700",13.756097,100.486255,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=6002707080611148015&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJWTPmFLae4jARoALc_ZiIl40,美食餐饮,Janrapee,,thai_restaurant,泰国餐厅,,,,"226/8 Thanon Si Ayutthaya, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.769715,100.50694,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=10202773671506608800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9x0Vf5mZ4jARJn9ke1ewvnY,美食餐饮,Jeda Tam Laek - เจ๊ดา ตำแหลก (ส้มตำ ถนน ตะนาว),Jeda Tam Laek - เจ๊ดา ตำแหลก (ส้มตำ ถนน ตะนาว),thai_restaurant,泰国餐厅,4.8,4,,"เลขที่ 22 ศาลเจ้าพ่อเสือ Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752821,100.49762,拍那空县,虎神庙区,,+66 2 225 5290,,适合团体|外带|配送|堂食|供应早午餐|供应午餐,,https://maps.google.com/?cid=8556470231829348134&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ90OLPmyZ4jARq8TU-KeChJk,美食餐饮,Jeng Noodle Thai Food & Vegetarian,,thai_restaurant,泰国餐厅,,,,"30 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763514,100.499606,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=11062110242674623659&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJuzr5zYWZ4jAREDo1lA7aJmk,美食餐饮,Jiew Joke Bang Lamphu,,thai_restaurant,泰国餐厅,,,,"182 Thanon Tani, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759903,100.498843,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=7576983179248351760&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJexcfml-Z4jARPGvNvOoZ7Fk,美食餐饮,Jok Phochana,,thai_restaurant,泰国餐厅,,,,"34 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763557,100.499598,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=6479582459859921724&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_9VOy6WZ4jARW-tnUCL61C0,美食餐饮,Jom Yut Fishball Noodles,,thai_restaurant,泰国餐厅,,,,"173 Yaowarat Rd, แขวง Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741502,100.5088,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=3302539452054235995&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJt74xtW2Z4jARZCPapWTUI1M,美食餐饮,Kanin the Rabbit Restaurant and Eatery,,thai_restaurant,泰国餐厅,,,,"45, 3 Soi Samsen 6, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763575,100.50147,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=5990865458077246308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhTjH7T-Z4jARQRFANln2qGI,美食餐饮,Kaolao Nang Loeng Pork Brain Shop,ร้านเกาเหลาสมองหมู นางเลิ้ง,thai_restaurant,泰国餐厅,4.7,245,PRICE_LEVEL_INEXPENSIVE,"5 22 Thanon Chakkraphatdi Phong, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10110",13.758964,100.509156,邦巴沙都拍县,Wat Sommanat,星期一: 09:30–15:30 | 星期二: 09:30–15:30 | 星期三: 09:30–15:30 | 星期四: 09:30–15:30 | 星期五: 09:30–15:30 | 星期六: 09:30–15:30 | 星期日: 休息,+66 2 281 5748,https://m.facebook.com/pg/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%81%E0%B8%B2%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%AA%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%99%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B9%89%E0%B8%87-199162393838532/photos/?ref=page_internal&mt_nav=0,有洗手间|外带|堂食|供应早午餐|供应午餐,,https://maps.google.com/?cid=7109202874827018561&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJYbQzQQCZ4jARexVH72dz2xg,美食餐饮,Kashmir Restaurant,,thai_restaurant,泰国餐厅,,,,"72 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76311,100.501514,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=1791152167043143035&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJBSEv-rqZ4jAR3l1JzU8O_Wk,美食餐饮,Kha Mu Boran (Kathu) – Phuket - MICHELIN Guide Lucky Rich,,thai_restaurant,泰国餐厅,4.7,641,PRICE_LEVEL_INEXPENSIVE,"216/3-4 10200 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10240",13.758088,100.498633,拍那空县,哒叻裕区,星期一: 11:00–06:00 | 星期二: 11:00–06:00 | 星期三: 11:00–06:00 | 星期四: 11:00–06:00 | 星期五: 11:00–06:00 | 星期六: 11:00–06:00 | 星期日: 11:00–06:00,+66 81 135 1168,,适合儿童|适合团体|外带|堂食|供应午餐|供应晚餐|供应甜品|供应啤酒,,https://maps.google.com/?cid=7637276278999571934&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0Ynx4WyZ4jARAo35pEZ9xyI,美食餐饮,Khanom Chin Ban Phu Kan Bang Lamphu 咖哩米線,,thai_restaurant,泰国餐厅,,,,"147 20-22 Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760631,100.498742,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=2506109460023971074&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ36_5U2KZ4jARnn8qdb-Cq_I,美食餐饮,Khanum Jeen Paa Da,ขนมจีนป้าดา,thai_restaurant,泰国餐厅,5.0,6,,"3 3 Thanon Atsadang, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756255,100.495492,拍那空县,虎神庙区,星期一: 09:00–16:30 | 星期二: 09:00–16:30 | 星期三: 09:00–16:30 | 星期四: 09:00–16:30 | 星期五: 09:00–16:30 | 星期六: 09:00–16:30 | 星期日: 09:00–16:30,,,外带|堂食|供应早午餐|供应午餐,,https://maps.google.com/?cid=17486213737012166558&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_TuJU-KZ4jARBRLHYMKQ05I,美食餐饮,Khao Dong Moo Daeng,,thai_restaurant,泰国餐厅,,,,"Soi Trok Watrakhang, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755515,100.486593,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=10579959114145141253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhdkNRSKZ4jARo-VgQ65HGYU,美食餐饮,Khao Gaeng Jek Pui (Je Chie),ข้าวแกงเจ็กปุ๊ย (เจ๊เฉีย),thai_restaurant,泰国餐厅,4.5,1915,PRICE_LEVEL_INEXPENSIVE,"25 Mangkon Rd, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.743752,100.509019,三攀他旺县,差甲瓦區,星期一: 14:00–19:30 | 星期二: 14:00–19:30 | 星期三: 14:00–19:30 | 星期四: 14:00–19:30 | 星期五: 14:00–19:30 | 星期六: 14:00–19:30 | 星期日: 14:00–19:30,+66 2 222 5229,https://www.facebook.com/profile.php?id=100060608990015&mibextid=ZbWKwL,户外座位|外带|堂食|供应午餐|供应晚餐,,https://maps.google.com/?cid=9590775695242487203&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJY4Y5GceZ4jARBxlBLU6Li3Q,美食餐饮,Khao Kang 1974,,thai_restaurant,泰国餐厅,,,,"QF5X+WHR, Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759869,100.4989,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=8397959098045372679&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJuTbsIQCZ4jARRj3aqz__2mA,美食餐饮,Khao San Pad Thai with Egg wrap,,thai_restaurant,泰国餐厅,5.0,5,,"QF5X+F5P, Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758703,100.497963,拍那空县,哒叻裕区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,适合团体|外带|堂食|供应晚餐,,https://maps.google.com/?cid=6979171221495233862&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJeT5WbgqZ4jARUX8i1UQkXxg,美食餐饮,Khao Soi Tem Suirt ข้าวซอยเต็มสูตร,,thai_restaurant,泰国餐厅,,,,"77/7 ซอย วังหลัง Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755668,100.485611,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=1756162257749966673&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJc1iumRKZ4jARTth7ELdyDfw,美食餐饮,Khrua Ratchadamnoen,ครัวราชดำเนิน,thai_restaurant,泰国餐厅,3.8,17,,"2-4 Thanon Ratchadamnoen Klang, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 1020",13.757131,100.495734,拍那空县,波稳尼威区,星期一: 11:00–23:00 | 星期二: 11:00–23:00 | 星期三: 11:00–23:00 | 星期四: 11:00–23:00 | 星期五: 11:00–23:00 | 星期六: 23:00–00:00 | 星期日: 00:00–23:00,,,可预约|适合儿童|适合团体|有洗手间|外带|堂食|供应早午餐|供应午餐|供应晚餐|供应啤酒,,https://maps.google.com/?cid=18162299002836211790&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJP7FBkRGZ4jARQhD6fClpux4,美食餐饮,Khrua Som Hom,ครัวส้มหอม,thai_restaurant,泰国餐厅,4.7,181,PRICE_LEVEL_MODERATE,"81 Phraeng Phuthon Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752175,100.497706,拍那空县,虎神庙区,"星期一: 10:30–13:00, 16:00–19:00 | 星期二: 10:30–13:00, 16:00–19:00 | 星期三: 10:30–13:00, 16:00–19:00 | 星期四: 10:30–13:00, 16:00–19:00 | 星期五: 10:30–13:00, 16:00–19:00 | 星期六: 休息 | 星期日: 休息",+66 94 241 9386,,可预约|适合团体|有洗手间|外带|堂食|供应早午餐|供应午餐|供应晚餐,,https://maps.google.com/?cid=2214479268694069314&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJrfiORG6Z4jARSNgY2uztUlM,美食餐饮,Kin Lom Chom Saphan,,thai_restaurant,泰国餐厅,,,,"11, 6 Chakrabongse Rd, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766126,100.497646,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=6004122854765418568&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYXEMGACZ4jAR6-ByPaeWtr8,美食餐饮,Kodcha's Street Food,,thai_restaurant,泰国餐厅,5.0,7,,"202, 198 Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758662,100.498057,拍那空县,哒叻裕区,,,,适合团体|外带|堂食|供应晚餐,,https://maps.google.com/?cid=13814394552040218859&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJN8lqeBSZ4jAReT6qXHgmoas,美食餐饮,Krua Apsorn @Dinso,ครัวอัปษร สาขาดินสอ,thai_restaurant,泰国餐厅,4.3,3925,PRICE_LEVEL_MODERATE,"169 169/1 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755215,100.501655,拍那空县,大秋千区,星期一: 10:30–20:30 | 星期二: 10:30–20:30 | 星期三: 10:30–20:30 | 星期四: 10:30–20:30 | 星期五: 10:30–20:30 | 星期六: 10:30–20:30 | 星期日: 10:30–20:30,+66 80 550 0310,https://www.facebook.com/kruaapsorn/,可预约|适合儿童|适合团体|有洗手间|外带|配送|堂食|路边取餐|供应早午餐|供应午餐|供应晚餐|供应咖啡|供应甜品|供应啤酒|供应素食|无障碍入口|无障碍停车|无障碍座位,,https://maps.google.com/?cid=12367208350128684665&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJXRu_DwCZ4jAR4rdgLilSe9A,美食餐饮,Krua Jiang Mai,,thai_restaurant,泰国餐厅,,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu QG42+GPJ邮政编码: 10200",13.756331,100.501765,拍那空县,波稳尼威区,,,,外带|堂食|供应晚餐,,https://maps.google.com/?cid=15022691318849648610&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ28KKTQCZ4jARnIWxhfKgl6U,美食餐饮,Krua Kitchen & Gallery,,thai_restaurant,泰国餐厅,4.9,19,PRICE_LEVEL_MODERATE,"362 Thanon Chakkraphatdi Phong, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.752381,100.508812,邦巴沙都拍县,班巴区,星期一: 休息 | 星期二: 10:30–20:00 | 星期三: 10:30–20:00 | 星期四: 10:30–20:00 | 星期五: 10:30–20:00 | 星期六: 10:30–20:00 | 星期日: 10:30–20:00,+66 96 642 6924,https://www.facebook.com/share/18bEV36v2v/?mibextid=wwXIfr,可预约|适合团体|外带|堂食|供应晚餐,,https://maps.google.com/?cid=11932182701226952092&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJmVHRQgqZ4jAR17qbmQ9tXrA,美食餐饮,Krua Suwanna Wanglang,,thai_restaurant,泰国餐厅,,,,"92 ซอย วังหลัง Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.755395,100.484848,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=12708715112255175383&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJk61ehSGZ4jARu78MFr8zKnE,美食餐饮,Kuay Jab Nai Huan,,thai_restaurant,泰国餐厅,,,,"4 Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740618,100.509193,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=8154386971109408699&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZ1Zj9CGZ4jARozjDFDNpisI,美食餐饮,Kuay Jab Nay Lek,,thai_restaurant,泰国餐厅,4.3,88,PRICE_LEVEL_INEXPENSIVE,"362 Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741009,100.508323,三攀他旺县,差甲瓦區,星期一: 休息 | 星期二: 18:00–00:30 | 星期三: 18:00–00:30 | 星期四: 18:00–00:30 | 星期五: 18:00–00:30 | 星期六: 18:00–00:30 | 星期日: 18:00–00:30,,https://www.eatingthaifood.com/kuay-jab/,外带|堂食|供应午餐|供应晚餐,,https://maps.google.com/?cid=14018132458256677027&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJn7W6IwqZ4jARHEjVlfUkWRc,美食餐饮,Kuay Tiew Kon Thai (Thai noodles),,thai_restaurant,泰国餐厅,,,,"292 Thanon Arun Amarin, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.75417,100.486235,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=1682416572998961180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOZAOPgCZ4jARYrh6x1mnAi4,美食餐饮,LAMPU.BKK,,thai_restaurant,泰国餐厅,,,,"153 Soi Lamphu, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764648,100.497867,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=3315396279738742882&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJn11fxiOZ4jAR2L8FwYje-pA,美食餐饮,Lao Song Heng,เล่าซ่งเฮง 劉松興,thai_restaurant,泰国餐厅,4.2,165,PRICE_LEVEL_INEXPENSIVE,"547 Phlap Phla Chai Rd, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.742325,100.510832,邦巴沙都拍县,Pom Prap,星期一: 07:30–14:00 | 星期二: 休息 | 星期三: 07:30–14:00 | 星期四: 07:30–14:00 | 星期五: 07:30–14:00 | 星期六: 07:30–14:00 | 星期日: 07:30–14:00,+66 2 623 3080,https://www.wongnai.com/restaurants/67174ro-%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%B2%E0%B8%8B%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%AE%E0%B8%87,有洗手间|外带|堂食|供应早餐|供应早午餐|供应午餐,,https://maps.google.com/?cid=10446906964574584792&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ48-8nE6Z4jAROuXXOnr-O_o,美食餐饮,Larb U-Bon,,thai_restaurant,泰国餐厅,,,,"244 TEVES Soi 3 Khwaeng Bang Khun Phrom, PRANAKORN Krung Thep Maha Nakhon 10200",13.766845,100.505955,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=18031285334034605370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
