Google地点ID,地点名称,服务属性,是否支持
ChIJ03X0eACZ4jAREajPxa2Nimw,Nuova Pizza and Wine,可预约,是
ChIJMeuKFSOZ4jARUu8H45jcHu8,The Pizza Company พลับพลาไชย,无障碍停车,否
ChIJMeuKFSOZ4jARUu8H45jcHu8,The Pizza Company พลับพลาไชย,可预约,是
ChIJ264jdgqZ4jAREYT_fWuNA2s,168 Thai Restaurant - ศาลเจ้าพ่อเสือ Chao Pho Suea Shrine,可预约,是
ChIJ13qmVv2Z4jARasrRb3-4JLY,AME House Matcha & Donburiสาขาแม้นศรี,可预约,是
ChIJxTopLxOZ4jARpVknS2lBC6E,AT THE HUB,无障碍入口,否
ChIJxTopLxOZ4jARpVknS2lBC6E,AT THE HUB,无障碍停车,否
ChIJxTopLxOZ4jARpVknS2lBC6E,AT THE HUB,无障碍座位,否
ChIJxTopLxOZ4jARpVknS2lBC6E,AT THE HUB,可预约,是
ChIJxTopLxOZ4jARpVknS2lBC6E,AT THE HUB,无障碍洗手间,否
ChIJa6gDbyWZ4jAREBLYCZzTBvc,Annop BKK,可预约,是
ChIJrRdLlhiZ4jARtyMLUAdf1rU,Ao Roasted Pork,无障碍入口,否
ChIJrRdLlhiZ4jARtyMLUAdf1rU,Ao Roasted Pork,无障碍停车,否
ChIJrRdLlhiZ4jARtyMLUAdf1rU,Ao Roasted Pork,无障碍座位,否
ChIJrRdLlhiZ4jARtyMLUAdf1rU,Ao Roasted Pork,可预约,否
ChIJAaaqGx-Z4jARaCGcBdkuiSQ,Ar Liang Dumpling,无障碍座位,否
ChIJAaaqGx-Z4jARaCGcBdkuiSQ,Ar Liang Dumpling,可预约,否
ChIJJTTQdz2Z4jARp7qYi8W8s90,Arsang Fish Ball Noodles,无障碍入口,否
ChIJJTTQdz2Z4jARp7qYi8W8s90,Arsang Fish Ball Noodles,无障碍停车,否
ChIJJTTQdz2Z4jARp7qYi8W8s90,Arsang Fish Ball Noodles,无障碍座位,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,适合儿童,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,适合观看体育,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,有洗手间,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,户外座位,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,外带,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,配送,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,堂食,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,路边取餐,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,供应咖啡,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,供应甜品,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,供应啤酒,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,供应鸡尾酒,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,供应葡萄酒,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,无障碍入口,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,无障碍停车,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,无障碍座位,否
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,可预约,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,适合团体,是
ChIJPWb36AyZ4jAR98-qaNJ4giA,BBQ RoofTop River View,供应晚餐,是
ChIJ8_OeuzeZ4jARdM2W8yWnCTI,BEST​ SELLER!,可预约,是
ChIJ_yeygxqZ4jARCF8Y5X9DQC4,Bambad Alley Khua Kai / Suki,无障碍入口,否
ChIJ_yeygxqZ4jARCF8Y5X9DQC4,Bambad Alley Khua Kai / Suki,无障碍停车,否
ChIJ_yeygxqZ4jARCF8Y5X9DQC4,Bambad Alley Khua Kai / Suki,无障碍座位,否
ChIJrT-93hSZ4jARwkjO-fb5pmQ,Ban Phanfa,可预约,是
ChIJiw1e3iGZ4jARHpQvHy3CVTQ,Boon Tong Kee The Old Siam Plaza,无障碍入口,是
ChIJiw1e3iGZ4jARHpQvHy3CVTQ,Boon Tong Kee The Old Siam Plaza,无障碍停车,是
ChIJJRxP1guZ4jAR_hGejeCKp5E,CORNER 144,无障碍座位,是
ChIJJRxP1guZ4jAR_hGejeCKp5E,CORNER 144,可预约,是
ChIJjxa1JO6Z4jAR_ZWYcQB6Xv4,Cathay Fish Maw,无障碍入口,否
ChIJjxa1JO6Z4jAR_ZWYcQB6Xv4,Cathay Fish Maw,无障碍停车,否
ChIJjxa1JO6Z4jAR_ZWYcQB6Xv4,Cathay Fish Maw,无障碍座位,否
ChIJjxa1JO6Z4jAR_ZWYcQB6Xv4,Cathay Fish Maw,可预约,否
ChIJWTtrQhuZ4jARgG4oKXr5OZY,Chaiyapruet,无障碍停车,否
ChIJb5Ra9T2Z4jARms0h8ra_tbk,Chaloem Nakhon,无障碍入口,否
ChIJb5Ra9T2Z4jARms0h8ra_tbk,Chaloem Nakhon,无障碍停车,否
ChIJb5Ra9T2Z4jARms0h8ra_tbk,Chaloem Nakhon,无障碍座位,否
ChIJb5Ra9T2Z4jARms0h8ra_tbk,Chaloem Nakhon,可预约,是
ChIJTb2lHxuZ4jARUaFxL7i8dBo,Chan Yai Restaurant,无障碍入口,否
ChIJTb2lHxuZ4jARUaFxL7i8dBo,Chan Yai Restaurant,无障碍停车,否
ChIJTb2lHxuZ4jARUaFxL7i8dBo,Chan Yai Restaurant,无障碍座位,否
ChIJYRd9pS-Z4jARRLnapM5fozg,Claypot King Chinatown,无障碍入口,否
ChIJYRd9pS-Z4jARRLnapM5fozg,Claypot King Chinatown,无障碍停车,否
ChIJYRd9pS-Z4jARRLnapM5fozg,Claypot King Chinatown,无障碍座位,否
ChIJYRd9pS-Z4jARRLnapM5fozg,Claypot King Chinatown,可预约,是
ChIJa_mAXNaZ4jAR_IhchxVGzZQ,Coffee Room Yaowarat,无障碍入口,是
ChIJa_mAXNaZ4jAR_IhchxVGzZQ,Coffee Room Yaowarat,无障碍停车,是
ChIJa_mAXNaZ4jAR_IhchxVGzZQ,Coffee Room Yaowarat,无障碍座位,是
ChIJa_mAXNaZ4jAR_IhchxVGzZQ,Coffee Room Yaowarat,可预约,是
ChIJa_mAXNaZ4jAR_IhchxVGzZQ,Coffee Room Yaowarat,无障碍洗手间,否
ChIJaXAFO92Z4jARbFGadP5vEdM,Din Restaurant and Jazz Bar,可预约,是
ChIJ97RhgBaZ4jAR_ZOFaDAOZws,Duck rice porridge The Fat Duck (original),无障碍入口,否
ChIJ97RhgBaZ4jAR_ZOFaDAOZws,Duck rice porridge The Fat Duck (original),无障碍停车,否
ChIJ97RhgBaZ4jAR_ZOFaDAOZws,Duck rice porridge The Fat Duck (original),无障碍座位,否
ChIJ97RhgBaZ4jAR_ZOFaDAOZws,Duck rice porridge The Fat Duck (original),可预约,否
ChIJ8ZwztiOZ4jARiPcpiChxHoc,Fish Congee (Bean Sprout Alley),无障碍入口,是
ChIJ8ZwztiOZ4jARiPcpiChxHoc,Fish Congee (Bean Sprout Alley),无障碍停车,否
ChIJ8ZwztiOZ4jARiPcpiChxHoc,Fish Congee (Bean Sprout Alley),无障碍座位,否
ChIJ8ZwztiOZ4jARiPcpiChxHoc,Fish Congee (Bean Sprout Alley),可预约,是
ChIJHexyelOZ4jARLR0CAyA8csI,Go-Ang Pratunam Chicken Rice (Chinatown),无障碍座位,否
ChIJI5hrGwOZ4jARnIGrjOAxdXI,Helo Nomsod,无障碍入口,否
ChIJB7pj8wSZ4jARdZ21D2BcB3M,Hia Mak Tofu Pudding & Grass Jelly,可预约,否
ChIJ44UokRCZ4jARg-JS_I2_HPg,Hiso Curry Rice Pa Aew,无障碍入口,否
ChIJ44UokRCZ4jARg-JS_I2_HPg,Hiso Curry Rice Pa Aew,无障碍停车,否
ChIJ44UokRCZ4jARg-JS_I2_HPg,Hiso Curry Rice Pa Aew,无障碍座位,否
ChIJ44UokRCZ4jARg-JS_I2_HPg,Hiso Curry Rice Pa Aew,可预约,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,适合儿童,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,适合观看体育,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,有洗手间,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,户外座位,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,外带,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,堂食,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,路边取餐,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应早餐,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应早午餐,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应午餐,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应咖啡,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应甜品,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应啤酒,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应鸡尾酒,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应葡萄酒,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,现场音乐,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,无障碍入口,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,无障碍停车,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,无障碍座位,否
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,可预约,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,适合团体,是
ChIJB3z_C7GZ4jARldFjsPjsfsc,IM En Ville,供应晚餐,是
ChIJcd--0RKZ4jARLWyNKveEf5o,Is Orange,无障碍停车,否
ChIJsX86ihmZ4jARWBVg5pZlItc,J Poon Fried Chicken,无障碍入口,否
ChIJsX86ihmZ4jARWBVg5pZlItc,J Poon Fried Chicken,无障碍停车,否
ChIJsX86ihmZ4jARWBVg5pZlItc,J Poon Fried Chicken,无障碍座位,否
ChIJZejJhWCZ4jARgjnNFeZkQq4,JAM JAM Chinatown,可预约,是
ChIJNTVPQdOZ4jAR4YXnjlySBOU,Jackson,可预约,是
ChIJ4XSusB-Z4jARM-YBXN88dK0,Jae Mali Pork Blood Soup,无障碍入口,否
ChIJ4XSusB-Z4jARM-YBXN88dK0,Jae Mali Pork Blood Soup,无障碍停车,否
ChIJ4XSusB-Z4jARM-YBXN88dK0,Jae Mali Pork Blood Soup,无障碍座位,否
ChIJ4XSusB-Z4jARM-YBXN88dK0,Jae Mali Pork Blood Soup,可预约,是
ChIJv-2SmnaZ4jARoSgQCsEcXkU,Jae Sri Ho Mok Sampheng,无障碍入口,否
ChIJv-2SmnaZ4jARoSgQCsEcXkU,Jae Sri Ho Mok Sampheng,无障碍停车,否
ChIJv-2SmnaZ4jARoSgQCsEcXkU,Jae Sri Ho Mok Sampheng,无障碍座位,否
ChIJtYCmoqiZ4jAR31a9G1s_9fE,Jay Duean Restaurant Khao Kaeng -kร้านเจ๊เดือนข้าวแกง-ไก่มะระหมูตุ๋น,无障碍入口,是
ChIJrbl29xaZ4jARf2vk9rryuWU,Jay Hung's Kitchen - ครัวเจ๊ฮุ้ง,可预约,是
ChIJORiK5hOZ4jAR5hRiKwXnJ_M,Jit Charcoal Stove Pad Thai and A la carte,无障碍入口,否
ChIJORiK5hOZ4jAR5hRiKwXnJ_M,Jit Charcoal Stove Pad Thai and A la carte,无障碍停车,否
ChIJORiK5hOZ4jAR5hRiKwXnJ_M,Jit Charcoal Stove Pad Thai and A la carte,无障碍座位,否
ChIJ7V-jhBGZ4jARIcNyxq2Qry8,Khanom Chin Mae Chan,无障碍停车,否
ChIJ7V-jhBGZ4jARIcNyxq2Qry8,Khanom Chin Mae Chan,无障碍座位,否
ChIJv_uJ6nyZ4jARh8DLBhzeSnY,Khao Gaeng Hia Hee (Curry),无障碍入口,否
ChIJv_uJ6nyZ4jARh8DLBhzeSnY,Khao Gaeng Hia Hee (Curry),无障碍停车,否
ChIJv_uJ6nyZ4jARh8DLBhzeSnY,Khao Gaeng Hia Hee (Curry),无障碍座位,否
ChIJv_uJ6nyZ4jARh8DLBhzeSnY,Khao Gaeng Hia Hee (Curry),可预约,否
ChIJrUiQXyGZ4jAR6HZAhYZlll0,Khao Kha Moo Sai Tua Jae Ta,无障碍入口,否
ChIJrUiQXyGZ4jAR6HZAhYZlll0,Khao Kha Moo Sai Tua Jae Ta,无障碍停车,否
ChIJrUiQXyGZ4jAR6HZAhYZlll0,Khao Kha Moo Sai Tua Jae Ta,无障碍座位,否
ChIJrUiQXyGZ4jAR6HZAhYZlll0,Khao Kha Moo Sai Tua Jae Ta,可预约,否
ChIJTyVYej6Z4jAR_1fpix79NfM,Khao Man Kai Jae Yi,无障碍入口,否
ChIJTyVYej6Z4jAR_1fpix79NfM,Khao Man Kai Jae Yi,无障碍停车,否
ChIJTyVYej6Z4jAR_1fpix79NfM,Khao Man Kai Jae Yi,无障碍座位,是
ChIJTyVYej6Z4jAR_1fpix79NfM,Khao Man Kai Jae Yi,可预约,否
ChIJB9pVtRKZ4jARo5mxIaIm54A,Khaosan Center,无障碍座位,是
ChIJg3RpzmyZ4jARm9PuUx4HOgM,Khrua Bawon,可预约,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,适合儿童,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,适合观看体育,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,有洗手间,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,户外座位,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,外带,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,配送,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,堂食,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应早餐,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应午餐,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应咖啡,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应甜品,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应啤酒,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应鸡尾酒,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应葡萄酒,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,现场音乐,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,无障碍入口,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,无障碍停车,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,无障碍座位,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,可预约,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,允许携带宠物,否
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,适合团体,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,供应晚餐,是
ChIJHyntig2Z4jARAeCVZN74Blk,Khun Lek Porridge,无障碍洗手间,是
ChIJG_YCtDqZ4jARGwg4OXAdtLc,Kitchen by Siri,可预约,是
ChIJsSbzLyKZ4jAR7ZXNBe7UuaI,Krua Porn La Mai,无障碍入口,否
ChIJsSbzLyKZ4jAR7ZXNBe7UuaI,Krua Porn La Mai,无障碍停车,否
ChIJsSbzLyKZ4jAR7ZXNBe7UuaI,Krua Porn La Mai,无障碍座位,否
ChIJsSbzLyKZ4jAR7ZXNBe7UuaI,Krua Porn La Mai,可预约,是
ChIJT-b1NGWZ4jARNsCF7DSHTMg,Kyauk Suchada Noodle Restaurant - ร้านก๋วยเตี๋ยวแคระสุชาดา,无障碍入口,否
ChIJT-b1NGWZ4jARNsCF7DSHTMg,Kyauk Suchada Noodle Restaurant - ร้านก๋วยเตี๋ยวแคระสุชาดา,无障碍停车,否
ChIJT-b1NGWZ4jARNsCF7DSHTMg,Kyauk Suchada Noodle Restaurant - ร้านก๋วยเตี๋ยวแคระสุชาดา,无障碍座位,否
ChIJ1R4RhAyZ4jARx36oFY10NWw,MAMA’S Indian Cuisine,无障碍入口,是
ChIJ1R4RhAyZ4jARx36oFY10NWw,MAMA’S Indian Cuisine,可预约,是
ChIJDxdbiBOZ4jAR1gIVpfph_LU,Mae Pranom Original Thai Food,无障碍停车,否
ChIJDxdbiBOZ4jAR1gIVpfph_LU,Mae Pranom Original Thai Food,可预约,否
ChIJtw14yz2Z4jARNGSfDyVDsZQ,Maen Si Fishball & Noodles,无障碍座位,否
ChIJtw14yz2Z4jARNGSfDyVDsZQ,Maen Si Fishball & Noodles,可预约,否
ChIJQ2GkLwCZ4jARN-Hrd11fO8A,Mall Emsphere,无障碍入口,是
ChIJQ2GkLwCZ4jARN-Hrd11fO8A,Mall Emsphere,无障碍停车,是
ChIJvdfe26KZ4jARt1sX0-ntNpA,Millionaire Club Khaosan,可预约,是
ChIJj7-DS9OZ4jARj_wKk794f54,My Darling Khaosan,可预约,是
ChIJyQwQD1aZ4jARZK5dAnL8ifY,Na Projects Group,可预约,是
ChIJFVSJhxOZ4jAR-2CE3lMwTtY,Namo Kitchen,无障碍停车,否
ChIJFVSJhxOZ4jAR-2CE3lMwTtY,Namo Kitchen,可预约,是
ChIJc5rj6SuZ4jAROdkxJh0QSw0,Nothing Sacred,可预约,是
ChIJCXz1F9yZ4jARwlUnJbjW02g,Ohh Khun Phra,无障碍入口,是
ChIJCXz1F9yZ4jARwlUnJbjW02g,Ohh Khun Phra,无障碍停车,是
ChIJCXz1F9yZ4jARwlUnJbjW02g,Ohh Khun Phra,无障碍座位,否
ChIJCXz1F9yZ4jARwlUnJbjW02g,Ohh Khun Phra,可预约,是
ChIJCXz1F9yZ4jARwlUnJbjW02g,Ohh Khun Phra,无障碍洗手间,否
ChIJyXU5KCyZ4jARunPlLYwdtkU,Olá Thai Tapas Bar And Cafe,无障碍入口,是
ChIJyXU5KCyZ4jARunPlLYwdtkU,Olá Thai Tapas Bar And Cafe,无障碍座位,是
ChIJyXU5KCyZ4jARunPlLYwdtkU,Olá Thai Tapas Bar And Cafe,可预约,是
ChIJnxSGKvqZ4jARf5ul3rPEfc4,Pa Auan Pochana,无障碍停车,否
ChIJuezdhBGZ4jAR_IQccITw2xk,Pa Thong Ko Sawoei,无障碍入口,否
ChIJuezdhBGZ4jAR_IQccITw2xk,Pa Thong Ko Sawoei,无障碍停车,否
ChIJuezdhBGZ4jAR_IQccITw2xk,Pa Thong Ko Sawoei,无障碍座位,否
ChIJmUWrZWGZ4jARDCXYNE33EhM,Pa Tong Go Saveoy Yaowarat,无障碍入口,否
ChIJmUWrZWGZ4jARDCXYNE33EhM,Pa Tong Go Saveoy Yaowarat,无障碍停车,否
ChIJmUWrZWGZ4jARDCXYNE33EhM,Pa Tong Go Saveoy Yaowarat,无障碍座位,否
ChIJEzz5fyGZ4jAR9p3C9M69Nzc,Pae Sia Dimsum,无障碍入口,否
ChIJEzz5fyGZ4jAR9p3C9M69Nzc,Pae Sia Dimsum,无障碍停车,否
ChIJEzz5fyGZ4jAR9p3C9M69Nzc,Pae Sia Dimsum,无障碍座位,否
ChIJEzz5fyGZ4jAR9p3C9M69Nzc,Pae Sia Dimsum,可预约,否
ChIJfzrimhGZ4jAR7RoMyWMhmAM,Phraeng Nara Pork Balls,无障碍入口,否
ChIJfzrimhGZ4jAR7RoMyWMhmAM,Phraeng Nara Pork Balls,无障碍停车,否
ChIJfzrimhGZ4jAR7RoMyWMhmAM,Phraeng Nara Pork Balls,无障碍座位,否
ChIJfzrimhGZ4jAR7RoMyWMhmAM,Phraeng Nara Pork Balls,可预约,否
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,适合儿童,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,适合观看体育,否
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,有洗手间,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,户外座位,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,外带,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,堂食,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,供应咖啡,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,供应甜品,是
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,供应葡萄酒,否
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,现场音乐,否
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,无障碍停车,否
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,无障碍座位,否
ChIJFSM1lhGZ4jARqDCVNrd8r-4,Phuthon Bar,适合团体,是
ChIJtU15dvyZ4jAR2H0-lZCae5U,Pi Mao Rad Na Rim Khlong Lord,无障碍停车,否
ChIJtU15dvyZ4jAR2H0-lZCae5U,Pi Mao Rad Na Rim Khlong Lord,无障碍座位,否
ChIJZc_U2mmZ4jARsxbUBm93gzE,Prempracha Restaurant,可预约,是
ChIJhaAL-XqZ4jARML4qutNfN5Y,ROOM 191 Khaosan,可预约,是
ChIJZ7zuxyOZ4jARt44ul-ZcljE,Rabbit Hill,无障碍入口,否
ChIJZ7zuxyOZ4jARt44ul-ZcljE,Rabbit Hill,无障碍停车,否
ChIJZ7zuxyOZ4jARt44ul-ZcljE,Rabbit Hill,无障碍座位,否
ChIJZ7zuxyOZ4jARt44ul-ZcljE,Rabbit Hill,可预约,是
ChIJb1fij9qe4jARuh9QsXf24Do,Rat Na Yot Phak 40 Years,无障碍入口,否
ChIJb1fij9qe4jARuh9QsXf24Do,Rat Na Yot Phak 40 Years,无障碍停车,否
ChIJb1fij9qe4jARuh9QsXf24Do,Rat Na Yot Phak 40 Years,无障碍座位,否
ChIJb1fij9qe4jARuh9QsXf24Do,Rat Na Yot Phak 40 Years,可预约,否
ChIJcaYZ3oKZ4jARWvWYYAXFlnI,Rere Khaosan,可预约,是
ChIJNwV8nxuZ4jARFMSUwQspByM,Roti Na Poh Chang,无障碍入口,否
ChIJNwV8nxuZ4jARFMSUwQspByM,Roti Na Poh Chang,无障碍停车,否
ChIJNwV8nxuZ4jARFMSUwQspByM,Roti Na Poh Chang,无障碍座位,否
ChIJYQ_8zRmZ4jAR4WOf-cLAKFE,Saphan Lek Chicken Rice,无障碍入口,否
ChIJYQ_8zRmZ4jAR4WOf-cLAKFE,Saphan Lek Chicken Rice,无障碍停车,否
ChIJYQ_8zRmZ4jAR4WOf-cLAKFE,Saphan Lek Chicken Rice,无障碍座位,否
ChIJfROy7hKZ4jAREsxPs6EGxWk,Sky High,无障碍入口,是
ChIJfROy7hKZ4jAREsxPs6EGxWk,Sky High,无障碍停车,是
ChIJfROy7hKZ4jAREsxPs6EGxWk,Sky High,无障碍座位,是
ChIJfROy7hKZ4jAREsxPs6EGxWk,Sky High,可预约,是
ChIJfROy7hKZ4jAREsxPs6EGxWk,Sky High,无障碍洗手间,是
ChIJ-aetqBeZ4jARJjz3wFjKzjw,Supa Restaurant,可预约,是
ChIJFWOR_aWZ4jARORORYwy3Yig,Sweet Restaurant,可预约,是
ChIJxxrpyPKZ4jARYICwYOfrnmk,TANA (ธนา),无障碍入口,否
ChIJxxrpyPKZ4jARYICwYOfrnmk,TANA (ธนา),可预约,是
ChIJGdq0TB-Z4jARNLGes6btNP4,Tang Jing Dong Porridge 陳進忠,可预约,否
ChIJg08A1zKZ4jARjfeFmhd4BbE,Tha Arun,可预约,是
ChIJCXn-jhaZ4jARwB4hkYLPC18,Thai Food at Samranrat,无障碍入口,否
ChIJCXn-jhaZ4jARwB4hkYLPC18,Thai Food at Samranrat,无障碍停车,否
ChIJCXn-jhaZ4jARwB4hkYLPC18,Thai Food at Samranrat,可预约,否
ChIJRZUW6BGZ4jARlUw_qmJ0fgY,Thai Tham,无障碍入口,否
ChIJRZUW6BGZ4jARlUw_qmJ0fgY,Thai Tham,无障碍停车,否
ChIJRZUW6BGZ4jARlUw_qmJ0fgY,Thai Tham,无障碍座位,否
ChIJj8e0G72Z4jARLs4etGWH7Ik,"Ton ton - Coffee, Eggs & Baked Goods",可预约,是
ChIJA2Z8OAeZ4jARVok28aPlzyk,Trok khrut cafe :ตรอกครุฑ คาเฟ่,可预约,是
ChIJA_2vlBGZ4jARg6h5m7HuQys,Udom Potchana,无障碍入口,否
ChIJA_2vlBGZ4jARg6h5m7HuQys,Udom Potchana,无障碍停车,否
ChIJA_2vlBGZ4jARg6h5m7HuQys,Udom Potchana,无障碍座位,否
ChIJBVvffxaZ4jARmmTsri3Y3Bo,"Wu’s Yong Tau Foo, Ghost Gate",无障碍入口,否
ChIJBVvffxaZ4jARmmTsri3Y3Bo,"Wu’s Yong Tau Foo, Ghost Gate",无障碍停车,否
ChIJBVvffxaZ4jARmmTsri3Y3Bo,"Wu’s Yong Tau Foo, Ghost Gate",无障碍座位,否
ChIJBVvffxaZ4jARmmTsri3Y3Bo,"Wu’s Yong Tau Foo, Ghost Gate",可预约,否
ChIJpX2KRsCZ4jARA6dk8rDID-U,Yellow Curry Studio | แกงเหลืองสตูดิโอ,可预约,是
ChIJBZy3Oz2Z4jAR4vadR2M3T_A,Yin-Dee Noodle,无障碍入口,否
ChIJBZy3Oz2Z4jAR4vadR2M3T_A,Yin-Dee Noodle,无障碍停车,否
ChIJBZy3Oz2Z4jAR4vadR2M3T_A,Yin-Dee Noodle,无障碍座位,否
ChIJvTL75BGZ4jARLLVZRoch_Ds,Yong Seng Lee,无障碍停车,否
ChIJvTL75BGZ4jARLLVZRoch_Ds,Yong Seng Lee,无障碍座位,否
ChIJM-1q-cuZ4jAR8czFDk9hsRQ,กินเส้น เน้นข้าว,无障碍入口,否
ChIJl5Y96nCZ4jARRBngWrj2vZg,ก๋วยจั๊บน้ำใสตรอกวัดพระพิเรนทร์ ฝั่งวรจักร,无障碍入口,否
ChIJl5Y96nCZ4jARRBngWrj2vZg,ก๋วยจั๊บน้ำใสตรอกวัดพระพิเรนทร์ ฝั่งวรจักร,无障碍停车,否
ChIJl5Y96nCZ4jARRBngWrj2vZg,ก๋วยจั๊บน้ำใสตรอกวัดพระพิเรนทร์ ฝั่งวรจักร,无障碍座位,否
ChIJVTcVvRCZ4jAR7rSCGvmUOns,ก๋วยเตี๋ยวเรือน้ำตกริมคลอง,可预约,否
ChIJ0a8SYj2Z4jAR931ksARYm7Y,ก๋วยเตี๋ยวแคะสุชาดา(จู) ตลาดวรจักร,无障碍入口,否
ChIJ0a8SYj2Z4jAR931ksARYm7Y,ก๋วยเตี๋ยวแคะสุชาดา(จู) ตลาดวรจักร,无障碍停车,是
ChIJ0a8SYj2Z4jAR931ksARYm7Y,ก๋วยเตี๋ยวแคะสุชาดา(จู) ตลาดวรจักร,无障碍座位,是
