源行号,酒店ID,标准平台ID,原始平台名称,是否官网,URL链接,记录哈希,采集批次ID,源文件,源文件SHA256,酒店主键存在,平台映射状态,审计结果,问题说明
5163,ChIJ765jdTiZ4jAR_vyYy2xK67I,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-04%26checkOut%3D2026-09-05%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D43519685%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D24.72%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D43519685%2526day%253D04%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D24.72%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DSZY6O8lMGhDN8RHdCg4IwRAY5wIiA1VTRFIBMhIaFaGHz-saC1YyR3dWbVNJSzhBKAQw9cTo1AY,6ab3f3ddb074b107b550f6875c62e9c6c518cf1ad30271ba2515eb606e65bdc7,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5164,ChIJ765jdTiZ4jAR_vyYy2xK67I,bluepillow,Bluepillow.com,否,"https://www.bluepillow.com/search/65cabbd7671b07d23c6f6b54?begin=2026-09-04&end=2026-09-05&block_id=-b,XM3YVLy7rmcQOYCi4ERd9u-9B5hY9rPh1dYElqT2AeFMGL822PYFCVh-A3KoWFqy9LC64fvd85cyuk9DsU34ow,-bkng-Hotel&fees=2.13&tax=3.62&total=24.91&adults=2&childs=0&infants=0&childrens=0&country=US&currency=USD&language=en&source=mapresults&utm_campaign=hotel&prid=",b0c46967694cc94261d79732932bf1f0ec309d1c2f2ad0f53129fbd64f4af162,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5165,ChIJ765jdTiZ4jAR_vyYy2xK67I,priceline,Priceline,否,https://www.priceline.com/r/?channel=meta&product=hotel&theme=Google-L&refid=PLGOOGLEMSS&refclickid=US_HP%7C195008004_mapresults_1%7C20260904%7Cdesktop%7Cdefaultdate|public|||0%7C2%7C0|0|EN&hotelid=195008004&checkin=20260904&checkout=20260905&rooms=1&cur=USD&POSCountryCode=US&taxDisplayMode=BP&cityID=3000040033&adults=2&land=L&metaid=1bumgzKyTRdxDxIgxKcjQNSaQ5PBDARUf-WlfekNoBsnnPIOJS1KiS500RKt6l9baPrIa_ls6wmHj5a-Hxn0nJ7taO1JSywEyKkAks5-JnvOUQ4PFYDrNVs_meYhhg_TgajXeggYAPdORqXyH5rCgkbNo1xlx-95XwG4PYoYlFw-vsYsoH5gx48vdJXV60H3XtoCrX2urns5n_yMZU6QNFWc0xOAu0L4wGgAWF7-muFuyv9dWkuDA4dSnRnwpdh_98qdv0pLKDWkbrGXOu_R9bl7M2Zjg8Yzh-fx3D68PcH6ucCD4G6EfHcal1RGUGiDCyhkBZHxjDvmw3Ld5fuxyNnAfqze09LHMq7vgrSMyDBfMMzNnKOH4gL-nUOcA0J_rJxufQNwZbLubKx_Bzcg7t1R4N4PjprmnyIvrdQj7VeGhBPRsoSBlff2p3GZGmlp&dblcnt=true&hc=1&pdtax=3.62&pdf=0.00&pdt=24.90&locale=en-us&ad-src=&numChild=0&aid=&selAdults=2,31ed77d64d730eb56f5ea1b82fb283bc4247b7d6deceea4aeea9f04246887dcf,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5166,ChIJ765jdTiZ4jAR_vyYy2xK67I,tripadvisor,Tripadvisor.com,否,https://www.tripadvisor.com/HotelHighlight?detail=8456546&m=66081&staydates=2026_09_04_2026_09_05&uguests=1_2_&supdv=desktop&supbl=mapresults&supkl=default&supuc=US&supul=en&supia=0&supip=0&supmb=wPwx7sgNLRTHHo241BunfgEo8_aGnqXPVGARpWgI2TL35up6wP86Z7iGwJJZuOZfVmDOAGAxs9FE1CIZb-WAXcJcHOszSpjz62yr2smKU6d_EJkFjIhbCeixak7maeiQ9OvyQo4yCVtP7RdtRTZfw3wbEnKRCQW_-yNFIXkFM5-d8sisCVh28Lx_DmwcBK&supmc=WS1ZSA-v2Il6ePtuYbbzZc6QRw3AwY4Gpdd1DCLtPxZ84Y5Qt_We3oFDLWM&supts=&supey=m|108054|PL_GPC_query&supcd=&suptp=52lH9ep592BnpwEhABEBIznuo2xyToGgGWYdsvwlhMeoT5y9q7OJ5ko6Hq_qOxg0thkW5dVu_wRwOXD8UgneOTWD9XVJ78J5tPw9w42wQhrVX-HeCP1v_Ofi7FsC4pL4xPnOxrd4gTDwS9NW38DGmKyjR3Opn4kHqhBJOhAyWqEUuzZY1wKniE7_eO9nwU&supas=,797832f61830acc7ca4fe408c0cd31c47aefb008b1f88d67d44e61a8ad1a0e3a,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5167,ChIJ765jdTiZ4jAR_vyYy2xK67I,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-04%26checkOut%3D2026-09-05%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D43519685%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D24.72%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D43519685%2526day%253D04%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D24.72%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DZTD4vUT7xXPN8RHdCg4IwRAY5wIiA1VTRFIBMhIaFTnfPa4aC1YyR3dWbVNJSzhBKAIw8cLo1AY,4ac86f2de09f51288d19a19fa128a9d18730b476c1ea5c5939db46afd7365690,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5168,ChIJ765jdTiZ4jAR_vyYy2xK67I,dealbase,dealbase.com,否,https://deals.dealbase.com/?sig=d24b78db5ff27b2a7633c125e8c1eb65fcdd29bfbe8d2468da3702f8e475011131373338383435313339&turl=https%3A%2F%2Fwww.dealbase.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-04%26checkOut%3D2026-09-05%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D43519685%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D24.72%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D43519685%2526day%253D04%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D24.72%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DMz9gQ62Hu4nN8RHdCg4IwRAY5wIiA1VTRFIBMhIaFaGHz-saC1YyR3dWbVNJSzhBKAIwucvo1AY,c50531a0c11c77588485619af567541bb2203b4208381603fcd093aab35a54cd,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5169,ChIJ765jdTiZ4jAR_vyYy2xK67I,etrip,Etrip.net,否,https://deals.etrip.net/?sig=e9cc68956712e1e5d60f579a67e54afadd83f5d631dc9782cc50d47864de2f2c2d32303330363031313335&turl=https%3A%2F%2Fsearch.etrip.net%2FHotel%2FSearch%3FcheckIn%3D2026-09-04%26checkOut%3D2026-09-05%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D43519685%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D24.72%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D43519685%2526day%253D04%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D24.72%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DSZY6O8lMGhDN8RHdCg4IwRAY5wIiA1VTRFIBMhIaFaGHz-saC1YyR3dWbVNJSzhBKAQw9cTo1AY,40f22e606e92da4f68adfbddb31d83246112892cc41c9c1873d3547b895a3e4a,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5170,ChIJpdETeyaZ4jAR0vqZHRM4zFA,agoda,Agoda,否,https://www.agoda.com/partners/partnersearch.aspx?site_id=1917614&CkInDay=06&CkInMonth=09&CkInYear=2026&CkOutDay=07&campaignid=&CkOutMonth=09&CkOutYear=2026&SearchDateType=default&NumberOfAdults=2&LT=2&NumberOfChildren=0&childages=&NumberOfRooms=1&gsite=mapresults&los=1&PartnerCurrency=THB&hid=46556181&RoomID=&masterRoomId=742292582&PriceTotal=21.59&PriceTax=3.25&PriceFee=1.83&RatePlan=&UserCountry=US&Currency=USD&UserDevice=desktop&Verif=false&rr=row_desktop&audience_list=&mcid=332&booking_source=cpc&adType=0&mpt=R2lLT0F3QmpXZXlDcmxhQnBjUUI2NURZbFZqQS84STZhYXR1UmJIaDMxb0pPOG1JOG1ZL2puaVJGNlVVVDJoOHJYR1BBUjluMUlVMjBnPT0&original_rr=US&gaClickSrc=&clickType=hotel&lang=en&pkgId=,d913972fdfb9e7eb4cf7c6ed55f6274c6e17b9a5b58d92f7adc4b011fcd3657b,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5171,ChIJpdETeyaZ4jAR0vqZHRM4zFA,trip,Trip.com,否,https://us.trip.com/hotels/redirect?hotelid=113751207&city=359&shoppingid=Mvjfe2pyNner&adult=2&children=0&ages=&checkin=2026-09-06&checkout=2026-09-07&curr=USD&Allianceid=15214&Sid=1209572&prid=LANG_US&trip_sub1=06_09_2026_1_mapresults_113751207_US_desktop_default___0_0-LANG_US-landing&hpaopts=stand[H4sIAAAAAAAA_-Ny42KSYBJi4mCUsuFoXf1-OpvFb8EAjhmMy1_OM9vByHSRsfV14A65oyYODxkLbbmuLy6wcHjB2DLtwR3GBSyMC1nPngGBH_ZSPL5lWWmpRgWVfnmpRQqMGlOPvrjC5sEYxOZs4mhgYBglw8Uc4uEkWJwakFugdMpeijk02EXRatLpeo_7Ug5JrKl5uqHBGV9FuxiZPBhXMTJ8YuRHNjDezGgSE6MhAEamQJeuAAAA]fgt[1]&br=24.44&tf=3.67&display=exavg&locale=en_us&crn=1&roomid=1660671365&allianceid=15214&sid=1209572,ddc3563d65c5be8affa7a6d41a3c56d4c7e42ec9eddcb4c57f2232d8ca73acbc,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5172,ChIJpdETeyaZ4jAR0vqZHRM4zFA,priceline,Priceline,否,https://www.priceline.com/r/?channel=meta&product=hotel&theme=Google-L&refid=PLGOOGLEMSS&refclickid=US_HP%7C600131948_mapresults_1%7C20260906%7Cdesktop%7Cdefaultdate|17317038|||2%7C2%7C0|0|EN&hotelid=600131948&checkin=20260906&checkout=20260907&rooms=1&cur=USD&POSCountryCode=US&taxDisplayMode=BP&cityID=3000040033&adults=2&land=L&metaid=ONZd3M2Qx_6X8Amv7d_BJle8ldTWL9KQOzm4eKyb-PUjvQ7NdrlHcTGMN1urqRbETlaNxrQJ_cQpehMtOo1TZqzlUQG24n_0js4Q5gZiUB0tBdKDKCHHdKDs4XfgupEjtWwGFa4jjKBpTRhEhHblmXovZaieXWwYcSkrdxbSq06nO1V_sarpfDzVLzJShnjFcMchg4uFbfkRAQGJw7LUdsC-ppZH7pZHrAHKhtJXpC5LwESsD6QnIDiQ02C0EJD8alMEEbvVyOabgRt-T0QPqoiggJpbN6RF9oudRTj4jOoLxQeFm-_kNNnB3Sov2J2vtEO9vCcVbDa4-IFZG5IVFIu5wZ-Gm2iMfsu7UPTrCpv94GwoIHVDQp2D6wV3Li_V_GXrFBQu0gTJT6Lyo2Xi25U6rb3dO2FJGHafTKhpnsh2FSs6AYMvEgA6PTg87v2aGI0wRFMMY5j3wJvq0bEWh-6bnn5fC0XltIoKchTlOS6iTCUF9jh5do3CW1EJ0xzv&dblcnt=true&hc=1&pdtax=3.42&pdf=1.93&pdt=23.85&locale=en-us&ad-src=&numChild=0&aid=&selAdults=2,d0760d5104f7a5f58beaf6a35a62766adbd8c95739eb354dd99c62912274d3d6,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5173,ChIJpdETeyaZ4jAR0vqZHRM4zFA,hotels,Hotels.com,否,https://www.hotels.com/Hotel-Search?selected=100006101&startDate=2026-09-06&endDate=2026-09-07&mdpcid=HCOM-US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.100006101.20260906.20260907.DDT.2.CID..AUDID.&adults=2&children=&mctc=10&mpf=25.35&mpg=USD&mpl=USD&mpj=4.20&mpr=2.37&rffrid=sem.hcom.US.156.024.mapresults.02.desktop-1.kwrd=GGMETA.100006101USen-20260906-D-ABW=2-camp=-aud=-N&rateplanid=396066705&mpm=24&mpn=324873910&mpo=EC&mpp=1&locale=en_US&siteid=300000001,d3b6710f48a5c624006d4c542b568a0d50c9aacf89b486bd3a7bc410510bbc0e,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5174,ChIJpdETeyaZ4jAR0vqZHRM4zFA,vio,Vio.com,否,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-06%26checkOut%3D2026-09-07%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D115387523%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D24.44%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D115387523%2526day%253D06%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D24.44%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3DRN8SctX213jDz9iqChEInRAQ3gEYkQEiA1VTRFIBMhIaFRUeqLwaC0xqRTE4ZmNMT3NZKAIwya3o1AY,5c27a7e81797279d448e4fe19fbfd2b0999f23a9130b1a83c17fd42bff8fe1fa,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5175,ChIJpdETeyaZ4jAR0vqZHRM4zFA,tiket,Tiket.com,否,https://www.tiket.com/en-us/hotel/thailand/samer-boutique-stay-610001696228835967?hotelID=bef8bd9c-28fb-4d2b-aead-3ff0b307cdf2&checkin=2026-09-06&checkout=2026-09-07&adult=2&country=US&device=desktop&lang=en&isAat=false&utm_source=google-hotel&utm_term=bef8bd9c-28fb-4d2b-aead-3ff0b307cdf2&utm_medium=aff-meta&utm_campaign=Google-Hotel-0023-B2B-none-hotel&utm_external=aff&tag_meta_id=34412887&tag_meta_type=google-hotel&isRedirect=true&currency=USD,52fa430f21457e092c32e453ec32344e4f3992ab98598cdf4efef12425cfa3ba,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5176,ChIJpdETeyaZ4jAR0vqZHRM4zFA,expedia,Expedia.com,否,https://www.expedia.com/Hotel-Search?selected=100006101&startDate=2026-09-06&endDate=2026-09-07&MDPCID=US.META.HPA.HOTEL-ORGANIC-desktop.HOTEL&MDPDTL=HTL.100006101.20260906.20260907.DDT.2.CID..AUDID..RRID.bex_us_desktop&mctc=10&ct=hotel&mpg=USD&mpf=26.71&mpj=4.20&mpr=2.37&mpl=USD&exp_pg=google&langid=en&ad=2&tp=&utm_source=google&utm_medium=cpc&utm_term=100006101&utm_content=mapresults&utm_campaign=HotelAds&langid=1033&adults=2&children=&rrid=bex_us_desktop&rateplanid=396066705&mpm=24&mpn=324873910&mpo=EC&mpp=1,77bf2d211fb4f9f74aa9714f28c5f46a29d4f2b37cb41dfb8e4ca09db52d178f,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5177,ChIJpdETeyaZ4jAR0vqZHRM4zFA,booking,Booking.com,否,https://www.booking.com/searchresults.en.html?dest_id=10915251&highlighted_hotels=10915251&dest_type=hotel&checkin=2026-09-06&checkout=2026-09-07&group_adults=2&req_adults=2&show_room=&lang=en&selected_currency=USD&exrt=0.03036745&ext_price_total=26.95&ext_price_tax=1.99&xfc=THB&hca=m&group_children=0&req_children=0&&ts=1788448887&no_rooms=1&edgtid=gc2WrQ7xRAOxakYrDBzW8A&efpc=iHtYqIe1inY&utm_source=metagha&utm_medium=mapresults&utm_campaign=US&utm_term=hotel-10915251&utm_content=dev-desktop_los-1_bw-2_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-AKaNsw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260906_ppt-GLmdB&aid=2127489&label=metagha-link-MRUS-hotel-10915251_dev-desktop_los-1_bw-2_dow-Sunday_defdate-1_room-0_gstadt-2_rateid-ig_aud-0_gacid-_mcid-50_bc-AKaNsw_ppa-0_clrid-0_ad-0_gstkid-0_checkin-20260906_ppt-GLmdB,4bc85f0e3ba5f23ef6d69d3f0fa939eb6b37d1868098ba85e9e9ca6d5aa29191,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5178,ChIJpdETeyaZ4jAR0vqZHRM4zFA,traveloka,Traveloka.com,否,https://www.traveloka.com/en-en/hotel/search?spec=06-09-2026.07-09-2026.1.1.HOTEL_GEO.10000045.Bangkok.2&hotelId=9000001202007&contexts=%7B%22accessCode%22:%2290975GHAD1305desktop%22%2C%22metasearchRequestId%22%3A%22473ffa68-3db8-465f-8ccc-4146ece8c78f%22%2C%22dateSelectionType%22%3A%22default%22%2C%22metasearchSelectedHotelID%22%3A%229000001202007%22%2C%22plc%22%3A%22iyOaBw%2BQZSe5o%2FFvC2U7%2BYaKQPM1VbGE2hdh2PdnM2gBe6f%2FgZBe9nsOlJ4i0sF8tURNaxV6BfALk%2BQcWdGL%2Fg%3D%3D%22%2C%22pvlc%22%3A%22WiyZqd0xADG43IYzS381rydm5yBP59UBp5rT2kr3cRSRQetJNxA7RmQV%2BGLnSgOj%22%7D&metasearchId=GoogleHotelAdsUser&metasearchRateId=desktop&metasearchRatekey_redacted=1&priceDisplay=NIGHT&metasearchRefid=12345678910abcdefghijk@-&adType=0&PPA=0&hotelCampaign=1&cur=USD,9852e0ab38664637177ec2fe8f1568e88c91f8a669c3d284c6d80be4b1225c3d,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5179,ChIJpdETeyaZ4jAR0vqZHRM4zFA,klook,klook,否,https://api.klktech.com/v1/meta/hotels/detail/1424302/?hotelid=1424302&check_in=2026-09-06&check_out=2026-09-07&aid=27815&campaignid=&adult_num=2&lead_time=2&child_num=0&childages=&room_num=1&google_site=mapresults&length_of_stay=1&partner_currency=USD&click_type=hotel&click_price_total=27.18&price_tax=4.20&rate_key_redacted=1&user_country=US&click_currency=USD&_currency=USD&device=desktop&partner_hotelid=1424302&language=en&audience_list=&verification=false&booking_source=cpc&isPromoted=0&utm_source=MSE&utm_medium=Google&utm_campaign=27815&utm_term=1424302&utm_content=USD&isAdClick=0&prid=Foreign-Other&arrival_fees=0.000&mse_trace_id=YzJlYzY0YTc6MTowOjI6MDoxOjI0ODoyNDk6VFc&price_total=USD-27.180&price_type=foreign_desktop&klc_l1=MSE&klc_l2=Google&age=&mse_search_token=YzJlYzY0YTc6MTowOjI6MDoxOjI0ODoyNDk6VFc&lowest=true&price_fees=0.00,ab07936194e265f9d677e670d33589e63c04a7060c15127d2ee385578de0fd94,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5180,ChIJpdETeyaZ4jAR0vqZHRM4zFA,trivago,trivago.com,否,https://www.trivago.com/en-US/srl?search=100-36527478;dr-20260906-20260907;rc-1-2&adType=gha_free&cip=10114000000&iDisp=68&sLanguageLocale=US&sCurrencyCode=USD&iGhaThemeId=1&ghaDevice=desktop&ghaDateType=default&ghaPrice=26.71&ghaSite=mapresults&ghaGroup=255272&ghaArr=20260906&ghaDep=20260907&ghaABW=2&ghaList=&ghaCtx=CKodEPoRGO-qvJb57Y2_mQEgtvLXkv3_____ASoiCiAwMDAwMDAxNzg4NDg1NDY5NjA0N2I0NWVhNzM3MTg4YjIgMDAwMDAwMTc4ODQ4NzUzN2UwYjkxNGY2OTlkNmQyMzM49rq1EUABSAFQAQ&cipc=sem,cf74d9f9bf5b3880cfbe2c54d09f09a77710cd2a993f461bf60484f723f9f741,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
5181,ChIJpdETeyaZ4jAR0vqZHRM4zFA,goseek,goseek.com,否,https://deals.goseek.com/?sig=34c47a49c3e8320dca5a5dda0da2a460c1bc23afde972e2894a4ff0b6052fb53383131303836353931&turl=https%3A%2F%2Fwww.goseek.com%2FHotel%2FSearch%3FcheckIn%3D2026-09-06%26checkOut%3D2026-09-07%26currency%3DUSD%26forceCurrencyChange%3D1%26lang%3Den%26forceLanguageChange%3D1%26rooms%3D2%3A%26utm_source%3Dgha%26utm_medium%3Dcpc%26hotelId%3D115387523%26userCountry%3DUS%26profile%3Dr2d2m73kn8%26preferredRate%3D24.44%26deviceType%3Ddesktop%26label%3Dsrc%253Dgha%2526cltype%253Dhotel%2526datype%253Ddefault%2526gsite%253Dmapresults%2526vf%253D0%2526ucountry%253DUS%2526udevice%253Ddesktop%2526hotel%253D115387523%2526day%253D06%2526month%253D09%2526year%253D2026%2526los%253D1%2526price%253D24.44%2526currency%253DUSD%2526cid%253D%2526listid%253D%2526rateid%253DUS_D%2526closerateid%253D%2526promo%253D0%2526isPrivateRate%253D0%2526isAudienceUser%253D0%2526isPaidClick%253D0%2526%26cp%3D_hy-guxftUzDz9iqChEInRAQ3gEYkQEiA1VTRFIBMhIaFcjnISQaC2owemxEcEJVbm9rKAIw4NDo1AY,447be27775df2eddd4ed9d9c0b04ec28c8d080e7df0a2d67dd7a938c83518f15,20260907-003922-csv-f52bd5d0,[LOCAL_HOME]/Desktop/Thailand---泰国/05_GoogleMaps曼谷酒店专用/02_入住平台/酒店入住平台.csv,2cc2a8dbc395a9bac2d29fbf183100aad73dcdb1a10d4af2f750ff806a103591,是,已映射,通过,
