酒店ID,标准平台ID,原始平台名称,是否官网,采集通道,采集优先级,URL解析状态,房型采集状态,房型数量,售卖方案数量,结构核验状态,可达性核验状态,身份核验状态,机器质量等级,是否可进入比价,阻断原因,最近采集时间,采集批次ID,记录哈希
ChIJpdETeyaZ4jAR0vqZHRM4zFA,trivago,trivago.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,91a4bc4feb349626756110d6b3e5792f25de26091f74b86301c29121d98d173c
ChIJpdETeyaZ4jAR0vqZHRM4zFA,vio,Vio.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e91dea1200b5666e14f91c3f285afb3a5fe797ba42d15e3ec51d656c05f52ead
ChIJpdETeyaZ4jAR0vqZHRM4zFA,wego,Wego,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,d5e701512aac3eb6792f1cf619e79015ebbfe08ac42c79dce0bab0105e470a8b
ChIJq-lsi52Z4jAR9T2cKaxx944,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0d9a41d7fde8f3c2b9887afa6b0eae76b1eaf5bc84f1677773306223e6e7b294
ChIJq-lsi52Z4jAR9T2cKaxx944,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7b831b7d9d6b80fc05fcbd2c845963d473f1dc4a5a64ff03144b93f69fa4801a
ChIJq-lsi52Z4jAR9T2cKaxx944,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,46c37e500a5cd9dde2e7ab531ef0ded79464392517592b522dbab1544fcf61e1
ChIJq-lsi52Z4jAR9T2cKaxx944,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5024109ba43dba1c6330652b0014eaaa5d9592e49d65e29daa23074966f2e8e8
ChIJq-lsi52Z4jAR9T2cKaxx944,hotelscombined,Hotelscombined.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7a87e33af22cb1c0a178deeb2ccc865fd89aa40e4078601e10a0ac99185973dc
ChIJq-lsi52Z4jAR9T2cKaxx944,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,06f8ad74e0556a4cc97de4d14deb273b8119dab5ed6b8ad963c108786b241a32
ChIJq-lsi52Z4jAR9T2cKaxx944,kayak,KAYAK.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,760449363b7e261b2ec346967c6e17bbf225fa9872ee7e86d423212a7b5208e1
ChIJq-lsi52Z4jAR9T2cKaxx944,momondo,momondo.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,719ba45d3656bda24fc02f4afe585b0a0ed0f3c6a22b4ae7ad8f108b471471f7
ChIJq-lsi52Z4jAR9T2cKaxx944,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8ef425f200d0cbaae99abce2d2d9dee9a756e745c06f24715e5758d5bd02fd71
ChIJq-lsi52Z4jAR9T2cKaxx944,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,08139394af50cbb3c9e6c3bdf6a74006ca96ff64c6c5b5a7f2981bd581a3f78a
ChIJq-lsi52Z4jAR9T2cKaxx944,tripadvisor,Tripadvisor.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,162b28acd5f4947f5cac83d0113b1bedf8362bff07167f32388acf8ecf6bd9ea
ChIJq-lsi52Z4jAR9T2cKaxx944,tripening,Tripening Hotels,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,5a30abcd0a1394b64ed4f461a23d8e28b822546b73a6b77539088e04f1edc2a3
ChIJq-lsi52Z4jAR9T2cKaxx944,wego,Wego,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6fe84d0ae5ba102ec09b111184f5cda63fe3a51f0900b2f0b3b5fc098995f191
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3bbeb6ffca4eebdccef3bf88756eac68e0dcf53ecc3341f73f0f0730ed42ff5c
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,dealbase,dealbase.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,9f95b18753af81ecf10b03e4baabf59b1c96373fc47ed2a927316f7b576649c6
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,cf46f22698c64aa586a5fa31e5379c7774ef556800af994fda3b27d53810eac8
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1cc9a72c098fa22e0975b7421a87bf7f00c01d725ef705c99df0c760331236c5
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ff128a0f677e0a6cdbe713203956a682c3133e7f2c8500941e45364d24ed0232
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8982cd7d93bd7ea97bac370a0d830a0ab7a1a4e3c2d549f11df6f78ae94e85e9
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,9690ab4ef9c82043263ec87aac51ffbe8bcd805f8ce2c14ef3a547ebba379315
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a4a431c0801eec612956a5fc0de5988f59b26ea446014a0318d595b7aa314510
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,f94f8eab88135b3b2b4f5b82cac3d121408cf1c8fa6fea0ce5caac65b43f87aa
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ab791f876a488ca341478006fce00629023c9e5b933e261948906e6234a39a58
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,eed32613fa8d6260067926dea5c3c32cbe835c6e27ff32f68f7a54a6379a1af4
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,84ec770eda9ac2cbb136fd3a5dbea38f3d61912a57978acd0675f7f10e2f24d1
ChIJq6qqqiOZ4jARF_Ip4OfjuEs,tripening,Tripening Hotels,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,259f8178cbf840ce350425cdcdf9909c6d58feaca4fb02b94c566c7b1c408c94
ChIJq6qqqtae4jARcZkJuWK4z7s,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,aa08f567156bdeae67354c1ec5afc411fe3ef4b9205190a4bba34b8f2da07112
ChIJq6qqqtae4jARcZkJuWK4z7s,closest_hotel,Closest Hotel,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,3db622251fdfa62eaeb7f1d58019306d9c82f724a11868541b93fbdd8106882e
ChIJq6qqqtae4jARcZkJuWK4z7s,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8659d67d582fd4098e396c5f60b26324528720ff7bf3d35814e4a857a33f5283
ChIJq6qqqtae4jARcZkJuWK4z7s,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ddc19efe641bba98f97e078e26e1b4026f0e69013405b0060e2bcbca4ba445d8
ChIJq6qqqtae4jARcZkJuWK4z7s,evendo,Evendo,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,2a65209a0fc55a7fb3cd034d80fea4cd8d79cd2dae7fde76dbe181d6bf43d4b4
ChIJq6qqqtae4jARcZkJuWK4z7s,expedia,Expedia.co.th,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,afccfb5a5f589ea00509dfb5c7c429604263ff873de2323b33879589c227325e
ChIJq6qqqtae4jARcZkJuWK4z7s,goseek,goseek.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,9c58e551d882c2b7fd351dadad37f2ea0d0ec2bfe07d6d9fb1db0c0c9a1fcfbe
ChIJq6qqqtae4jARcZkJuWK4z7s,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,df995180e3402ea48a4d9df9d174143008158c47c8c234eaefa4462536eacf11
ChIJq6qqqtae4jARcZkJuWK4z7s,klook,klook,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,40bc752ea57b998fefe66634f8b803e941ecaef8f9cf3d5bebfba35817207632
ChIJq6qqqtae4jARcZkJuWK4z7s,official_other,Hotel Indigo Bangkok Wireless Road by IHG,是,precision,official,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,34c08e04a81422c002b5c6d0e14e4348fcd208f09885d31d7dd08f47e25137b9
ChIJq6qqqtae4jARcZkJuWK4z7s,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,2af8cc1238291efa109d0ea6bed7e564b16e8c81b757cf67cf4f3fbaf725488a
ChIJq6qqqtae4jARcZkJuWK4z7s,stayforlong,Stayforlong.com,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,07df4429463a96ae14d8aea95cccf058d86ca01093a1fb134516784ae408b876
ChIJq6qqqtae4jARcZkJuWK4z7s,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b4b4fc065a68361159ca8e3f184ce2c87ff53a6dcc2ee948d3b390b0c4b12689
ChIJq6qqqtae4jARcZkJuWK4z7s,traveloka,Traveloka.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,dab83d00db09605f759675cac205acc1ed1a55c27f3491ed5dadbb045f15ab2a
ChIJq6qqqtae4jARcZkJuWK4z7s,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,33a23deb06957536f33f6d4398142563b5617feb8622bbdfe6ea222c81da0b99
ChIJq9yiwCmZ4jARdjbpBujLTQU,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e1833ecca3cb3a324db9f856e25a86d1af80d9ddf1da4bd22ea58daea12cce85
ChIJq9yiwCmZ4jARdjbpBujLTQU,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2b755e926920a4828786cb9c938f17050ef1581e4d625a2db4ff979d76f20e0b
ChIJq9yiwCmZ4jARdjbpBujLTQU,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,e0e1e49ee6f79d0223e3a0526c73a4424b48c595a4cba499abfc900ae482033d
ChIJq9yiwCmZ4jARdjbpBujLTQU,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2de3fe916fafb6cdf89e17da32fe116d70957343cf481a224e84f187475767f0
ChIJqReM2dGY4jARyCr3rhm4FLs,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,b3aeae341d96579ea181557e6491936e588b75fbcb09f0f3a46adc29ad6d33e4
ChIJqReM2dGY4jARyCr3rhm4FLs,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,51e94608dc2f25b9f02d0bbf82197a8480e969305ac1e449d24ff001b2bbe6c3
ChIJqReM2dGY4jARyCr3rhm4FLs,easemytrip,EaseMyTrip.com,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,f1710a1f34720ebbf39c5d9c11f8c8237d340bbdfbafe46f4324247f823eafcc
ChIJqReM2dGY4jARyCr3rhm4FLs,hotelscombined,Hotelscombined.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1a0dd9fb354f3af6da94fab0268a57a7b245fd3c5184ea43b7a67383e6a09f07
ChIJqReM2dGY4jARyCr3rhm4FLs,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,8b57b61bb0472267c83a4334f71ccf7a7c678e573eba3df7767bcddd9fc1357a
ChIJqReM2dGY4jARyCr3rhm4FLs,kayak,KAYAK.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2eb26e8aa5929996203f1e151b29883f681891cd54f929968da6c932992bd6f3
ChIJqReM2dGY4jARyCr3rhm4FLs,momondo,momondo.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,bf9ae5018b67f45ee11269ae7a4601f06f05027e14f3d489965a5d960d614635
ChIJqReM2dGY4jARyCr3rhm4FLs,official_other,For You Residence (Silom),是,precision,official,待浏览器解析,尚未采集,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,52138296178fc0a8a020087d3b617728e5c6763675dc24691b0fca7be6d04825
ChIJqReM2dGY4jARyCr3rhm4FLs,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,0299f3a22fa01544af35a7eff3284d1b7736e054e24e3153f68339ba4e09047a
ChIJqReM2dGY4jARyCr3rhm4FLs,trip,Trip.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,4a59ade2a4865781a0c11b0cc4ef11d32e604dd18c35a3924706630f9aef3a92
ChIJqReM2dGY4jARyCr3rhm4FLs,tripadvisor,Tripadvisor.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,03199791bec9b500ac88f4f78fa2157a64e533792b7ddd4c42a619c534287049
ChIJqSiAohOZ4jARNM_51dJ7CIE,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,535d409bbfa94137193643193256ccbd198bea1b3808f8cf7a0ae817aeae0c0f
ChIJqSiAohOZ4jARNM_51dJ7CIE,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,5a2c2bc658e7549c8a3bc089efdc52577103a7af4956c54b521ef08026b07600
ChIJqSiAohOZ4jARNM_51dJ7CIE,reserving,Reserving,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7bc15920ccdd32538fd9bd854a1cd76e0d058a6a4525315ced5a28095e63e79c
ChIJqUkQWXKZ4jARpk0bl3_XUBE,agoda,Agoda,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,10c6dda846cf890cd27d7ca19d3862313bf17262125e36ff1d91628b1a3644c5
ChIJqUkQWXKZ4jARpk0bl3_XUBE,bluepillow,Bluepillow.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,83243f2489c80d9123f4d62e04d9495c83de589425d550fd0f97943ef3846fdf
ChIJqUkQWXKZ4jARpk0bl3_XUBE,booking,Booking.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,2ba029000111d7663288c2d8af520c01bf6c40a041bf2bd53f85baa6469bc0be
ChIJqUkQWXKZ4jARpk0bl3_XUBE,cheaptickets,CheapTickets.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,448eef83656e8a5756ee1fcf29f39bb78197f02349396630ed1526c6d7dba00e
ChIJqUkQWXKZ4jARpk0bl3_XUBE,edreams,eDreams,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,901aeeaf573aec07723c827be5286df74889606ecf2037bacb3ceb6f90bf5438
ChIJqUkQWXKZ4jARpk0bl3_XUBE,etrip,Etrip.net,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6db6b17f2eb7440efded1a14566974dddc3e70d53e0cf8f6b575536eca8e8c9e
ChIJqUkQWXKZ4jARpk0bl3_XUBE,expedia,Expedia.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,1dabf173d697e547c3df27eb257d970608d9d523e92a702b5b9d0c007b0fc938
ChIJqUkQWXKZ4jARpk0bl3_XUBE,goseek,goseek.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,743aa31f488d8e8575eda8a143e78530afdd80f9d4236f45f49914adce9404fe
ChIJqUkQWXKZ4jARpk0bl3_XUBE,hopegoo,HOPEGOO,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,5d47a0af217cf63f9c167f444cfdcc720b18b337f06bc3bb5fa9ea5e92326b76
ChIJqUkQWXKZ4jARpk0bl3_XUBE,hotels,Hotels.com,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7e4bd81b4130689869b223f38b0b137cb3a89ad88294241e61f04637ad83906c
ChIJqUkQWXKZ4jARpk0bl3_XUBE,hotelscombined,Hotelscombined.com,否,probe,probe,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,9d9bd9d14cbc44624a6b8a21171c81b3f65d8c696fc387296a8275441145887e
ChIJqUkQWXKZ4jARpk0bl3_XUBE,hutchgo,hutchgo (Hutchison Travel Limited),否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a0da5f2af64b5eaf74f311695b3bfea453e98a1aa352bf01f792f7c40dc53854
ChIJqUkQWXKZ4jARpk0bl3_XUBE,kayak,KAYAK.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,4e8b3dea06c3be5d55778615a32278c6a08e0b6f9bc698de042fb33a757bd6fd
ChIJqUkQWXKZ4jARpk0bl3_XUBE,klook,klook,否,precision,first,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,a858c29b87e645575521ff9ce3cf8016bde3d533d0081719c71f38a9442fc8e4
ChIJqUkQWXKZ4jARpk0bl3_XUBE,momondo,momondo.com,否,none,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,7e10dc69177d1ce73e03d93d20cbc3ddcea2f041b945e77aabb7113432828cae
ChIJqUkQWXKZ4jARpk0bl3_XUBE,muv,müv AI,否,none,none,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,fbfb4e577b7a1330bf2dbd30700cf804ec9e3e97f64de4be1d0a85c7b631928d
ChIJqUkQWXKZ4jARpk0bl3_XUBE,official_cloudbeds,"Khaosan Art Hotel Co., Ltd.",是,precision,official,待浏览器解析,尚未采集,0,0,待补齐,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,16eb6c0ef208662934693108efa36a72c5234519032430835f0563cf24bae057
ChIJqUkQWXKZ4jARpk0bl3_XUBE,orbitz,Orbitz.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,ce934250839f0ededd34e3191c201f2f240648139600b0cbff0c6db41bfe10ee
ChIJqUkQWXKZ4jARpk0bl3_XUBE,priceline,Priceline,否,precision,second,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,9dfc9650b4498fb625a82928cf0c6093cc7b92b66f35a48022ea8d15f4a79511
ChIJqUkQWXKZ4jARpk0bl3_XUBE,qantas,Qantas Hotels,否,precision,second,静态详情URL已确认,尚未采集,0,0,通过,已确认,待核验,T1,否,URL结构已固化，尚未取得房型与售卖方案,,20260904-093453-csv-761aec95,6f4f2dde0c49b02ab6d1c5c880eca3b028e9d5853d6852bd4d9b714ccee21043
ChIJqUkQWXKZ4jARpk0bl3_XUBE,travelocity,Travelocity.com,否,api,none,待浏览器解析,尚未采集,0,0,通过,待确认,待核验,T0,否,稳定URL、平台酒店ID或日期模板尚未同时满足,,20260904-093453-csv-761aec95,6afea0fafc59e3c24ee71d0c22f40bca1c0dbc1799ae96bd94ee23a1263c5922
