Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJ4fIDtm2Z4jARyy1wohab-uI,酒店住宿,Pailin Guest House,ไพลิน เกสท์เฮาส์,hotel,酒店,,,"170 Soi Lamphu, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763165,100.498288,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=16355555518266224075&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJrXqyIW2Z4jARrjI0Fwi0-yY,酒店住宿,Pannee Inter Group House,บ้านพรรณี อินเตอร์ กรุ๊ป,hotel,酒店,,,"95-97 Tanee Road, Banglampoo, แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200",13.760382,100.498269,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=2809036739437671086&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJUb_FIACZ4jARudAmn7Ki6G4,酒店住宿,Pannee Lodge Khaosan – SHA Plus,พรรณี ลอดจ์ ข้าวสาร – เอสเอชเอ พลัส,hotel,酒店,,,"QF5W+Q7C, Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759438,100.495626,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=7991816426826944697&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJNw6wPT2Z4jARpPSGdG7_hFw,酒店住宿,"Parithat Utthayan Nang Rong Co., Ltd.",บริษัทปริทัศน์อุทยานนางรอง จำกัด,hotel,宾馆,,,"13 Dismark Rd, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748261,100.509359,邦巴沙都拍县,Wat Thep Sirin,,,,,,https://maps.google.com/?cid=6666734198281663652&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJg0X57BOZ4jARhqL-OYOUmaU,酒店住宿,Payaq House • near Khaosan Road | The Giant Swing,บ้านพยัคฆ์ • ใกล้ถนนข้าวสาร | ชิงช้ายักษ์,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.754354,100.500587,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=11932731979029455494&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJmWLk6xOZ4jARqSQZ--d6n6s,酒店住宿,Payaq House • near Khaosan Road | The Giant Swing,บ้านพยัคฆ์ • ใกล้ถนนข้าวสาร | ชิงช้ายักษ์,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75419,100.500381,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=12366738238551434409&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsdbVsGqZ4jARja0LeK_jC7A,酒店住宿,"Peaceful |Iconic Bangkok Old-Town, Essential &WiFi",เงียบสงบ |ย่านเมืองเก่ากรุงเทพฯ อันโดดเด่น ที่จำเป็น และWiFi,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.759111,100.506081,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=12685483118191947149&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJm1ZkW26Z4jARc9kgiZUxPUQ,酒店住宿,Penpark Place,เพ็ญภาคเพลส,hotel,酒店,,,"22 Soi Samsen 3, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.765459,100.497669,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=4917140886478969203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJq9ChuOaZ4jAR5Id6LVrlcBA,酒店住宿,Perth’s home,บ้านของเพิร์ธ,hostel,青年旅舍,,,"18 Fuengthong, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.748338,100.498755,拍那空县,拉差博披寺区,,,,,,https://maps.google.com/?cid=1184698877471262692&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJV43aavCZ4jAR2hx4d47OdKY,酒店住宿,Phranakorn C. Lodge Retro Hostel in Old Town Bangkok,พระนคร ซี ลอดจ์ เรโทร โฮสเทล ในย่านเมืองเก่ากรุงเทพฯ,hostel,青年旅舍,,,"59/1 10200 Thanon Atsadang, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752566,100.496429,拍那空县,虎神庙区,,,https://www.facebook.com/profile.php?id=61586947769376,,,https://maps.google.com/?cid=11994438818879511770&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJTTIZZbGZ4jARr5xe3xOJLsQ,酒店住宿,Phunkul Apartment,พันธ์กุล อพาร์ทเมนต์,lodging,住宿,,,"522 Nakhon Sawan Rd, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.760716,100.514791,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=14136386998807469231&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ79U3AnSZ4jARtGIJZQFHU9w,酒店住宿,Pinklao Flat,แฟลตปิ่นเกล้า,lodging,住宿,,,"177 34 Soi Somdet Phra Pinklao 2, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.764971,100.489935,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=15876111182726783668&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJK1VwT3GZ4jAR-MOPr6cWIZ4,酒店住宿,Piyanan Mansion,ปิยะนันท์ แมนชั่น,lodging,住宿,,,"350 1 Wat Daowaduengsaram, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.766642,100.490962,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=11394413441684849656&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJG7My7WiZ4jARuTf45Bg0eN0,酒店住宿,Playground @Khaosan Road Samsen,สนามเด็กเล่น @ถนนข้าวสาร สามเสน,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.768682,100.503471,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=15958562561112684473&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJC_xBzwGZ4jARA4RoDoPHxDE,酒店住宿,Playground Hostel & Cafe @Khaosan Road,เพลย์กราวน์ โฮสเทล แอนด์ คาเฟ่ @ถนนข้าวสาร,hostel,青年旅舍,,,"153 ซอย วัดสามพระยา Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.765017,100.499876,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=3586210568990131203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJc2i4s3GZ4jAR1698ZbORI2c,酒店住宿,Praya Palazzo,พระยาพาลาซโซ,hotel,酒店,,,"757, 1 Thanon Somdet Phra Pin Klao, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.766067,100.493531,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=7431944009779294167&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJYcsmoTmZ4jARL7gnX6ppOcA,酒店住宿,Prince Palace Hotel Bangkok,โรงแรมปริ๊นซ์ พาเลซ กรุงเทพฯ,hotel,酒店,,,"488/800 Thanon Damrong Rak, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.754197,100.515936,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=13851218309416466479&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJk226Sh-Z4jAR-6cj4WQJ7BI,酒店住宿,Private Room Step from Chinatown,ห้องส่วนตัว เพียงไม่กี่ก้าวจากไชน่าทาวน์,lodging,度假出租屋,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.741382,100.505768,三攀他旺县,差甲瓦區,,,https://www.agoda.com/,,,https://maps.google.com/?cid=1363475116065007611&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJX-1IjROZ4jARfuDNLnJpfq4,酒店住宿,Private Room in Baankhon Check in Used Code inbox,ห้องส่วนตัวในบ้านคอน เช็คอิน รหัสที่ใช้แล้ว inbox,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75454,100.500862,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=12573603148797436030&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJi95W_miZ4jARtiXNQc5DFa8,酒店住宿,Prommart Women Dormitory,หอพักสตรีพร้อมมาร์ท,lodging,住宿,,,"54 ซอย เทเวศร์ 1 Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.767475,100.504108,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=12616064484294600118&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJAThQkBCZ4jAR6N8gQCkvAfw,酒店住宿,Purple House Family BR Walk to Grand Palace,เพอร์เพิล เฮาส์ สำหรับครอบครัว สามารถเดินไปพระบรมมหาราชวังได้,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.74827,100.499519,拍那空县,拉差博披寺区,,,https://www.bluepillow.com/search/67a23c26905c444f2d06d08c?dest=ago&cat=Vacation+rental+(other)&lat=13.74827&lng=100.49952&language=en,,,https://maps.google.com/?cid=18158847026750611432&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJLweecQCf4jAR7Ww4C19_jUc,酒店住宿,QG7Q+CGH กรุงเทพมหานคร,QG7Q+CGH กรุงเทพมหานคร,motel,汽车旅馆,,,"เลขที่ 1 เซ็นเตอร์วัน ชั้น G ทางเข้าอาคาร ลานจอดรถ Soi Loet Punya, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.76355,100.538871,拉差贴威县,Thanon Phaya Thai,,,,,,https://maps.google.com/?cid=5155917194595953901&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJfRURHbCZ4jARWtSyp1wH0hw,酒店住宿,R5 house,บ้านอาร์5,hotel,宾馆,,,"15 Dinso Rd, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754932,100.50082,拍那空县,大秋千区,,,https://th.airbnb.com/rooms/24072698,,,https://maps.google.com/?cid=2076730472703120474&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ4wd0AhGZ4jARUhyKrq79sOk,酒店住宿,RB10 Arun Sa Wad Chinatown 402,RB10 อรุณสวัสดิ์ ไชน่าทาวน์ 402,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75031,100.499138,拍那空县,拉差博披寺区,,,https://www.bluepillow.com/search/67a24408905c444f2d0d962a?dest=ago&cat=Vacation+rental+(other)&lat=13.75031&lng=100.49914&language=en,,,https://maps.google.com/?cid=16839237933432708178&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-0MOj22Z4jARrqthBsOF8gM,酒店住宿,RS Guesthouse,อาร์เอส เกสท์เฮาส์,guest_house,宾馆/民宿,,,"8 Trok Kai Jae, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762668,100.496327,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=284436799149943726&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJcxWznnGZ4jARDGGIdCpzo-8,酒店住宿,Rachakarun Park Resident,อุทยานราชการุณย์,lodging,住宿,,,"757 Soi Somdet Phra Pinklao 2, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.766422,100.493315,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=17267772022449529100&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJPTwRXRSZ4jAR9exdulN4gP8,酒店住宿,Rachanatda Homestel,ราชนัดดา โฮมสเทล,lodging,住宿,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75524,100.503014,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=18410847577694924021&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ25LDgxiZ4jAR79bsCs7m4wk,酒店住宿,Rainbow Khaosan Hostel And Guesthouse,เรนโบว์ ข้าวสาร โฮสเทล แอนด์ เกสท์เฮาส์,hostel,青年旅舍,,,"43 Yaowarat Rd, Khwaeng Samphanthawong, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.743822,100.506869,三攀他旺县,Samphanthawong,,,,,,https://maps.google.com/?cid=712666938675615471&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ2cm6GvmZ4jAR_FPr5RxvOu0,酒店住宿,Rambuttri Rung Ruang,รามบุตรีรุ่งเรือง,inn,客栈,,,"289 Soi Ram Buttri, Khwaeng Talat Yot, Taladyod, Krung Thep Maha Nakhon 10200",13.760292,100.497199,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=17094097505545311228&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJWbSKARCZ4jARCou1gYSAr4c,酒店住宿,Ratchada family home,บ้านตระกูลรัชดา,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.747918,100.495956,拍那空县,大皇宫区,,,https://www.agoda.com/,,,https://maps.google.com/?cid=9777174622644833034&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ62XYlXWZ4jARpeqbMfqtCG0,酒店住宿,Ratchadawan Apartment,รัชดาวัลย์ อพาร์ทเม้นท์,lodging,住宿,,,"Soi Mu Ban Pinklao Villa, Khwaeng Arun Amarin, อรุณอมรินทร์ Krung Thep Maha Nakhon 10700",13.763364,100.485905,曼谷蓮縣,Arun Ammarin,,,,,,https://maps.google.com/?cid=7856720840033561253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJUbQHoiOZ4jARYz03333piI0,酒店住宿,"RealDowntown BKK| Family,Yaowarat3min toMRTnMall",เรียลดาวน์ทาวน์ บีเคเค| ครอบครัว เยาวราช3นาทีถึงMRTnMall,lodging,度假出租屋,,,"泰国曼谷都会区 Pom Prap Sattru Phai, 曼谷邮政编码: 10100",13.743654,100.511322,邦巴沙都拍县,Pom Prap,,,https://bestpropertiesthailand.hospitable.rentals/property/realdowntown-bkk-family-hot-tub3min-to-mrtnmall#availability,,,https://maps.google.com/?cid=10198658083005611363&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJZchJEW6Z4jARjREh9dBSbQQ,酒店住宿,Red Door,ประตูแดง,hotel,酒店,,,"43/3 Soi Samsen 3, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76572,100.496839,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=319002206032433549&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJX7Eun3aZ4jARiC1uzgTssKQ,酒店住宿,Rich Travel&Import-Export Company Limited,บริษัท ริช ทราเวล แอนด์ อิมพอร์ต-เอ็กซ์พอร์ต จำกัด,hotel,酒店,,,"117 ถนนสมเด็จพระปิ่นเกล้า Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.766236,100.486246,曼谷蓮縣,Arun Ammarin,,,,,,https://maps.google.com/?cid=11867244523508608392&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ25hTVXKZ4jAR69rn8EKnlVQ,酒店住宿,Riva Surya Bangkok,ริวา เซอร์ยา กรุงเทพฯ,hotel,酒店,,,"23 Thanon Phra Athit, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762144,100.493128,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=6094961576667241195&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJK7IlAxqZ4jARylFPs-ACLqg,酒店住宿,River Kwai Honey Well Resort Company Limited,บริษัท ริเวอร์แคว ฮันนี่ เวลล์ รีสอร์ท จำกัด,resort_hotel,度假村,,,"32, Soi Sap Sin, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746382,100.501436,拍那空县,三王府区,,+66 34 511 023,,,,https://maps.google.com/?cid=12118626811404833226&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJt1Cv8XKZ4jAR1pmUhYmkj1w,酒店住宿,Roof Garden Guest House,รูฟ การ์เดน เกสท์เฮาส์,hotel,酒店,,,"หลังวีดชนะ 62 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761549,100.495857,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=6669730483717577174&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJkUMI8XKZ4jAR1-iNi5YuFmk,酒店住宿,Roof Garden Sun Guesthouse,รูฟ การ์เดน ซัน เกสต์เฮาส์,hotel,酒店,,,"28/5 Soi Ram Buttri, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761414,100.493985,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=7572291047591373015&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ8cXzB22Z4jARI3ZAI2WxrAk,酒店住宿,Room 218,ห้อง 218,hostel,青年旅舍,,,"218 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761738,100.498046,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=697127090276824611&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJixDs8LOZ4jARFo5TthLKP_c,酒店住宿,"Royal Hillscape Co., Ltd.",บริษัท รอยัล ฮิลสเคป จำกัด,resort_hotel,度假村,,,"曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.756331,100.501765,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=17816180832618122774&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJA3KpcgCZ4jARWRpviMz0I0Q,酒店住宿,Royal Princess SHA Extra Plus,รอยัล ปริ๊นเซส SHA เอ็กซ์ตร้า พลัส,hotel,酒店,,,"QG47+X6Q, Wat Sommanat, Pom Prap Sattru Phai, Bangkok 10100",13.757455,100.513102,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=4910037178063460953&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJDSWNBnmZ4jARqbJ2XQdXK5Q,酒店住宿,Roze's Legacy,มรดกของโรเซ่,lodging,住宿,,,"67/9 ซอย ดุสิตาราม Khwaeng Arun Amarin, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.7651,100.487695,曼谷蓮縣,Arun Ammarin,,,,,,https://maps.google.com/?cid=10676723030756340393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJVdQHS3GZ4jARid9Xk1gdlLo,酒店住宿,Rungsap Mansion,รุ่งทรัพย์แมนชั่น,lodging,住宿,,,"121 Soi Somdet Phra Pinklao 7, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.765914,100.490478,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=13444403053874110345&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ3fOMZyKZ4jARjIyre89-wm0,酒店住宿,Rustic Cabin Flat at China Town 2min walk to MRT,แฟลตเคบินชนบทที่ไชน่าทาวน์ เดิน 2 นาทีถึง MRT,lodging,度假出租屋,,,"泰国曼谷都会区 Pom Prap Sattru Phai, 曼谷邮政编码: 10100",13.743555,100.508491,邦巴沙都拍县,Pom Prap,,,https://www.booking.com/hotel/th/rustic-cabin-flat-at-china-town-2min-walk-to-mrt.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-16385951&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-16385951_grp-3_gendate-20260821,,,https://maps.google.com/?cid=7909023325214182540&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJx-7QGm2Z4jARDSKLg7ZB3Ic,酒店住宿,Ryan Hostel,ไรอัน โฮสเทล,hotel,酒店,,,"188, 10-11 Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761013,100.498123,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=9789771942143402509&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE3yJGQqZ4jARz7APxMbbRbU,酒店住宿,S.E.T Thanmongkol Residence,ส.ศ.ธ.ธมงคล เรสซิเด้นซ์,hotel,酒店,,,"199 ตรอก Soi Trok Watrakhang, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.75479,100.485619,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=13062087940997361871&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ3S1tKW2Z4jARj4L9SRs5IEE,酒店住宿,SAKUL HOUSE,บ้านสกุล,hotel,酒店,,,"108 17 Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759244,100.498549,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=4692813601088307855&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJVxjMJceZ4jARIuId1MN-TyM,酒店住宿,SANT Bangkok at Khaosan road,SANT กรุงเทพฯ ถนนข้าวสาร,hotel,酒店,,,"365/23 Floor 2-4 Thanon Phra Sumen, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760472,100.501523,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=2544391694030070306&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQeFxKUPstWoRAv3iF6rHdtc,酒店住宿,SM service apartment,เอสเอ็ม เซอร์วิส อพาร์ทเมนต์,lodging,住宿,,,"518 Soi Nakhon Sawan 14, ถ. นครสวรรค์ แขวงสี่แยกมหานาค เขตดุสิต กรุงเทพมหานคร 10300",13.76062,100.514796,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=15525816298765483266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsY91JGyZ4jARhbGEbxeZDps,酒店住宿,SS Hotel,โรงแรมเอสเอส,hotel,酒店,,,"8, 3 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764254,100.499626,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=11173036051487043973&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ765jdTiZ4jAR_vyYy2xK67I,酒店住宿,Sabaidee Minitel,สบายดี มินิเทล,hotel,酒店,,,"325 Lan Luang Rd, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.75747,100.516026,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=12892480189410901246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
